Original Air Date,Title,Instructor,Length,Type
Thu May 30 07:12:00 2019,5 min Commute Meditation,Kristin McGee,5.0,Meditation Anywhere
Wed May 29 15:01:00 2019,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Wed May 29 04:31:00 2019,10 min Gratitude Meditation,Kristin McGee,10.0,Emotions
Tue May 28 13:29:00 2019,5 min Basics: Emotional Balance,Ross Rayburn,5.0,Meditation Basics
Tue May 28 06:01:00 2019,10 min Calming Meditation,Aditi Shah,10.0,Relax & Sleep
Mon May 27 07:32:00 2019,10 min Empathy Meditation,Ross Rayburn,10.0,Emotions
Fri May 24 06:01:00 2019,10 min Kindness Meditation,Aditi Shah,10.0,Emotions
Thu May 23 06:01:00 2019,10 min Acceptance Meditation,Ross Rayburn,10.0,Emotions
Wed May 22 15:01:00 2019,10 min Happiness Meditation,Aditi Shah,10.0,Emotions
Wed May 22 07:20:00 2019,5 min Office Meditation,Kristin McGee,5.0,Meditation Anywhere
Wed May 22 06:48:00 2019,10 min Sleep Meditation,Kristin McGee,10.0,Relax & Sleep
Wed May 22 04:31:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Tue May 21 06:54:00 2019,10 min Sleep Meditation,Aditi Shah,10.0,Relax & Sleep
Mon May 20 15:01:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Mon May 20 04:31:00 2019,10 min Energizing Meditation,Aditi Shah,10.0,Mindfulness
Sun May 19 09:36:00 2019,5 min Breathing Meditation,Kristin McGee,5.0,Mindfulness
Fri May 17 07:04:00 2019,5 min Basics: Breath,Ross Rayburn,5.0,Meditation Basics
Fri May 17 06:56:00 2019,5 min Energizing Meditation,Ross Rayburn,5.0,Emotions
Fri May 17 04:31:00 2019,10 min Body Scan Meditation,Ross Rayburn,10.0,Mindfulness
Thu May 16 13:41:00 2019,5 min Calming Meditation,Aditi Shah,5.0,Relax & Sleep
Thu May 16 04:31:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Wed May 15 04:31:00 2019,10 min Relaxing Meditation,Kristin McGee,10.0,Relax & Sleep
Tue May 14 07:13:00 2019,20 min Sleep Meditation,Aditi Shah,20.0,Relax & Sleep
Tue May 14 06:54:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Tue May 14 05:51:00 2019,20 min Body Scan Meditation,Aditi Shah,20.0,Mindfulness
Mon May 13 16:31:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Mon May 13 15:01:00 2019,10 min Kindness Meditation,Ross Rayburn,10.0,Emotions
Fri May 10 04:21:00 2019,20 min Relaxing Meditation,Ross Rayburn,20.0,Relax & Sleep
Thu May  9 13:23:00 2019,5 min Basics: Visualizations,Aditi Shah,5.0,Meditation Basics
Wed May  8 15:01:00 2019,10 min Body Scan Meditation,Aditi Shah,10.0,Mindfulness
Wed May  8 06:01:00 2019,10 min Happiness Meditation,Kristin McGee,10.016666666666667,Emotions
Tue May  7 13:40:00 2019,10 min Acceptance Meditation,Ross Rayburn,10.0,Emotions
Tue May  7 13:25:00 2019,5 min Basics: Body Scan ,Ross Rayburn,5.0,Meditation Basics
Tue May  7 06:01:00 2019,10 min Kindness Meditation,Aditi Shah,10.0,Emotions
Mon May  6 15:01:00 2019,10 min Calming Meditation,Ross Rayburn,10.0,Relax & Sleep
Thu May  2 07:17:00 2019,5 min Sleep Meditation,Kristin McGee,5.0,Relax & Sleep
Thu May  2 06:01:00 2019,10 min Happiness Meditation,Ross Rayburn,10.0,Emotions
Thu May  2 04:31:00 2019,10 min Empathy Meditation,Kristin McGee,10.0,Emotions
Wed May  1 04:31:00 2019,10 min Gratitude Meditation,Kristin McGee,10.0,Emotions
Tue Apr 30 06:01:00 2019,10 min Calming Meditation,Aditi Shah,10.0,Relax & Sleep
Mon Apr 29 13:27:00 2019,5 min Kindness Meditation,Kristin McGee,5.0,Emotions
Mon Apr 29 07:09:00 2019,5 min Office Meditation ,Aditi Shah,5.0,Meditation Anywhere
Thu Apr 25 13:55:00 2019,5 min Patience Meditation,Aditi Shah,5.0,Emotions
Thu Apr 25 13:35:00 2019,15 min Body Scan Meditation,Aditi Shah,15.0,Mindfulness
Thu Apr 25 13:23:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Thu Apr 25 07:11:00 2019,10 min Empathy Meditation,Kristin McGee,10.0,Emotions
Thu Apr 25 06:53:00 2019,10 min Sleep Meditation,Kristin McGee,10.0,Relax & Sleep
Wed Apr 24 15:01:00 2019,10 min Happiness Meditation,Aditi Shah,10.0,Emotions
Wed Apr 24 05:19:00 2019,15 min Calming Meditation,Kristin McGee,15.0,Relax & Sleep
Wed Apr 24 04:31:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Mon Apr 22 15:01:00 2019,10 min Body Scan Meditation,Ross Rayburn,10.0,Mindfulness
Mon Apr 22 04:31:00 2019,10 min Energizing Meditation,Aditi Shah,10.0,Emotions
Fri Apr 19 07:12:00 2019,10 min Sleep Meditation,Ross Rayburn,10.0,Relax & Sleep
Fri Apr 19 06:58:00 2019,5 min Body Scan Meditation,Ross Rayburn,5.0,Mindfulness
Fri Apr 19 04:31:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Wed Apr 17 15:01:00 2019,10 min Empathy Meditation,Aditi Shah,10.0,Emotions
Wed Apr 17 04:30:00 2019,10 min Relaxing Meditation,Kristin McGee,10.0,Relax & Sleep
Mon Apr 15 15:01:00 2019,10 min Kindness Meditation,Ross Rayburn,10.0,Emotions
Mon Apr 15 04:31:00 2019,10 min Body Scan Meditation,Aditi Shah,10.0,Mindfulness
Thu Apr 11 13:27:00 2019,10 min Commute Meditation,Aditi Shah,9.0,Meditation Anywhere
Thu Apr 11 13:18:00 2019,5 min Basics: Mantra,Aditi Shah,5.0,Meditation Basics
Thu Apr 11 06:55:00 2019,10 min Happiness Meditation,Kristin McGee,10.0,Emotions
Thu Apr 11 04:31:00 2019,10 min Energizing Meditation,Kristin McGee,10.0,Emotions
Wed Apr 10 15:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Tue Apr  9 06:53:00 2019,5 min Basics: My First Meditation,Aditi Shah,5.0,Meditation Basics
Mon Apr  8 15:00:00 2019,10 min Calming Meditation,Ross Rayburn,10.0,Relax & Sleep
Mon Apr  8 04:31:00 2019,10 min Patience Meditation,Aditi Shah,10.0,Emotions
Fri Apr  5 07:09:00 2019,5 min Basics: Sleep,Ross Rayburn,5.0,Meditation Basics
Thu Apr  4 13:13:00 2019,10 min Office Meditation ,Aditi Shah,10.0,Meditation Anywhere
Thu Apr  4 06:56:00 2019,5 min Commute Meditation,Kristin McGee,5.0,Meditation Anywhere
Thu Apr  4 04:31:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Wed Apr  3 15:01:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Wed Apr  3 06:01:00 2019,10 min Body Scan Meditation,Kristin McGee,10.0,Mindfulness
Mon Apr  1 07:23:00 2019,5 min Basics: Emotional Balance,Aditi Shah,5.0,Meditation Basics
Mon Apr  1 04:31:00 2019,10 min Empathy Meditation,Aditi Shah,10.0,Emotions
Fri Mar 29 07:32:00 2019,5 min Breathing Meditation,Aditi Shah,5.0,Mindfulness
Fri Mar 29 07:23:00 2019,5 min Energizing Meditation,Aditi Shah,5.0,Emotions
Fri Mar 29 06:01:00 2019,10 min Relaxing Meditation,Ross Rayburn,10.0,Relax & Sleep
Thu Mar 28 06:36:00 2019,5 min Patience Meditation,Kristin McGee,5.0,Emotions
Thu Mar 28 06:25:00 2019,5 min Empathy Meditation,Kristin McGee,5.0,Emotions
Wed Mar 27 14:51:00 2019,20 min Breathing Meditation,Ross Rayburn,20.0,Mindfulness
Wed Mar 27 13:05:00 2019,15 min Body Scan Meditation,Ross Rayburn,15.0,Mindfulness
Wed Mar 27 05:51:00 2019,20 min Kindness Meditation,Aditi Shah,20.0,Emotions
Tue Mar 26 16:32:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Mon Mar 25 06:01:00 2019,10 min Acceptance Meditation,Aditi Shah,10.0,Emotions
Fri Mar 22 07:36:00 2019,5 min Basics: Mantra,Ross Rayburn,5.0,Meditation Basics
Fri Mar 22 06:56:00 2019,5 min Kindness Meditation,Ross Rayburn,5.0,Emotions
Thu Mar 21 07:40:00 2019,5 min Energizing Meditation,Kristin McGee,5.0,Emotions
Thu Mar 21 07:20:00 2019,10 min Relaxing Meditation,Kristin McGee,10.0,Relax & Sleep
Tue Mar 19 08:42:00 2019,10 min Sleep Meditation,Aditi Shah,10.0,Relax & Sleep
Tue Mar 19 08:23:00 2019,5 min Basics: Body Scan ,Aditi Shah,5.0,Meditation Basics
Mon Mar 18 15:01:00 2019,10 min Happiness Meditation,Ross Rayburn,10.0,Emotions
Thu Mar 14 06:01:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Wed Mar 13 07:10:00 2019,5 min Body Scan Meditation,Ross Rayburn,5.0,Mindfulness
Wed Mar 13 05:51:00 2019,20 min Patience Meditation,Aditi Shah,20.0,Emotions
Tue Mar 12 08:31:00 2019,5 min Empathy Meditation,Aditi Shah,5.0,Emotions
Tue Mar 12 08:18:00 2019,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Mon Mar 11 10:52:00 2019,5 min Breathing Meditation,Kristin McGee,5.0,Mindfulness
Mon Mar 11 06:01:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Thu Mar  7 09:23:00 2019,10 min Body Scan Meditation,Ross Rayburn,10.0,Mindfulness
Wed Mar  6 05:51:00 2019,20 min Breathing Meditation,Aditi Shah,20.0,Mindfulness
Tue Mar  5 09:31:00 2019,10 min Breathing Meditation,Ross Rayburn,10.0,Mindfulness
Mon Mar  4 12:55:00 2019,5 min Meditate While You Wait,Kristin McGee,5.0,Meditation Anywhere
Fri Mar  1 06:01:00 2019,10 min Calming Meditation,Kristin McGee,10.0,Relax & Sleep
Thu Feb 28 15:01:00 2019,10 min Energizing Meditation,Aditi Shah,10.0,Emotions
Thu Feb 28 08:14:00 2019,5 min Acceptance Meditation,Kristin McGee,5.0,Emotions
Wed Feb 27 05:51:00 2019,20 min Body Scan Meditation,Aditi Shah,20.0,Mindfulness
Mon Feb 25 15:01:00 2019,10 min Calming Meditation,Kristin McGee,10.0,Relax & Sleep
Mon Feb 25 11:23:00 2019,10 min Commute Meditation,Ross Rayburn,10.0,Meditation Anywhere
Mon Feb 25 10:51:00 2019,5 min Office Meditation,Ross Rayburn,5.0,Meditation Anywhere
Mon Feb 25 06:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Thu Feb 21 07:27:00 2019,5 min Body Scan Meditation,Kristin McGee,5.0,Mindfulness
Tue Feb 19 08:05:00 2019,10 min Commute Meditation,Aditi Shah,10.0,Meditation Anywhere
Mon Feb 18 09:00:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Mon Feb 18 07:31:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Thu Feb 14 04:50:00 2019,5 min Energizing Meditation,Kristin McGee,5.0,Emotions
Wed Feb 13 06:01:00 2019,10 min Kindness Meditation,Aditi Shah,10.0,Emotions
Tue Feb 12 06:39:00 2019,15 min Body Scan Meditation,Aditi Shah,15.0,Mindfulness
Mon Feb 11 15:01:00 2019,10 min Kindness Meditation,Kristin McGee,10.0,Emotions
Mon Feb 11 09:12:00 2019,5 min Basics: Visualizations,Ross Rayburn,5.0,Meditation Basics
Fri Feb  8 06:01:00 2019,10 min Body Scan Meditation,Kristin McGee,10.0,Mindfulness
Thu Feb  7 06:49:00 2019,5 min Office Meditation,Kristin McGee,5.0,Meditation Anywhere
Tue Feb  5 07:55:00 2019,15 min Gratitude Meditation,Aditi Shah,15.0,Emotions
Mon Feb  4 15:02:00 2019,10 min Happiness Meditation,Kristin McGee,10.0,Emotions
Mon Feb  4 06:01:00 2019,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Wed Jan 30 06:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Mon Jan 28 15:01:00 2019,10 min Acceptance Meditation,Aditi Shah,10.0,Emotions
Mon Jan 28 06:01:00 2019,10 min Breathing Meditation,Kristin McGee,10.0,Mindfulness
Thu Jan 24 13:04:00 2019,5 min Basics: Mantra,Aditi Shah,4.983333333333333,Meditation Basics
Mon Jan 21 15:01:00 2019,10 min Patience Meditation,Aditi Shah,10.0,Emotions
Thu Jan 17 13:14:00 2019,5 min Basics: Sleep,Aditi Shah,5.0,Meditation Basics
Wed Jan 16 06:01:00 2019,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Mon Jan 14 15:01:00 2019,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Thu Dec 27 07:53:00 2018,5 min Basics: Body Scan ,Aditi Shah,5.0,Meditation Basics
Thu Dec 27 07:16:00 2018,10 min Calming Meditation,Aditi Shah,10.0,Relax & Sleep
Mon Dec 17 15:01:00 2018,10 min Gratitude Meditation,Aditi Shah,10.0,Emotions
Wed Dec  5 06:01:00 2018,10 min Breathing Meditation,Aditi Shah,10.0,Mindfulness
Fri Feb 23 14:21:00 2018,10 min Meditation,Colleen Saidman Yee,10.0,Mindfulness
Tue Feb 20 08:51:00 2018,5 min Meditation,Colleen Saidman Yee,5.0,Mindfulness
Thu Sep 21 08:00:00 2017,5 min Meditation,Colleen Saidman Yee,4.833333333333333,Mindfulness
Thu Sep 21 08:00:00 2017,10 min Meditation,Colleen Saidman Yee,10.516666666666667,Mindfulness
Thu Jan 18 08:00:00 2018,10 min Breath Meditation,Colleen Saidman Yee,10.0,Mindfulness
Thu Dec  8 08:00:00 2016,10 min Meditation,Colleen Saidman Yee,9.116666666666667,Mindfulness
Tue May 23 08:00:00 2017,10 min Meditation,Colleen Saidman Yee,9.333333333333334,Mindfulness
Wed Dec 12 06:01:00 2018,10 min Relaxing Meditation,Aditi Shah,10.0,Relax & Sleep
Thu Oct 20 04:00:00 2016,5 min Meditation,Colleen Saidman Yee,5.0,Mindfulness
