Original Air Date,Title,Instructor,Length,Type
Tue Nov 12 07:43:00 2019,10 min Standing Yoga,Aditi Shah,10.0,Yoga Anywhere
Tue Nov 12 07:27:00 2019,10 min Yoga Flow: Lower Body,Aditi Shah,10.0,Yoga Flow
Tue Nov 12 05:31:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Tue Nov 12 04:49:00 2019,30 min Power Yoga,Anna Greenberg,30.0,Power Yoga
Mon Nov 11 16:18:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Mon Nov 11 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Nov 11 14:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Nov 11 05:31:00 2019,20 min Yoga Flow: Backbends,Aditi Shah,20.0,Yoga Flow
Mon Nov 11 04:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Nov 10 07:32:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Nov 10 06:18:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Nov  9 07:32:00 2019,45 min Power Yoga,Ross Rayburn,45.0,Power Yoga
Sat Nov  9 06:17:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Nov  8 05:31:00 2019,20 min Yoga Flow: Lower Body,Ross Rayburn,20.0,Yoga Flow
Fri Nov  8 04:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Nov  7 16:19:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Nov  7 15:31:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu Nov  7 14:49:00 2019,30 min Yoga Flow: Chest Openers,Anna Greenberg,30.0,Yoga Flow
Thu Nov  7 10:08:00 2019,10 min Basics: Side Crow,Anna Greenberg,10.0,Yoga Basics
Thu Nov  7 07:00:00 2019,20 min Prenatal Restorative Yoga,Kristin McGee,20.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Prenatal Modifications: 3rd Tri,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Prenatal Yoga Flow,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Prenatal Modifications: 1st Tri,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 10:00:00 2019,30 min Prenatal Yoga Flow,Kristin McGee,30.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Basics: Postnatal Yoga,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,20 min Prenatal Yoga Flow,Kristin McGee,20.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Postnatal Yoga Flow,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,20 min Prenatal Yoga Flow,Kristin McGee,20.0,Pre & Postnatal Yoga
Thu Nov  7 07:00:00 2019,10 min Prenatal Modifications: 2nd Tri,Kristin McGee,10.0,Pre & Postnatal Yoga
Thu Nov  7 06:02:00 2019,5 min Standing Yoga,Kristin McGee,5.0,Yoga Anywhere
Thu Nov  7 05:31:00 2019,20 min Yoga Flow: Shoulders,Kristin McGee,20.0,Yoga Flow
Thu Nov  7 04:47:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Nov  6 16:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Nov  6 14:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Wed Nov  6 05:31:00 2019,20 min Power Yoga,Kristin McGee,20.0,Power Yoga
Wed Nov  6 04:48:00 2019,30 min Yoga Flow: Quads,Kristin McGee,30.0,Yoga Flow
Tue Nov  5 16:17:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Nov  5 15:32:00 2019,20 min Yoga Flow: Glutes,Denis Morton,20.0,Yoga Flow
Tue Nov  5 14:48:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Nov  5 09:26:00 2019,10 min Yoga Flow,Denis Morton,10.0,Yoga Flow
Tue Nov  5 12:03:00 2019,10 min Yoga Flow,Denis Morton,10.0,Yoga Flow
Tue Nov  5 12:21:00 2019,10 min Yoga Flow: Twists,Denis Morton,10.0,Yoga Flow
Tue Nov  5 09:46:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Nov  5 13:25:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Nov  5 12:42:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Nov  5 04:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Nov  4 16:19:00 2019,30 min Restorative Yoga,Kristin McGee,30.0,Restorative Yoga
Mon Nov  4 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Nov  4 14:49:00 2019,30 min P!nk Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Nov  4 05:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Nov  4 04:48:00 2019,30 min Yoga Flow: Quads,Aditi Shah,30.0,Yoga Flow
Sun Nov  3 07:34:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sun Nov  3 06:19:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Nov  2 07:33:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Nov  2 06:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Nov  1 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Nov  1 04:50:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Oct 31 16:19:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Oct 31 15:21:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Oct 31 14:49:00 2019,20 min Yoga Flow: Backbends,Anna Greenberg,20.0,Yoga Flow
Thu Oct 31 04:46:00 2019,45 min Halloween Yoga Flow,Kristin McGee,45.0,Yoga Flow
Wed Oct 30 16:19:00 2019,30 min Halloween Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Oct 30 14:49:00 2019,45 min Halloween Yoga Flow,Aditi Shah,45.0,Yoga Flow
Wed Oct 30 05:31:00 2019,20 min Yoga Flow: Hamstrings,Kristin McGee,20.0,Yoga Flow
Wed Oct 30 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Oct 29 16:21:00 2019,30 min Yoga Flow: Chest Openers,Ross Rayburn,30.0,Yoga Flow
Tue Oct 29 15:32:00 2019,20 min Yoga Flow: Hips,Denis Morton,20.0,Yoga Flow
Tue Oct 29 14:48:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Oct 29 04:49:00 2019,30 min Power Yoga: Hamstrings,Anna Greenberg,30.0,Power Yoga
Mon Oct 28 16:19:00 2019,30 min Yoga Flow: Core,Kristin McGee,30.0,Yoga Flow
Mon Oct 28 15:21:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Oct 28 14:49:00 2019,20 min Power Yoga,Ross Rayburn,20.0,Power Yoga
Mon Oct 28 13:23:00 2019,10 min Yoga Flow: Hamstrings,Ross Rayburn,10.0,Yoga Flow
Mon Oct 28 09:16:00 2019,10 min Yoga Flow: Arms,Anna Greenberg,10.0,Yoga Flow
Mon Oct 28 08:50:00 2019,5 min Basics: Bow Pose,Anna Greenberg,5.0,Yoga Basics
Mon Oct 28 05:31:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Mon Oct 28 04:50:00 2019,30 min Yoga Flow: Chair,Aditi Shah,30.0,Yoga Flow
Sun Oct 27 09:02:00 2019,10 min Basics: Twists,Kristin McGee,10.0,Yoga Basics
Sun Oct 27 07:34:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Oct 27 06:21:00 2019,45 min Rock Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Oct 26 07:34:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Oct 26 06:19:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Oct 25 05:32:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Fri Oct 25 04:48:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Thu Oct 24 16:21:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Oct 24 15:31:00 2019,20 min Yoga Flow: Quads,Anna Greenberg,20.0,Yoga Flow
Thu Oct 24 14:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Oct 24 05:31:00 2019,20 min Yoga Flow: Arms,Kristin McGee,20.0,Yoga Flow
Thu Oct 24 04:48:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Oct 23 16:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Oct 23 15:31:00 2019,20 min Yoga Flow: Lower Body,Aditi Shah,20.0,Yoga Flow
Wed Oct 23 14:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Oct 23 13:27:00 2019,10 min Yoga Flow: Core,Aditi Shah,10.0,Yoga Flow
Wed Oct 23 04:49:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Oct 22 16:19:00 2019,30 min Country Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Oct 22 15:32:00 2019,20 min Restorative Yoga,Denis Morton,20.0,Restorative Yoga
Tue Oct 22 14:48:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Oct 22 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Oct 22 04:48:00 2019,30 min Yoga Flow: Twists,Anna Greenberg,30.0,Yoga Flow
Mon Oct 21 16:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Oct 21 15:31:00 2019,20 min Yoga Flow: Glutes,Ross Rayburn,20.0,Yoga Flow
Mon Oct 21 14:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Oct 21 13:50:00 2019,10 min Standing Yoga,Ross Rayburn,10.0,Yoga Anywhere
Mon Oct 21 13:31:00 2019,10 min Yoga Flow: Hips,Ross Rayburn,10.0,Yoga Flow
Mon Oct 21 05:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Oct 21 04:50:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Oct 20 07:34:00 2019,60 min Yoga Flow,Denis Morton,60.0,Yoga Flow
Sun Oct 20 06:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Oct 19 07:34:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Oct 19 06:19:00 2019,45 min Power Yoga,Anna Greenberg,45.0,Power Yoga
Fri Oct 18 04:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Oct 17 16:20:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Oct 17 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Oct 17 14:48:00 2019,30 min Yoga Flow: Hips,Anna Greenberg,30.0,Yoga Flow
Thu Oct 17 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Oct 17 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Oct 16 16:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Oct 16 15:31:00 2019,20 min Yoga Flow: Chest Openers,Aditi Shah,20.0,Yoga Flow
Wed Oct 16 14:52:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Oct 16 13:23:00 2019,5 min Basics: Camel ,Aditi Shah,5.0,Yoga Basics
Wed Oct 16 04:48:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Oct 15 16:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Oct 15 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Oct 15 14:48:00 2019,30 min Yoga Flow: Backbends,Denis Morton,30.0,Yoga Flow
Tue Oct 15 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Oct 15 04:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Oct 14 16:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Oct 14 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Oct 14 14:48:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Mon Oct 14 08:54:00 2019,10 min Yoga Flow: Lower Body,Anna Greenberg,10.0,Yoga Flow
Mon Oct 14 05:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Oct 14 04:48:00 2019,30 min JLO Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Oct 13 07:33:00 2019,45 min Yoga Flow: Glutes,Denis Morton,45.0,Yoga Flow
Sun Oct 13 06:18:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Oct 12 06:18:00 2019,60 min Yoga Flow,Anna Greenberg,60.0,Yoga Flow
Fri Oct 11 05:31:00 2019,20 min Yoga Flow: Twists,Ross Rayburn,20.0,Yoga Flow
Fri Oct 11 04:47:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Oct 10 16:18:00 2019,30 min Yoga Flow: Hamstrings,Aditi Shah,30.0,Yoga Flow
Thu Oct 10 15:31:00 2019,20 min Yoga Flow: Glutes,Anna Greenberg,20.0,Yoga Flow
Thu Oct 10 14:49:00 2019,30 min Power Yoga,Anna Greenberg,30.0,Power Yoga
Thu Oct 10 05:32:00 2019,20 min Yoga Flow: Chest Openers,Kristin McGee,20.0,Yoga Flow
Thu Oct 10 04:47:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Oct  9 16:19:00 2019,30 min Yoga Flow: Arms,Anna Greenberg,30.0,Yoga Flow
Wed Oct  9 15:31:00 2019,20 min Yoga Flow: Shoulders,Aditi Shah,20.0,Yoga Flow
Wed Oct  9 14:47:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Oct  9 06:51:00 2019,10 min Yoga Flow: Glutes,Kristin McGee,10.0,Yoga Flow
Wed Oct  9 05:47:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Wed Oct  9 04:48:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Tue Oct  8 16:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Oct  8 15:32:00 2019,20 min Power Yoga,Denis Morton,20.0,Power Yoga
Tue Oct  8 14:49:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Oct  8 07:29:00 2019,5 min Standing Yoga,Aditi Shah,5.0,Yoga Anywhere
Tue Oct  8 05:31:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Oct  8 04:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Oct  7 16:19:00 2019,30 min 80s Pop Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Oct  7 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Oct  7 14:47:00 2019,30 min Yoga Flow: Backbends,Ross Rayburn,30.0,Yoga Flow
Mon Oct  7 13:47:00 2019,5 min Basics: Triangle,Ross Rayburn,5.0,Yoga Basics
Mon Oct  7 04:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Oct  6 07:34:00 2019,60 min Power Yoga,Kristin McGee,60.0,Power Yoga
Sun Oct  6 06:20:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Sat Oct  5 07:32:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Oct  5 06:18:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Oct  4 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Oct  4 04:47:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Oct  3 16:20:00 2019,30 min Restorative Yoga,Aditi Shah,30.0,Restorative Yoga
Thu Oct  3 15:31:00 2019,20 min Yoga Flow: Core,Anna Greenberg,20.0,Yoga Flow
Thu Oct  3 14:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Oct  3 13:21:00 2019,5 min Basics: Bridge Pose,Anna Greenberg,5.0,Yoga Basics
Thu Oct  3 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Oct  3 04:48:00 2019,30 min Yoga Flow: Hips,Kristin McGee,30.0,Yoga Flow
Wed Oct  2 16:19:00 2019,30 min R&B Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Oct  2 15:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Oct  2 14:50:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Oct  2 04:49:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Oct  1 16:18:00 2019,30 min Yoga Flow: Shoulders,Ross Rayburn,30.0,Yoga Flow
Tue Oct  1 15:32:00 2019,20 min Yoga Flow: Arms,Denis Morton,20.0,Yoga Flow
Tue Oct  1 14:52:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Oct  1 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Oct  1 04:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Sep 30 16:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Sep 30 15:31:00 2019,20 min Yoga Flow: Quads,Ross Rayburn,20.0,Yoga Flow
Mon Sep 30 14:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Sep 30 05:31:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Mon Sep 30 04:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Sep 29 08:56:00 2019,5 min Basics: Warrior 2,Aditi Shah,5.0,Yoga Basics
Sun Sep 29 07:33:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Sep 29 06:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Sep 28 07:33:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Sep 28 06:20:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Sep 27 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Sep 27 04:49:00 2019,30 min Broadway Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Sep 26 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Sep 26 14:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Sep 26 13:44:00 2019,10 min Standing Yoga,Anna Greenberg,10.0,Yoga Anywhere
Thu Sep 26 09:37:00 2019,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Thu Sep 26 09:22:00 2019,10 min Yoga Flow,Aditi Shah,10.0,Yoga Flow
Thu Sep 26 07:17:00 2019,5 min Basics: Warrior 1,Ross Rayburn,5.0,Yoga Basics
Thu Sep 26 05:31:00 2019,20 min Yoga Flow: Backbends,Kristin McGee,20.0,Yoga Flow
Thu Sep 26 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Sep 25 16:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Sep 25 15:30:00 2019,20 min Yoga Flow: Glutes,Aditi Shah,20.0,Yoga Flow
Wed Sep 25 14:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Sep 25 05:31:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Sep 25 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Sep 24 15:31:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Sep 24 14:48:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Sep 24 05:31:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Tue Sep 24 04:47:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Sep 23 16:19:00 2019,30 min Shakira Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Sep 23 15:31:00 2019,20 min Yoga Flow: Chest Openers,Anna Greenberg,20.0,Yoga Flow
Mon Sep 23 14:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Sep 23 12:24:00 2019,10 min Yoga Flow: Core,Ross Rayburn,10.0,Yoga Flow
Mon Sep 23 07:12:00 2019,10 min Yoga Flow: Backbends,Anna Greenberg,10.0,Yoga Flow
Mon Sep 23 05:31:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Mon Sep 23 04:49:00 2019,30 min Yoga Flow: Chair,Aditi Shah,30.0,Yoga Flow
Sun Sep 22 07:32:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Sep 22 06:18:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Sep 21 07:33:00 2019,45 min Latin Celebration Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Sep 21 06:19:00 2019,45 min Power Yoga,Anna Greenberg,45.0,Power Yoga
Fri Sep 20 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Sep 20 04:50:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Sep 19 16:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Sep 19 15:31:00 2019,20 min Yoga Flow: Core,Anna Greenberg,20.0,Yoga Flow
Thu Sep 19 14:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Sep 19 06:49:00 2019,10 min Yoga Flow: Hips,Ross Rayburn,10.0,Yoga Flow
Thu Sep 19 05:32:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Sep 19 04:47:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Wed Sep 18 16:18:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Sep 18 14:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Sep 18 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Sep 18 04:48:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Sep 17 16:17:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Sep 17 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Sep 17 14:47:00 2019,30 min Power Yoga: Quads,Denis Morton,30.0,Power Yoga
Tue Sep 17 07:17:00 2019,10 min Yoga Flow: Twists,Aditi Shah,10.0,Yoga Flow
Tue Sep 17 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Sep 17 04:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Sep 16 16:18:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Sep 16 15:32:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Sep 16 14:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Sep 16 13:22:00 2019,5 min Standing Yoga,Ross Rayburn,5.0,Yoga Anywhere
Mon Sep 16 06:50:00 2019,10 min Yoga Flow: Shoulders,Anna Greenberg,10.0,Yoga Flow
Mon Sep 16 05:31:00 2019,20 min Yoga Flow: Arms,Aditi Shah,20.0,Yoga Flow
Mon Sep 16 04:47:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Sep 15 07:33:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Sep 14 07:31:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Sep 14 06:18:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Sep 13 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Sep 13 04:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Sep 12 16:18:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Sep 12 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu Sep 12 14:47:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Sep 12 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Sep 12 04:48:00 2019,30 min Yoga Flow: Glutes,Kristin McGee,30.0,Yoga Flow
Wed Sep 11 14:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Sep 11 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Wed Sep 11 04:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Sep 10 15:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Sep 10 14:47:00 2019,30 min Classic Rock Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Sep 10 13:25:00 2019,10 min Yoga Flow: Hips,Kristin McGee,10.0,Yoga Flow
Tue Sep 10 05:32:00 2019,20 min Yoga Flow: Hamstrings,Denis Morton,20.0,Yoga Flow
Tue Sep 10 05:30:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Sep 10 04:48:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Mon Sep  9 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Sep  9 14:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Sep  9 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Mon Sep  9 04:48:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Sun Sep  8 07:33:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sun Sep  8 06:18:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sat Sep  7 07:33:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Sep  7 06:18:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Sep  6 07:42:00 2019,10 min Yoga Flow: Hamstrings,Kristin McGee,10.0,Yoga Flow
