Original Air Date,Title,Instructor,Length,Type
Sun Feb  2 07:36:00 2020,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Feb  2 06:22:00 2020,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Feb  1 07:32:00 2020,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Feb  1 06:18:00 2020,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jan 31 07:53:00 2020,10 min Yoga Flow,Aditi Shah,10.0,Yoga Flow
Fri Jan 31 05:31:00 2020,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Jan 31 04:48:00 2020,30 min Yoga Flow: Backbends,Ross Rayburn,30.0,Yoga Flow
Thu Jan 30 16:19:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Jan 30 14:49:00 2020,60 min Yoga Flow,Aditi Shah,60.0,Yoga Flow
Thu Jan 30 06:02:00 2020,10 min Yoga Flow: Arms,Kristin McGee,10.0,Yoga Flow
Thu Jan 30 05:31:00 2020,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Jan 30 04:49:00 2020,30 min Guns N' Roses Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Jan 29 17:01:00 2020,10 min Yoga Flow: Twists,Anna Greenberg,10.0,Yoga Flow
Wed Jan 29 16:18:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jan 29 15:31:00 2020,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Jan 29 14:50:00 2020,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Wed Jan 29 05:32:00 2020,20 min Prenatal Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Jan 29 04:47:00 2020,30 min Prenatal Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jan 28 16:40:00 2020,30 min Restorative Yoga,Ross Rayburn,30.0,Restorative Yoga
Tue Jan 28 15:31:00 2020,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Tue Jan 28 14:49:00 2020,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Jan 28 12:00:00 2020,10 min Prenatal Yoga Flow,Kristin McGee,10.0,Pre & Postnatal Yoga
Tue Jan 28 12:00:00 2020,20 min Postnatal Yoga Flow,Kristin McGee,20.0,Pre & Postnatal Yoga
Tue Jan 28 07:53:00 2020,10 min Standing Yoga,Aditi Shah,10.0,Yoga Anywhere
Tue Jan 28 04:49:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Jan 27 17:01:00 2020,10 min Yoga Flow: Lower Body,Kristin McGee,10.0,Yoga Flow
Mon Jan 27 16:19:00 2020,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Jan 27 15:22:00 2020,30 min Evening Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jan 27 14:46:00 2020,20 min Power Yoga,Ross Rayburn,20.0,Power Yoga
Mon Jan 27 05:31:00 2020,20 min Yoga Flow: Hips,Aditi Shah,20.0,Yoga Flow
Mon Jan 27 04:47:00 2020,30 min Yoga Flow,Aditi Shah,28.0,Yoga Flow
Sun Jan 26 07:33:00 2020,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sun Jan 26 06:18:00 2020,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Jan 25 07:33:00 2020,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Jan 25 06:18:00 2020,45 min Billie Eilish Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jan 24 08:18:00 2020,5 min Chair Yoga ,Kristin McGee,5.0,Yoga Anywhere
Fri Jan 24 05:32:00 2020,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Fri Jan 24 04:48:00 2020,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Jan 23 17:01:00 2020,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Thu Jan 23 16:18:00 2020,30 min Lady Gaga Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Jan 23 15:21:00 2020,30 min Restorative Yoga,Anna Greenberg,30.0,Restorative Yoga
Thu Jan 23 14:49:00 2020,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Thu Jan 23 07:49:00 2020,10 min Yoga Flow,Ross Rayburn,10.0,Yoga Flow
Thu Jan 23 04:49:00 2020,45 min Morning Yoga Flow,Kristin McGee,45.0,Yoga Flow
Wed Jan 22 16:19:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jan 22 15:31:00 2020,20 min Evening Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Jan 22 14:49:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Jan 22 04:48:00 2020,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jan 21 16:19:00 2020,30 min Evening Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jan 21 15:32:00 2020,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Jan 21 14:49:00 2020,30 min Yoga Flow: Lower Body,Denis Morton,30.0,Yoga Flow
Tue Jan 21 05:32:00 2020,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Jan 21 04:47:00 2020,30 min Yoga Flow: Hips,Anna Greenberg,30.0,Yoga Flow
Mon Jan 20 07:53:00 2020,10 min Chair Yoga ,Anna Greenberg,10.0,Yoga Anywhere
Mon Jan 20 05:31:00 2020,20 min Yoga Flow: Chest Openers,Aditi Shah,20.0,Yoga Flow
Mon Jan 20 04:48:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Jan 19 07:33:00 2020,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Jan 19 06:17:00 2020,45 min Morning Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Jan 18 07:35:00 2020,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Jan 18 06:18:00 2020,45 min Power Yoga,Anna Greenberg,45.0,Power Yoga
Fri Jan 17 04:48:00 2020,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Thu Jan 16 17:01:00 2020,10 min Yoga Flow: Twists,Aditi Shah,10.0,Yoga Flow
Thu Jan 16 16:19:00 2020,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Thu Jan 16 14:49:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Jan 16 05:31:00 2020,20 min Yoga Flow: Glutes,Kristin McGee,20.0,Yoga Flow
Thu Jan 16 04:48:00 2020,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Jan 15 17:01:00 2020,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Wed Jan 15 16:18:00 2020,30 min Evening Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jan 15 15:32:00 2020,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Wed Jan 15 14:49:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jan 15 05:31:00 2020,20 min Yoga Flow: Shoulders,Kristin McGee,20.0,Yoga Flow
Wed Jan 15 04:49:00 2020,30 min Morning Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jan 14 15:32:00 2020,20 min Yoga Flow: Quads,Denis Morton,20.0,Yoga Flow
Tue Jan 14 14:48:00 2020,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Jan 14 05:31:00 2020,20 min Yoga Flow: Hamstrings,Anna Greenberg,20.0,Yoga Flow
Tue Jan 14 04:48:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Jan 13 16:19:00 2020,30 min Restorative Yoga,Kristin McGee,30.0,Restorative Yoga
Mon Jan 13 14:49:00 2020,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Mon Jan 13 13:57:00 2020,10 min Yoga Flow,Denis Morton,10.0,Yoga Flow
Mon Jan 13 13:42:00 2020,10 min Yoga Flow: Hips,Denis Morton,10.0,Yoga Flow
Mon Jan 13 05:31:00 2020,20 min Yoga Flow: Core,Aditi Shah,20.0,Yoga Flow
Mon Jan 13 04:48:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Jan 12 08:53:00 2020,10 min Yoga Flow,Kristin McGee,10.0,Yoga Flow
Sun Jan 12 07:34:00 2020,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Jan 12 06:17:00 2020,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Jan 11 07:34:00 2020,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Jan 11 06:17:00 2020,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jan 10 05:31:00 2020,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Jan 10 04:47:00 2020,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Jan  9 17:00:00 2020,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Thu Jan  9 15:31:00 2020,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Jan  9 14:50:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Jan  9 05:31:00 2020,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Jan  9 04:48:00 2020,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Jan  8 17:01:00 2020,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Wed Jan  8 16:19:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Jan  8 15:31:00 2020,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Jan  8 14:49:00 2020,30 min Yoga Flow: Backbends,Aditi Shah,30.0,Yoga Flow
Wed Jan  8 04:49:00 2020,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Jan  7 16:19:00 2020,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Tue Jan  7 15:32:00 2020,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Jan  7 14:49:00 2020,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Jan  7 04:48:00 2020,75 min Yoga Flow,Anna Greenberg,75.0,Yoga Flow
Mon Jan  6 17:01:00 2020,10 min Yoga Flow,Kristin McGee,10.0,Yoga Flow
Mon Jan  6 16:20:00 2020,30 min Yoga Flow: Arms,Kristin McGee,30.0,Yoga Flow
Mon Jan  6 15:31:00 2020,20 min Yoga Flow: Lower Body,Ross Rayburn,20.0,Yoga Flow
Mon Jan  6 14:49:00 2020,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Jan  6 13:22:00 2020,10 min Yoga Flow: Chest Openers,Ross Rayburn,10.0,Yoga Flow
Mon Jan  6 07:54:00 2020,10 min Basics: Revolved Triangle,Anna Greenberg,10.0,Yoga Basics
Mon Jan  6 05:31:00 2020,20 min Yoga Flow: Hamstrings,Aditi Shah,20.0,Yoga Flow
Mon Jan  6 04:47:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Jan  5 08:47:00 2020,10 min Standing Yoga,Kristin McGee,10.0,Yoga Anywhere
Sun Jan  5 08:40:00 2020,5 min Basics: Warrior 2,Kristin McGee,5.0,Yoga Basics
Sun Jan  5 07:36:00 2020,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sun Jan  5 06:20:00 2020,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Jan  4 07:35:00 2020,45 min Morning Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Jan  4 06:18:00 2020,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Jan  3 05:32:00 2020,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Jan  3 04:49:00 2020,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Jan  2 16:19:00 2020,30 min Yoga Flow: Glutes,Aditi Shah,30.0,Yoga Flow
Thu Jan  2 15:31:00 2020,20 min Yoga Flow: Shoulders,Anna Greenberg,20.0,Yoga Flow
Thu Jan  2 14:49:00 2020,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Jan  2 05:31:00 2020,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Jan  2 04:49:00 2020,30 min Yoga Flow: Hips,Kristin McGee,30.0,Yoga Flow
Wed Jan  1 07:34:00 2020,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Dec 31 08:06:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Tue Dec 31 07:33:00 2019,20 min Morning Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Dec 30 14:48:00 2019,30 min Evening Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Dec 30 08:16:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Mon Dec 30 07:34:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Dec 29 07:32:00 2019,45 min Best of the Decade Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Dec 29 06:18:00 2019,45 min Best of the Decade Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Dec 28 07:33:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Dec 28 06:19:00 2019,45 min Best of the Decade Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Dec 27 13:24:00 2019,30 min Best of the Decade Yoga Flow,Kristin McGee,30.0,Yoga Flow
Fri Dec 27 08:16:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Dec 27 07:33:00 2019,30 min Best of the Decade Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Dec 26 16:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Dec 26 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Dec 26 14:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Dec 26 07:33:00 2019,30 min Morning Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Dec 24 04:50:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Dec 23 16:19:00 2019,30 min Yoga Flow: Quads,Ross Rayburn,30.0,Yoga Flow
Mon Dec 23 15:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Dec 23 14:47:00 2019,30 min Yoga Flow: Arms,Ross Rayburn,30.0,Yoga Flow
Mon Dec 23 05:31:00 2019,20 min Yoga Flow: Chest Openers,Aditi Shah,20.0,Yoga Flow
Mon Dec 23 04:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Dec 22 07:30:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Sun Dec 22 06:18:00 2019,45 min Morning Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat Dec 21 07:34:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Dec 21 06:19:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Dec 20 08:00:00 2019,30 min Holiday Yoga Flow,Aditi Shah,30.0,Yoga Flow
Fri Dec 20 05:32:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Fri Dec 20 04:47:00 2019,30 min Holiday Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Dec 19 16:18:00 2019,30 min Evening Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Dec 19 14:49:00 2019,30 min Yoga Flow: Hips,Anna Greenberg,30.0,Yoga Flow
Thu Dec 19 05:31:00 2019,20 min Yoga Flow: Hamstrings,Kristin McGee,20.0,Yoga Flow
Thu Dec 19 04:47:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Dec 18 16:19:00 2019,30 min Yoga Flow: Core,Anna Greenberg,30.0,Yoga Flow
Wed Dec 18 14:48:00 2019,60 min Yoga Flow,Aditi Shah,60.0,Yoga Flow
Wed Dec 18 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Dec 18 04:49:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Tue Dec 17 16:18:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Dec 17 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Dec 17 14:49:00 2019,30 min Yoga Flow: Twists,Denis Morton,30.0,Yoga Flow
Tue Dec 17 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Dec 17 04:49:00 2019,30 min Morning Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Dec 16 16:19:00 2019,30 min Yoga Flow: Lower Body,Kristin McGee,30.0,Yoga Flow
Mon Dec 16 15:31:00 2019,20 min Evening Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Mon Dec 16 14:47:00 2019,30 min Celine Dion Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Dec 16 05:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Dec 16 04:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Dec 15 07:33:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Dec 15 06:17:00 2019,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Sat Dec 14 07:34:00 2019,45 min Melissa Etheridge Flow,Kristin McGee,45.0,Yoga Flow
Fri Dec 13 07:58:00 2019,20 min Holiday Yoga Flow,Kristin McGee,20.0,Yoga Flow
Fri Dec 13 05:31:00 2019,20 min Yoga Flow: Hips,Ross Rayburn,20.0,Yoga Flow
Fri Dec 13 04:48:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Dec 12 04:47:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Wed Dec 11 16:20:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Wed Dec 11 14:48:00 2019,45 min Evening Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Dec 11 05:21:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Dec 11 04:48:00 2019,20 min Morning Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Dec 10 15:32:00 2019,20 min Power Yoga,Denis Morton,20.0,Power Yoga
Tue Dec 10 14:49:00 2019,30 min Yoga Flow: Chest Openers,Denis Morton,30.0,Yoga Flow
Tue Dec 10 08:00:00 2019,20 min Postnatal Yoga Flow,Kristin McGee,20.0,Pre & Postnatal Yoga
Tue Dec 10 08:00:00 2019,10 min Prenatal Restorative Yoga,Kristin McGee,10.0,Pre & Postnatal Yoga
Tue Dec 10 04:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Dec  9 16:18:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Dec  9 14:47:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Mon Dec  9 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Dec  9 04:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Dec  8 07:34:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Dec  8 06:20:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Dec  7 07:35:00 2019,60 min Yoga Flow,Ross Rayburn,60.0,Yoga Flow
Sat Dec  7 06:20:00 2019,45 min Power Yoga,Anna Greenberg,45.0,Power Yoga
Fri Dec  6 08:00:00 2019,20 min Holiday Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Fri Dec  6 05:31:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Dec  6 04:47:00 2019,30 min Yoga Flow: Shoulders,Ross Rayburn,30.0,Yoga Flow
Thu Dec  5 16:20:00 2019,30 min Restorative Yoga,Anna Greenberg,30.0,Restorative Yoga
Thu Dec  5 14:49:00 2019,60 min Yoga Flow,Anna Greenberg,60.0,Yoga Flow
Thu Dec  5 06:56:00 2019,10 min Desk Yoga ,Ross Rayburn,10.0,Yoga Anywhere
Thu Dec  5 05:32:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Dec  5 04:50:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Dec  4 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Wed Dec  4 14:48:00 2019,30 min Yoga Flow: Glutes,Anna Greenberg,30.0,Yoga Flow
Wed Dec  4 04:50:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Tue Dec  3 15:32:00 2019,20 min Yoga Flow: Arms,Denis Morton,20.0,Yoga Flow
Tue Dec  3 14:48:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Dec  3 05:31:00 2019,20 min Yoga Flow: Quads,Anna Greenberg,20.0,Yoga Flow
Tue Dec  3 04:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Dec  2 16:18:00 2019,30 min Evening Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Dec  2 14:49:00 2019,30 min Yoga Flow: Backbends,Kristin McGee,30.0,Yoga Flow
Mon Dec  2 04:49:00 2019,30 min Morning Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Dec  1 07:33:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Dec  1 06:20:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Nov 30 07:33:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Nov 30 06:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Nov 29 07:51:00 2019,5 min Standing Yoga,Ross Rayburn,5.0,Yoga Anywhere
Fri Nov 29 05:18:00 2019,75 min After Burn Power Yoga,Kristin McGee,75.0,Power Yoga
Thu Nov 28 08:45:00 2019,30 min Turkey Burn Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Nov 28 05:44:00 2019,30 min Turkey Burn Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Wed Nov 27 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Nov 26 15:32:00 2019,20 min Restorative Yoga,Denis Morton,20.0,Restorative Yoga
Tue Nov 26 14:50:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue Nov 26 08:09:00 2019,10 min Sun Salutations,Aditi Shah,10.0,Yoga Flow
Tue Nov 26 05:32:00 2019,20 min Yoga Flow: Hips,Anna Greenberg,20.0,Yoga Flow
Tue Nov 26 04:47:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Nov 25 16:18:00 2019,30 min Yoga Flow: Twists,Kristin McGee,30.0,Yoga Flow
Mon Nov 25 15:31:00 2019,20 min Yoga Flow: Chest Openers,Ross Rayburn,20.0,Yoga Flow
Mon Nov 25 14:48:00 2019,30 min Country Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Nov 25 04:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Nov 24 08:45:00 2019,5 min Basics: Half Frog,Kristin McGee,5.0,Yoga Basics
Sun Nov 24 07:35:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Nov 24 06:20:00 2019,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Sat Nov 23 07:34:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Nov 23 06:18:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Nov 22 06:54:00 2019,10 min Sun Salutations,Ross Rayburn,10.0,Yoga Flow
Fri Nov 22 05:32:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Fri Nov 22 04:47:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Nov 21 16:19:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Nov 21 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Nov 21 14:48:00 2019,30 min Coldplay Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Nov 21 04:47:00 2019,30 min Yoga Flow: Hips,Ross Rayburn,30.0,Yoga Flow
Wed Nov 20 15:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed Nov 20 14:49:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Nov 20 04:49:00 2019,60 min Yoga Flow,Anna Greenberg,60.0,Yoga Flow
Tue Nov 19 16:19:00 2019,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Tue Nov 19 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Nov 19 14:48:00 2019,30 min Yoga Flow: Core,Denis Morton,30.0,Yoga Flow
Tue Nov 19 06:16:00 2019,5 min Standing Yoga,Anna Greenberg,5.0,Yoga Anywhere
Tue Nov 19 05:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Nov 19 04:48:00 2019,30 min Yoga Flow: Shoulders,Anna Greenberg,30.0,Yoga Flow
Mon Nov 18 16:19:00 2019,30 min Rock Yoga Flow,Kristin McGee,30.0,Yoga Flow
Mon Nov 18 15:31:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Nov 18 14:47:00 2019,30 min Yoga Flow: Hamstrings,Anna Greenberg,30.0,Yoga Flow
Mon Nov 18 05:31:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Nov 18 04:48:00 2019,30 min Yoga Flow: Arms,Aditi Shah,30.0,Yoga Flow
Sun Nov 17 07:32:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sun Nov 17 06:18:00 2019,45 min Billy Joel Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Nov 16 06:17:00 2019,45 min Hip Hop Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Nov 15 05:31:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Fri Nov 15 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Thu Nov 14 16:19:00 2019,30 min Flow & Let Go,Aditi Shah,30.0,Yoga Flow
Thu Nov 14 14:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Nov 14 07:51:00 2019,10 min Power Yoga,Ross Rayburn,10.0,Power Yoga
Thu Nov 14 04:50:00 2019,30 min Power Yoga: Glutes,Kristin McGee,30.0,Power Yoga
Wed Nov 13 14:48:00 2019,30 min Pop Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Nov 13 05:31:00 2019,20 min Yoga Flow: Arms,Kristin McGee,20.0,Yoga Flow
Wed Nov 13 04:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Nov 12 16:18:00 2019,30 min Yoga Flow: Arms,Ross Rayburn,30.0,Yoga Flow
Tue Nov 12 15:32:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Nov 12 14:48:00 2019,30 min Yoga Flow: Twists,Denis Morton,30.0,Yoga Flow
