Original Air Date,Type,Instructor,Length
Thu Apr 25 05:32:00 2019,Bodyweight (Strength & toning),Chase Tucker,10.0
Wed Apr 24 14:52:00 2019,Core (Strength & Toning),Chase Tucker,20.0
Wed Apr 24 14:30:00 2019,Upper Body (strength & toning),Chase Tucker,20.0
Wed Apr 24 14:01:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Apr 24 05:35:00 2019,Upper Body (strength & toning),Andy Speer,10.0
Tue Apr 23 15:52:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Tue Apr 23 15:18:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Mon Apr 22 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Mon Apr 22 04:31:00 2019,Lower Body (Strength & Toning),Olivia Amato,10.0
Fri Apr 19 12:01:00 2019,Core (Strength & Toning),Cody Rigsby,5.0
Fri Apr 19 11:33:00 2019,Upper Body (strength & toning),Cody Rigsby,15.0
Fri Apr 19 04:31:00 2019,Bodyweight (Strength & toning),Selena Samuela,10.0
Wed Apr 17 05:22:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Wed Apr 17 04:48:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Tue Apr 16 14:20:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Tue Apr 16 08:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Apr 16 05:31:00 2019,Bodyweight (Strength & toning),Olivia Amato,10.0
Tue Apr 16 04:22:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Apr 15 08:02:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Sun Apr 14 06:55:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sun Apr 14 06:20:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Fri Apr 12 08:30:00 2019,Bodyweight (Strength & toning),Becs Gentry,20.0
Fri Apr 12 05:22:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,20.0
Thu Apr 11 05:32:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Wed Apr 10 14:18:00 2019,Upper Body (strength & toning),Chase Tucker,20.0
Wed Apr 10 08:47:00 2019,Full Body (Strength & Toning),Jess Sims,20.0
Wed Apr 10 05:22:00 2019,Bodyweight (Strength & toning),Andy Speer,20.0
Wed Apr 10 03:32:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Apr  9 15:02:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Mon May 20 10:58:00 2019,Core (Strength & Toning),Alex Toussaint,10.0
Mon May 20 10:36:00 2019,Upper Body (strength & toning),Alex Toussaint,15.0
Mon Apr  8 16:02:00 2019,Bodyweight (Strength & toning),Chase Tucker,10.0
Mon Apr  8 07:02:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Mon Apr  8 05:32:00 2019,Core (Strength & Toning),Jess Sims,10.0
Mon Apr  8 04:21:00 2019,Lower Body (Strength & Toning),Olivia Amato,20.0
Sat Apr  6 07:01:00 2019,Full Body (Strength & Toning),Robin Arzon,10.0
Fri Apr  5 04:32:00 2019,Upper Body (strength & toning),Andy Speer,10.0
Fri Apr  5 03:33:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Thu Apr  4 15:02:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Thu Apr  4 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Apr  4 05:32:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Thu Apr  4 03:35:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Wed Apr  3 16:01:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Tue Apr  2 12:00:00 2019,Upper Body (strength & toning),Ally Love,5.0
Tue Apr  2 11:52:00 2019,Core (Strength & Toning),Ally Love,5.0
Tue Apr  2 11:24:00 2019,Core (Strength & Toning),Ally Love,20.0
Tue Apr  2 09:55:00 2019,Full Body (Strength & Toning),Chase Tucker,20.0
Tue Apr  2 08:51:00 2019,Core (Strength & Toning),Andy Speer,20.0
Tue Apr  2 04:22:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Apr  1 14:52:00 2019,Core (Strength & Toning),Robin Arzon,20.0
Mon Apr  1 03:32:00 2019,Upper Body (strength & toning),Selena Samuela,10.0
Sun Mar 31 07:02:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Sat Mar 30 07:02:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Fri Mar 29 09:17:00 2019,Core (Strength & Toning),Matty Maggiacomo,15.0
Fri Mar 29 05:32:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Fri Mar 29 04:21:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Thu Mar 28 11:54:00 2019,Core (Strength & Toning),Hannah Corbin,10.0
Thu Mar 28 07:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu Mar 28 05:32:00 2019,Bodyweight (Strength & toning),Chase Tucker,10.0
Thu Mar 28 03:22:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,20.0
Wed Mar 27 05:32:00 2019,Full Body (Strength & Toning),Andy Speer,10.0
Tue Mar 26 06:36:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Mon Mar 25 05:32:00 2019,Lower Body (Strength & Toning),Jess Sims,10.0
Mon Mar 25 00:19:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sun Mar 24 07:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Fri Mar 22 12:02:00 2019,Upper Body (strength & toning),Cody Rigsby,5.0
Fri Mar 22 11:53:00 2019,Core (Strength & Toning),Cody Rigsby,5.0
Fri Mar 22 11:30:00 2019,Upper Body (strength & toning),Cody Rigsby,15.0
Fri Mar 22 05:22:00 2019,Core (Strength & Toning),Matty Maggiacomo,20.0
Thu Mar 21 11:39:00 2019,Core (Strength & Toning),Jess King,5.0
Thu Mar 21 04:21:00 2019,Core (Strength & Toning),Olivia Amato,20.0
Thu Mar 21 03:32:00 2019,Bodyweight (Strength & toning),Becs Gentry,10.0
Tue Mar 19 12:38:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Tue Mar 19 12:01:00 2019,Core (Strength & Toning),Emma Lovewell,15.0
Tue Mar 19 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Tue Mar 19 05:22:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Tue Mar 19 00:39:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Tue Mar 19 04:22:00 2019,Core (Strength & Toning),Jess Sims,20.0
Mon Mar 18 08:02:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Mar 18 04:31:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Mon Mar 18 03:31:00 2019,Full Body (Strength & Toning),Selena Samuela,10.0
Fri Mar 15 05:32:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Thu Mar 14 05:35:00 2019,Lower Body (Strength & Toning),Chase Tucker,10.0
Thu Mar 14 04:21:00 2019,Bodyweight (Strength & toning),Olivia Amato,20.0
Wed Mar 13 12:23:00 2019,Core (Strength & Toning),Matt Wilpers,10.0
Wed Mar 13 12:07:00 2019,Upper Body (strength & toning),Matt Wilpers,10.0
Wed Mar 13 05:32:00 2019,Upper Body (strength & toning),Andy Speer,10.0
Wed Mar 13 03:31:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Mon Mar 11 04:08:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Mar 11 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Mon Mar 11 04:31:00 2019,Lower Body (Strength & Toning),Olivia Amato,10.0
Thu Mar  7 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Wed Mar  6 06:54:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Tue Mar  5 03:56:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Mar  4 04:21:00 2019,Lower Body (Strength & Toning),Olivia Amato,20.0
Thu Feb 28 07:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu Feb 28 03:35:00 2019,Bodyweight (Strength & toning),Becs Gentry,10.0
Wed Feb 27 07:01:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Wed Feb 27 04:21:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Mon Feb 25 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Sun Feb 24 23:33:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sun Feb 24 07:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Sat Feb 23 07:02:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Tue Feb 19 04:32:00 2019,Bodyweight (Strength & toning),Jess Sims,10.0
Sun Feb 17 22:02:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Wed Feb 13 21:52:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Wed Feb 13 14:02:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Tue Feb 12 13:00:00 2019,Strength Skills,Rebecca Kennedy,5.0
Tue Feb 12 04:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Feb 11 14:02:00 2019,Upper Body (strength & toning),Jess King,10.0
Tue Feb  5 08:00:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Mon Feb  4 03:21:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Sun Feb  3 21:48:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sat Feb  2 07:01:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Fri Feb  1 04:25:00 2019,Core (Strength & Toning),Selena Samuela,20.0
Thu Jan 31 14:02:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu Jan 31 05:32:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Wed Jan 30 21:53:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Wed Jan 23 21:50:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Mon Jan 21 08:48:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Jan 21 05:32:00 2019,Core (Strength & Toning),Jess Sims,10.0
Sun Jan 20 07:02:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Fri Jan 18 05:32:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Mon Jan 14 14:02:00 2019,Upper Body (strength & toning),Jess King,10.0
Mon Jan 14 03:33:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sun Jan 13 07:02:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Fri Jan 11 05:32:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Jan 10 12:41:00 2019,Lower Body (Strength & Toning),Jess King,10.0
Thu Jan 10 12:21:00 2019,Upper Body (strength & toning),Jess King,10.0
Wed Jan  9 12:21:00 2019,Upper Body (strength & toning),Jenn Sherman,5.0
Wed Jan  9 12:00:00 2019,Core (Strength & Toning),Jenn Sherman,10.0
Tue Jan  8 07:01:00 2019,Upper Body (strength & toning),Jenn Sherman,10.0
Tue Jan  8 05:32:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Sun Jan  6 07:02:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Fri Jan  4 05:32:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,10.0
Thu Jan  3 12:15:00 2019,Core (Strength & Toning),Ally Love,5.0
Thu Jan  3 11:50:00 2019,Core (Strength & Toning),Ally Love,5.0
Thu Jan  3 06:25:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed Jan  2 14:01:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Jan  2 05:32:00 2019,Full Body (Strength & Toning),Andy Speer,10.0
Tue Jan  1 08:32:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Sun Dec 30 07:02:00 2018,Lower Body (Strength & Toning),Andy Speer,10.0
Thu Dec 27 07:02:00 2018,Full Body (Strength & Toning),Chase Tucker,10.0
Sat Dec 22 07:01:00 2018,Upper Body (strength & toning),Robin Arzon,10.0
Fri Dec 21 11:05:00 2018,Upper Body (strength & toning),Jennifer Jacobs,5.0
Thu Dec 20 07:02:00 2018,Upper Body (strength & toning),Christine D'Ercole,10.0
Fri Dec 14 10:40:00 2018,Upper Body (strength & toning),Emma Lovewell,5.0
Fri Dec 14 10:20:00 2018,Core (Strength & Toning),Emma Lovewell,10.0
Fri Dec 14 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Mon Dec 10 03:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Fri Dec  7 04:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Tue Dec  4 11:49:00 2018,Core (Strength & Toning),Christine D'Ercole,10.0
Tue Dec  4 03:35:00 2018,Full Body (Strength & Toning),Matt Wilpers,10.0
Fri Nov 30 05:31:00 2018,Full Body (Strength & Toning),Matty Maggiacomo,10.0
Thu Nov 29 10:10:00 2018,Upper Body (strength & toning),Hannah Corbin,10.0
Thu Nov 29 03:32:00 2018,Full Body (Strength & Toning),Becs Gentry,10.0
Wed Nov 28 04:31:00 2018,Lower Body (Strength & Toning),Selena Samuela,10.0
Tue Nov 27 05:32:00 2018,Bodyweight (Strength & toning),Olivia Amato,10.0
Mon Nov 26 05:32:00 2018,Bodyweight (Strength & toning),Jess Sims,10.0
Sun Nov 25 10:17:00 2018,Strength Skills,Rebecca Kennedy,5.0
Sun Nov 25 10:08:00 2018,Strength Skills,Rebecca Kennedy,5.0
Sun Nov 25 07:00:00 2018,Core (Strength & Toning),Selena Samuela,10.0
Thu Nov 22 03:08:00 2018,Upper Body (strength & toning),Ben Alldis,9.5
Tue Nov 20 14:02:00 2018,Upper Body (strength & toning),Denis Morton,10.0
Mon Nov 19 04:27:00 2018,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Nov 19 05:32:00 2018,Full Body (Strength & Toning),Jess Sims,10.0
Fri Nov 16 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Tue Nov 13 16:02:00 2018,Full Body (Strength & Toning),Becs Gentry,10.0
Mon Nov 12 14:15:00 2018,Upper Body (strength & toning),Cody Rigsby,5.0
Fri Nov  9 05:32:00 2018,Upper Body (strength & toning),Olivia Amato,10.0
Fri Nov  9 04:32:00 2018,Bodyweight (Strength & toning),Selena Samuela,10.0
Fri Nov  9 03:32:00 2018,Core (Strength & Toning),Becs Gentry,10.0
Thu Nov  8 12:11:00 2018,Upper Body (strength & toning),Denis Morton,10.0
Thu Nov  8 11:50:00 2018,Core (Strength & Toning),Denis Morton,10.0
Thu Nov  8 05:32:00 2018,Lower Body (Strength & Toning),Chase Tucker,10.0
Wed Nov  7 14:01:00 2018,Upper Body (strength & toning),Robin Arzon,10.0
Wed Nov  7 05:32:00 2018,Core (Strength & Toning),Selena Samuela,10.0
Tue Nov  6 14:02:00 2018,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Nov  6 03:32:00 2018,Full Body (Strength & Toning),Matt Wilpers,10.0
Fri Nov  2 08:01:00 2018,Upper Body (strength & toning),Emma Lovewell,10.0
Wed Oct 31 05:32:00 2018,Upper Body (strength & toning),Olivia Amato,10.0
Tue Oct 30 07:52:00 2018,Full Body (Strength & Toning),Olivia Amato,10.0
Mon Oct 29 14:22:00 2018,Core (Strength & Toning),Andy Speer,10.0
Mon Oct 29 11:11:00 2018,Core (Strength & Toning),Matt Wilpers,5.0
Mon Oct 29 08:01:00 2018,Upper Body (strength & toning),Ally Love,10.0
Sat Oct 27 07:02:00 2018,Lower Body (Strength & Toning),Chase Tucker,10.0
Fri Oct 26 10:20:00 2018,Core (Strength & Toning),Jess King,10.0
Thu Oct 25 17:02:00 2018,Full Body (Strength & Toning),Selena Samuela,10.0
Wed Oct 24 05:32:00 2018,Bodyweight (Strength & toning),Olivia Amato,10.0
Fri Oct 19 06:35:00 2018,Strength Skills,Rebecca Kennedy,5.0
Fri Oct 19 06:27:00 2018,Strength Skills,Rebecca Kennedy,5.0
Thu Oct 18 07:35:00 2018,Upper Body (strength & toning),Jennifer Jacobs,5.0
Tue Oct 16 06:57:00 2018,Core (Strength & Toning),Selena Samuela,10.0
Fri Oct 12 08:01:00 2018,Upper Body (strength & toning),Emma Lovewell,10.0
Fri Oct 12 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Oct 11 14:01:00 2018,Upper Body (strength & toning),Ally Love,10.0
Thu Oct 11 07:02:00 2018,Upper Body (strength & toning),Matt Wilpers,10.0
Wed Oct 10 05:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Tue Oct  9 05:32:00 2018,Upper Body (strength & toning),Selena Samuela,10.0
Fri Oct  5 09:56:00 2018,Core (Strength & Toning),Emma Lovewell,10.0
Fri Oct  5 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Wed Oct  3 08:02:00 2018,Upper Body (strength & toning),Jenn Sherman,10.0
Mon Oct  1 08:01:00 2018,Upper Body (strength & toning),Hannah Corbin,10.0
Thu Sep 27 14:02:00 2018,Upper Body (strength & toning),Jess King,10.0
Tue Sep 25 14:02:00 2018,Upper Body (strength & toning),Cody Rigsby,10.0
Mon Sep 24 14:01:00 2018,Upper Body (strength & toning),Alex Toussaint,10.0
Sat Sep 22 07:01:00 2018,Upper Body (strength & toning),Robin Arzon,10.0
Thu Sep 20 13:40:00 2018,Upper Body (strength & toning),Jenn Sherman,5.0
Thu Sep 20 13:19:00 2018,Core (Strength & Toning),Jenn Sherman,10.0
Thu Sep 20 07:02:00 2018,Upper Body (strength & toning),Christine D'Ercole,10.0
Wed Sep 19 17:02:00 2018,Bodyweight (Strength & toning),Chase Tucker,10.0
Tue Sep 18 07:02:00 2018,Upper Body (strength & toning),Jenn Sherman,10.0
Sat Sep 15 07:01:00 2018,Full Body (Strength & Toning),Robin Arzon,10.0
Fri Sep 14 08:00:00 2018,Upper Body (strength & toning),Robin Arzon,10.0
Thu Sep 13 14:02:00 2018,Upper Body (strength & toning),Jess King,10.0
Thu Sep 13 03:32:00 2018,Core (Strength & Toning),Becs Gentry,10.0
Tue Sep 11 09:10:00 2018,Upper Body (strength & toning),Denis Morton,10.0
Tue Sep 11 08:50:00 2018,Core (Strength & Toning),Denis Morton,10.0
Mon Sep 10 14:01:00 2018,Upper Body (strength & toning),Cody Rigsby,10.0
Mon Sep 10 05:32:00 2018,Bodyweight (Strength & toning),Chase Tucker,10.0
Fri Sep  7 06:58:00 2018,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Thu Sep  6 09:20:00 2018,Core (Strength & Toning),Hannah Corbin,5.0
Thu Sep  6 03:31:00 2018,Bodyweight (Strength & toning),Becs Gentry,10.0
Mon Sep  3 07:02:00 2018,Full Body (Strength & Toning),Selena Samuela,10.0
Thu Aug 30 07:02:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Wed Aug 29 14:22:00 2018,Lower Body (Strength & Toning),Selena Samuela,10.0
Tue Aug 28 12:06:00 2018,Upper Body (strength & toning),Ally Love,5.0
Tue Aug 28 11:50:00 2018,Core (Strength & Toning),Ally Love,5.0
Sun Aug 26 07:02:00 2018,Lower Body (Strength & Toning),Andy Speer,10.0
Thu Aug 23 08:02:00 2018,Upper Body (strength & toning),Jess King,10.0
Mon Aug 20 12:21:00 2018,Lower Body (Strength & Toning),Cody Rigsby,5.0
Mon Aug 20 11:51:00 2018,Upper Body (strength & toning),Cody Rigsby,5.0
Sat Aug 18 07:02:00 2018,Lower Body (Strength & Toning),Selena Samuela,10.0
Fri Aug 17 06:06:00 2018,Strength Skills,Rebecca Kennedy,5.0
Fri Aug 17 05:54:00 2018,Strength Skills,Rebecca Kennedy,5.0
Tue Aug 14 08:01:00 2018,Upper Body (strength & toning),Matt Wilpers,10.0
Tue Aug 14 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Fri Aug 10 11:03:00 2018,Bodyweight (Strength & toning),Olivia Amato,10.0
Wed Aug  8 17:02:00 2018,Upper Body (strength & toning),Chase Tucker,10.0
Mon Aug  6 05:32:00 2018,Core (Strength & Toning),Chase Tucker,10.0
Sat Aug  4 07:02:00 2018,Core (Strength & Toning),Becs Gentry,10.0
Tue Jul 31 05:32:00 2018,Upper Body (strength & toning),Selena Samuela,10.0
Thu Jul 26 08:02:00 2018,Upper Body (strength & toning),Hannah Corbin,10.0
Mon Jul 23 04:32:00 2018,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Thu Jul 19 07:20:00 2018,Core (Strength & Toning),Jess King,10.0
Thu Jul 19 04:32:00 2018,Upper Body (strength & toning),Olivia Amato,10.0
Wed Jul 18 17:02:00 2018,Upper Body (strength & toning),Andy Speer,10.0
Tue Jul 17 13:52:00 2018,Core (Strength & Toning),Rebecca Kennedy,10.0
Tue Jul 17 05:31:00 2018,Upper Body (strength & toning),Selena Samuela,10.0
Mon Jul 16 05:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Fri Jul 13 10:02:00 2018,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Tue Jul 10 08:02:00 2018,Upper Body (strength & toning),Ally Love,10.0
Tue Jul 10 05:31:00 2018,Upper Body (strength & toning),Selena Samuela,10.0
Thu Jul  5 07:02:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Tue Jul  3 14:26:00 2018,Strength Skills,Rebecca Kennedy,5.0
Tue Jul  3 14:18:00 2018,Strength Skills,Rebecca Kennedy,5.0
Tue Jul  3 14:09:00 2018,Strength Skills,Rebecca Kennedy,5.0
Thu Jun 28 12:00:00 2018,Core (Strength & Toning),Emma Lovewell,10.0
Wed Jun 27 17:02:00 2018,Upper Body (strength & toning),Andy Speer,10.0
Tue Jun 26 05:31:00 2018,Upper Body (strength & toning),Selena Samuela,10.0
Mon Jun 25 05:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Thu Jun 21 14:46:00 2018,Core (Strength & Toning),Robin Arzon,4.983333333333333
Thu Jun 21 14:26:00 2018,Core (Strength & Toning),Robin Arzon,10.0
Thu Jun 21 14:04:00 2018,Upper Body (strength & toning),Robin Arzon,10.0
Mon Jun 18 17:02:00 2018,Lower Body (Strength & Toning),Matty Maggiacomo,10.0
Mon Jun 18 05:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Fri Jun 15 04:31:00 2018,Upper Body (strength & toning),Olivia Amato,10.0
Thu Jun 14 11:50:00 2018,Bodyweight (Strength & toning),Denis Morton,10.0
Tue Jun 12 08:10:00 2018,Strength Skills,Rebecca Kennedy,5.0
Tue Jun 12 08:02:00 2018,Strength Skills,Rebecca Kennedy,5.0
Sat Jun  9 07:02:00 2018,Upper Body (strength & toning),Andy Speer,10.0
Fri Jun  8 05:33:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Fri Jun  8 04:32:00 2018,Core (Strength & Toning),Olivia Amato,10.0
Thu Jun  7 08:02:00 2018,Upper Body (strength & toning),Hannah Corbin,10.0
Tue Jun  5 08:03:00 2018,Upper Body (strength & toning),Denis Morton,10.0
Mon Jun  4 05:32:00 2018,Upper Body (strength & toning),Matty Maggiacomo,10.0
Fri Jun  1 05:32:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Mon May 28 05:32:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Thu May 24 12:11:00 2018,Lower Body (Strength & Toning),Cody Rigsby,5.0
Thu May 24 11:56:00 2018,Core (Strength & Toning),Cody Rigsby,10.0
Thu May 24 05:32:00 2018,Lower Body (Strength & Toning),Olivia Amato,10.0
Mon May 21 05:32:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Fri May 18 05:33:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed May 16 11:56:00 2018,Core (Strength & Toning),Alex Toussaint,5.0
Wed May 16 11:37:00 2018,Upper Body (strength & toning),Alex Toussaint,10.0
Tue May 15 08:02:00 2018,Upper Body (strength & toning),Matt Wilpers,10.0
Tue May 15 05:32:00 2018,Upper Body (strength & toning),Andy Speer,10.0
Mon May 14 05:32:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Thu May 10 08:01:00 2018,Upper Body (strength & toning),Hannah Corbin,10.0
Thu May 10 05:32:00 2018,Lower Body (Strength & Toning),Olivia Amato,10.0
Wed May  9 11:38:00 2018,Upper Body (strength & toning),Christine D'Ercole,5.0
Wed May  9 05:35:00 2018,Upper Body (strength & toning),Rebecca Kennedy,10.0
Mon May  7 05:32:00 2018,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed May  2 08:02:00 2018,Upper Body (strength & toning),Jenn Sherman,10.0
Thu Apr 19 11:56:00 2018,Upper Body (strength & toning),Jess King,5.0
Wed Apr 18 08:01:00 2018,Upper Body (strength & toning),Jenn Sherman,10.0
Mon Apr 16 08:02:00 2018,Upper Body (strength & toning),Cody Rigsby,9.983333333333333
Thu Apr 12 11:39:00 2018,Core (Strength & Toning),Hannah Corbin,10.0
Thu Apr 12 08:01:00 2018,Upper Body (strength & toning),Hannah Corbin,9.983333333333333
Wed Apr 11 08:01:00 2018,Upper Body (strength & toning),Emma Lovewell,9.983333333333333
Sun Mar 18 11:51:00 2018,Core (Strength & Toning),Denis Morton,5.0
Sun Mar 18 11:21:00 2018,Bodyweight (Strength & toning),Denis Morton,10.0
Sun Mar 11 11:37:00 2018,Lower Body (Strength & Toning),Ally Love,5.0
Wed Feb 28 08:01:00 2018,Upper Body (strength & toning),Denis Morton,9.983333333333333
Sun Feb 18 11:52:00 2018,Core (Strength & Toning),Christine D'Ercole,5.0
Sun Feb 18 11:41:00 2018,Core (Strength & Toning),Christine D'Ercole,5.0
Sun Feb 18 11:22:00 2018,Upper Body (strength & toning),Christine D'Ercole,10.0
Sun Feb 11 11:40:00 2018,Core (Strength & Toning),Hannah Corbin,5.0
Sun Jan 28 12:11:00 2018,Lower Body (Strength & Toning),Jess King,5.0
Sun Jan 21 11:51:00 2018,Upper Body (strength & toning),Alex Toussaint,10.0
Sun Jan  7 11:51:00 2018,Upper Body (strength & toning),Denis Morton,10.0
Sun Dec 17 12:11:00 2017,Upper Body (strength & toning),Robin Arzon,5.0
Sun Dec 17 11:20:00 2017,Upper Body (strength & toning),Robin Arzon,20.0
Sun Nov 19 11:51:00 2017,Upper Body (strength & toning),Hannah Corbin,10.0
Sun Nov 19 11:19:00 2017,Core (Strength & Toning),Hannah Corbin,20.0
Sun Nov  5 11:51:00 2017,Upper Body (strength & toning),Jess King,10.0
Sun Oct 29 11:19:00 2017,Lower Body (Strength & Toning),Christine D'Ercole,20.0
Sun Oct 22 11:51:00 2017,Upper Body (strength & toning),Denis Morton,10.0
Sun Oct 15 11:51:00 2017,Upper Body (strength & toning),Emma Lovewell,10.0
Sun Oct  1 11:52:00 2017,Upper Body (strength & toning),Robin Arzon,10.0
Sun Sep 24 11:51:00 2017,Upper Body (strength & toning),Ally Love,10.0
Sun Sep 17 11:54:00 2017,Upper Body (strength & toning),Matt Wilpers,10.0
Thu Mar 17 11:00:00 2016,Upper Body (strength & toning),Christine D'Ercole,10.0
Tue Feb  9 11:03:00 2016,Upper Body (strength & toning),Robin Arzon,10.0
Thu Aug 17 08:00:00 2017,Upper Body (strength & toning),Cody Rigsby,5.033333333333333
Fri Nov  4 10:00:00 2016,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu Aug 17 08:00:00 2017,Upper Body (strength & toning),Matt Wilpers,10.0
Mon Aug  1 11:00:00 2016,Full Body (Strength & Toning),Christine D'Ercole,5.0
