Original Air Date,Type,Instructor,Length
Sun Dec 22 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sun Dec 22 06:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Sun Dec 22 06:18:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,20.0
Sat Dec 21 06:55:00 2019,Upper Body (strength & toning),Chase Tucker,20.0
Sat Dec 21 06:17:00 2019,Lower Body (Strength & Toning),Chase Tucker,20.0
Sat Dec 21 05:30:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Sat Dec 21 05:00:00 2019,Upper Body (strength & toning),Tunde Oyeneyin,10.0
Fri Dec 20 06:21:00 2019,Full Body (Strength & Toning),Andy Speer,20.0
Fri Dec 20 05:51:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Fri Dec 20 05:32:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Fri Dec 20 05:00:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Fri Dec 20 03:32:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Thu Dec 19 11:30:00 2019,Core (Strength & Toning),Alex Toussaint,15.0
Thu Dec 19 06:59:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed Dec 18 16:17:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Wed Dec 18 16:02:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed Dec 18 05:22:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Wed Dec 18 03:31:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Dec 17 22:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Tue Dec 17 17:17:00 2019,Bodyweight (Strength & toning),Becs Gentry,10.0
Tue Dec 17 05:22:00 2019,Lower Body (Strength & Toning),Jess Sims,20.0
Tue Dec 17 04:49:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Dec 16 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Dec 16 16:00:00 2019,Upper Body (strength & toning),Matt Wilpers,10.0
Mon Dec 16 04:00:00 2019,Upper Body (strength & toning),Ally Love,5.0
Mon Dec 16 03:47:00 2019,Upper Body (strength & toning),Sam Yo,10.0
Sun Dec 15 12:45:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Sun Dec 15 06:42:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Sun Dec 15 06:19:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Sat Dec 14 06:52:00 2019,Upper Body (strength & toning),Chase Tucker,20.0
Fri Dec 13 06:49:00 2019,Core (Strength & Toning),Becs Gentry,15.0
Fri Dec 13 06:20:00 2019,Core (Strength & Toning),Andy Speer,20.0
Fri Dec 13 05:47:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Fri Dec 13 03:33:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Thu Dec 12 13:11:00 2019,Core (Strength & Toning),Alex Toussaint,5.0
Thu Dec 12 06:19:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Thu Dec 12 05:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Thu Dec 12 04:47:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,20.0
Thu Dec 12 04:12:00 2019,Full Body (Strength & Toning),Jess Sims,30.0
Thu Dec 12 03:22:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Wed Dec 11 23:32:00 2019,Upper Body (strength & toning),Hannah Frankson,10.0
Wed Dec 11 17:17:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Wed Dec 11 16:02:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,10.0
Wed Dec 11 13:38:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Dec 11 12:09:00 2019,Upper Body (strength & toning),Jess King,10.0
Wed Dec 11 11:58:00 2019,Core (Strength & Toning),Denis Morton,10.0
Wed Dec 11 04:12:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 16:52:00 2019,Core (Strength & Toning),Becs Gentry,20.0
Tue Dec 10 16:19:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Tue Dec 10 15:51:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Tue Dec 10 10:30:00 2019,Full Body (Strength & Toning),Andy Speer,5.0
Tue Dec 10 10:20:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 10:10:00 2019,Lower Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 10:00:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Tue Dec 10 09:50:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 09:40:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 09:30:00 2019,Lower Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 09:20:00 2019,Upper Body (strength & toning),Andy Speer,29.75
Tue Dec 10 09:10:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 09:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 08:50:00 2019,Lower Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 08:40:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Tue Dec 10 08:30:00 2019,Full Body (Strength & Toning),Andy Speer,5.0
Tue Dec 10 08:20:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Dec 10 08:10:00 2019,Lower Body (Strength & Toning),Andy Speer,29.866666666666667
Tue Dec 10 08:00:00 2019,Upper Body (strength & toning),Andy Speer,30.333333333333332
Tue Dec 10 06:32:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Tue Dec 10 05:22:00 2019,Full Body (Strength & Toning),Olivia Amato,20.0
Mon Dec  9 15:01:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Mon Dec  9 12:35:00 2019,Upper Body (strength & toning),Jenn Sherman,10.0
Sun Dec  8 22:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sun Dec  8 06:52:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sat Dec  7 10:00:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,10.0
Sat Dec  7 07:02:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Sat Dec  7 06:02:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Fri Dec  6 05:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu Dec  5 05:22:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,20.0
Wed Dec  4 23:32:00 2019,Upper Body (strength & toning),Hannah Frankson,10.0
Wed Dec  4 11:56:00 2019,Full Body (Strength & Toning),Jess King,20.0
Wed Dec  4 05:22:00 2019,Core (Strength & Toning),Andy Speer,20.0
Wed Dec  4 04:00:00 2019,Upper Body (strength & toning),Kendall Toole,10.0
Tue Dec  3 22:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Tue Dec  3 05:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Mon Dec  2 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Dec  2 14:51:00 2019,Bodyweight (Strength & toning),Robin Arzon,20.0
Mon Dec  2 03:32:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Sun Dec  1 22:32:00 2019,Upper Body (strength & toning),Sam Yo,10.0
Sat Nov 30 06:51:00 2019,Upper Body (strength & toning),Olivia Amato,20.0
Sat Nov 30 05:30:00 2019,Core (Strength & Toning),Ally Love,5.0
Wed Nov 27 05:21:00 2019,Core (Strength & Toning),Andy Speer,20.0
Wed Nov 27 05:00:00 2019,Core (Strength & Toning),Alex Toussaint,10.0
Tue Nov 26 14:52:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Tue Nov 26 14:19:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Tue Nov 26 05:31:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Mon Nov 25 15:52:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Mon Nov 25 15:01:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Mon Nov 25 08:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Mon Nov 25 04:49:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Nov 25 04:00:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Sun Nov 24 11:16:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Sun Nov 24 10:24:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Sat Nov 23 07:01:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Sat Nov 23 05:30:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Fri Nov 22 06:00:00 2019,Bodyweight (Strength & toning),Robin Arzon,10.0
Fri Nov 22 03:32:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Thu Nov 21 16:02:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Thu Nov 21 13:48:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Thu Nov 21 12:18:00 2019,Lower Body (Strength & Toning),Chase Tucker,15.0
Thu Nov 21 05:22:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,20.0
Thu Nov 21 03:33:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Wed Nov 20 16:18:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Wed Nov 20 06:18:00 2019,Bodyweight (Strength & toning),Jess Sims,15.0
Wed Nov 20 05:22:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Tue Nov 19 04:22:00 2019,Bodyweight (Strength & toning),Jess Sims,20.0
Tue Nov 19 03:48:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Nov 18 11:00:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Mon Nov 18 04:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Mon Nov 18 04:00:00 2019,Core (Strength & Toning),Ally Love,5.0
Sat Nov 16 10:06:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Sat Nov 16 09:52:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Sat Nov 16 06:52:00 2019,Full Body (Strength & Toning),Chase Tucker,20.0
Sat Nov 16 06:18:00 2019,Lower Body (Strength & Toning),Chase Tucker,20.0
Sat Nov 16 05:30:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Fri Nov 15 06:31:00 2019,Full Body (Strength & Toning),Andy Speer,20.0
Fri Nov 15 03:22:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Thu Nov 14 13:19:00 2019,Core (Strength & Toning),Olivia Amato,20.0
Thu Nov 14 05:21:00 2019,Core (Strength & Toning),Matty Maggiacomo,20.0
Thu Nov 14 04:48:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,20.0
Thu Nov 14 03:51:00 2019,Upper Body (strength & toning),Hannah Frankson,10.0
Wed Nov 13 17:17:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Wed Nov 13 13:42:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Nov 13 05:22:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Wed Nov 13 03:35:00 2019,Lower Body (Strength & Toning),Jess Sims,10.0
Wed Nov 13 02:49:00 2019,Core (Strength & Toning),Jess Sims,30.0
Tue Nov 12 05:32:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Mon Nov 11 05:33:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Nov 11 03:32:00 2019,Bodyweight (Strength & toning),Selena Samuela,10.0
Sun Nov 10 23:32:00 2019,Upper Body (strength & toning),Sam Yo,10.0
Sun Nov 10 22:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sat Nov  9 05:30:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Fri Nov  8 11:00:00 2019,Full Body (Strength & Toning),Olivia Amato,10.0
Fri Nov  8 05:32:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,10.0
Fri Nov  8 03:32:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Thu Nov  7 23:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Thu Nov  7 05:21:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Wed Nov  6 17:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Wed Nov  6 16:21:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Wed Nov  6 05:22:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Tue Nov  5 08:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Tue Nov  5 04:22:00 2019,Full Body (Strength & Toning),Jess Sims,20.0
Mon Nov  4 14:51:00 2019,Full Body (Strength & Toning),Robin Arzon,20.0
Mon Nov  4 13:10:00 2019,Upper Body (strength & toning),Rebecca Kennedy,15.0
Mon Nov  4 05:30:00 2019,Core (Strength & Toning),Ally Love,5.0
Mon Nov  4 04:21:00 2019,Full Body (Strength & Toning),Olivia Amato,20.0
Mon Nov  4 03:32:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Sun Nov  3 06:02:00 2019,Core (Strength & Toning),Andy Speer,10.0
Sun Nov  3 01:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sat Nov  2 05:45:00 2019,Upper Body (strength & toning),Ally Love,5.0
Sat Nov  2 05:30:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Fri Nov  1 05:31:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,10.0
Fri Nov  1 04:21:00 2019,Full Body (Strength & Toning),Selena Samuela,20.0
Fri Nov  1 02:49:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Fri Nov  1 03:00:00 2019,Upper Body (strength & toning),Tunde Oyeneyin,10.0
Thu Oct 31 17:00:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Thu Oct 31 17:00:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Thu Oct 31 12:13:00 2019,Bodyweight (Strength & toning),Chase Tucker,15.0
Thu Oct 31 11:31:00 2019,Core (Strength & Toning),Alex Toussaint,10.0
Thu Oct 31 04:32:00 2019,Full Body (Strength & Toning),Jess Sims,10.0
Wed Oct 30 04:22:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,20.0
Wed Oct 30 03:48:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Tue Oct 29 18:00:00 2019,Upper Body (strength & toning),Tunde Oyeneyin,10.0
Tue Oct 29 17:00:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Tue Oct 29 15:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Tue Oct 29 13:23:00 2019,Core (Strength & Toning),Chase Tucker,15.0
Tue Oct 29 13:03:00 2019,Lower Body (Strength & Toning),Chase Tucker,15.0
Tue Oct 29 11:47:00 2019,Upper Body (strength & toning),Kendall Toole,10.0
Tue Oct 29 05:21:00 2019,Upper Body (strength & toning),Olivia Amato,20.0
Tue Oct 29 03:47:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Oct 28 23:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Oct 28 17:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Mon Oct 28 15:01:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Mon Oct 28 08:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Sun Oct 27 06:20:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Sun Oct 27 03:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sat Oct 26 07:02:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Fri Oct 25 05:31:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Fri Oct 25 04:35:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Thu Oct 24 10:45:00 2019,Core (Strength & Toning),Christine D'Ercole,10.0
Thu Oct 24 08:35:00 2019,Core (Strength & Toning),Alex Toussaint,5.0
Thu Oct 24 05:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Thu Oct 24 03:32:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Wed Oct 23 17:17:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Wed Oct 23 10:43:00 2019,Full Body (Strength & Toning),Jess Sims,15.0
Wed Oct 23 10:18:00 2019,Bodyweight (Strength & toning),Jess Sims,15.0
Wed Oct 23 05:25:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Tue Oct 22 14:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Tue Oct 22 08:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Tue Oct 22 05:21:00 2019,Core (Strength & Toning),Olivia Amato,20.0
Tue Oct 22 04:32:00 2019,Lower Body (Strength & Toning),Jess Sims,10.0
Tue Oct 22 03:48:00 2019,Upper Body (strength & toning),Jess Sims,30.0
Mon Oct 21 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Oct 21 15:02:00 2019,Full Body (Strength & Toning),Robin Arzon,10.0
Mon Oct 21 11:28:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Mon Oct 21 03:22:00 2019,Core (Strength & Toning),Selena Samuela,20.0
Sun Oct 20 06:52:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Sun Oct 20 06:19:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sun Oct 20 05:00:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Sun Oct 20 02:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sat Oct 19 06:52:00 2019,Core (Strength & Toning),Chase Tucker,20.0
Fri Oct 18 03:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu Oct 17 05:32:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Wed Oct 16 17:17:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Wed Oct 16 12:21:00 2019,Lower Body (Strength & Toning),Jess King,10.0
Wed Oct 16 12:03:00 2019,Core (Strength & Toning),Jess King,10.0
Wed Oct 16 05:32:00 2019,Core (Strength & Toning),Andy Speer,10.0
Wed Oct 16 03:32:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Oct 15 14:19:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Tue Oct 15 05:00:00 2019,Full Body (Strength & Toning),Hannah Corbin,20.0
Mon Oct 14 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Mon Oct 14 02:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Sun Oct 13 07:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Sun Oct 13 02:31:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sat Oct 12 09:00:00 2019,Core (Strength & Toning),Hannah Corbin,5.0
Sat Oct 12 08:32:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Fri Oct 11 05:32:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Fri Oct 11 05:00:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Fri Oct 11 03:22:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Fri Oct 11 02:49:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Thu Oct 10 07:00:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Thu Oct 10 05:22:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,20.0
Thu Oct 10 04:22:00 2019,Core (Strength & Toning),Jess Sims,20.0
Wed Oct  9 17:02:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,20.0
Wed Oct  9 04:22:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Tue Oct  8 14:52:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Tue Oct  8 07:00:00 2019,Core (Strength & Toning),Chase Tucker,15.0
Tue Oct  8 07:00:00 2019,Bodyweight (Strength & toning),Chase Tucker,15.0
Tue Oct  8 04:22:00 2019,Lower Body (Strength & Toning),Jess Sims,20.0
Mon Oct  7 17:01:00 2019,Bodyweight (Strength & toning),Selena Samuela,20.0
Mon Oct  7 03:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Mon Oct  7 02:49:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Sun Oct  6 06:52:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Sun Oct  6 06:18:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sun Oct  6 02:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Fri Oct  4 03:35:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu Oct  3 23:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Thu Oct  3 12:48:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Wed Oct  2 16:20:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Tue Oct  1 13:07:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Tue Oct  1 05:21:00 2019,Bodyweight (Strength & toning),Olivia Amato,20.0
Tue Oct  1 03:49:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Sep 30 17:16:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Mon Sep 30 14:52:00 2019,Lower Body (Strength & Toning),Robin Arzon,20.0
Mon Sep 30 05:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Sep 30 04:48:00 2019,Bodyweight (Strength & toning),Jess Sims,30.0
Sun Sep 29 06:52:00 2019,Full Body (Strength & Toning),Chase Tucker,20.0
Sun Sep 29 06:18:00 2019,Upper Body (strength & toning),Chase Tucker,20.0
Fri Sep 27 05:21:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,20.0
Fri Sep 27 05:00:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Fri Sep 27 03:33:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Thu Sep 26 13:19:00 2019,Bodyweight (Strength & toning),Olivia Amato,20.0
Thu Sep 26 10:59:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Wed Sep 25 17:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Wed Sep 25 16:03:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed Sep 25 13:12:00 2019,Upper Body (strength & toning),Jess King,10.0
Tue Sep 24 14:18:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Tue Sep 24 10:39:00 2019,Upper Body (strength & toning),Emma Lovewell,5.0
Tue Sep 24 08:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Tue Sep 24 04:22:00 2019,Lower Body (Strength & Toning),Jess Sims,20.0
Tue Sep 24 03:48:00 2019,Core (Strength & Toning),Jess Sims,20.0
Mon Sep 23 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Sep 23 17:02:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,20.0
Mon Sep 23 15:01:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Mon Sep 23 06:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,15.0
Sun Sep 22 22:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sun Sep 22 06:51:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sun Sep 22 05:30:00 2019,Lower Body (Strength & Toning),Cody Rigsby,5.0
Sat Sep 21 06:52:00 2019,Full Body (Strength & Toning),Chase Tucker,20.0
Thu Sep 19 17:02:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Thu Sep 19 16:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu Sep 19 15:18:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Thu Sep 19 11:02:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Thu Sep 19 05:35:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Sep 19 02:48:00 2019,Upper Body (strength & toning),Chase Tucker,30.0
Wed Sep 18 17:17:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Wed Sep 18 05:32:00 2019,Core (Strength & Toning),Andy Speer,10.0
Tue Sep 17 23:17:00 2019,Upper Body (strength & toning),Ben Alldis,4.983333333333333
Tue Sep 17 16:18:00 2019,Core (Strength & Toning),Rebecca Kennedy,30.0
Tue Sep 17 04:22:00 2019,Bodyweight (Strength & toning),Jess Sims,20.0
Mon Sep 16 16:02:00 2019,Bodyweight (Strength & toning),Chase Tucker,10.0
Mon Sep 16 05:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Sep 16 04:49:00 2019,Lower Body (Strength & Toning),Jess Sims,30.0
Mon Sep 16 03:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sun Sep 15 05:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Mon Sep 30 12:11:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Sat Sep 14 07:02:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Fri Sep 13 03:32:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Thu Sep 12 10:31:00 2019,Core (Strength & Toning),Robin Arzon,20.0
Thu Sep 12 05:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Thu Sep 12 04:48:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,20.0
Thu Sep 12 03:22:00 2019,Core (Strength & Toning),Chase Tucker,20.0
Wed Sep 11 17:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Wed Sep 11 11:58:00 2019,Bodyweight (Strength & toning),Jess King,10.0
Wed Sep 11 11:51:00 2019,Core (Strength & Toning),Jess King,5.0
Wed Sep 11 03:31:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Sep 10 16:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Tue Sep 10 16:20:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Tue Sep 10 04:00:00 2019,Upper Body (strength & toning),Kendall Toole,10.0
Tue Sep 10 03:00:00 2019,Upper Body (strength & toning),Tunde Oyeneyin,10.0
Mon Sep  9 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Sep  9 04:49:00 2019,Full Body (Strength & Toning),Jess Sims,30.0
Mon Sep  9 03:32:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Sun Sep  8 06:52:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sun Sep  8 06:20:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sat Sep  7 07:02:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Sat Sep  7 05:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Fri Sep  6 05:30:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Fri Sep  6 03:22:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,20.0
Thu Sep  5 16:52:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Thu Sep  5 14:51:00 2019,Upper Body (strength & toning),Olivia Amato,20.0
Thu Sep  5 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Sep  5 07:08:00 2019,Bodyweight (Strength & toning),Hannah Corbin,10.0
Thu Sep  5 06:50:00 2019,Core (Strength & Toning),Hannah Corbin,5.0
Wed Sep  4 17:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Wed Sep  4 15:01:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
