Original Air Date,Type,Instructor,Length
Fri Mar  8 08:54:00 2019,Upper Body Stretch,Becs Gentry,5.0
Fri Mar  8 08:01:00 2019,Pre & Post-Run Stretch,Becs Gentry,10.0
Tue Mar  5 06:27:00 2019,Upper Body Stretch,Andy Speer,10.0
Sat Mar  2 11:12:00 2019,Pre & Post-Ride Stretch,Ally Love,4.983333333333333
Fri Mar  1 12:08:00 2019,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Fri Mar  1 11:54:00 2019,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Thu Feb 28 06:39:00 2019,Upper Body Stretch,Matty Maggiacomo,5.0
Thu Feb 28 06:32:00 2019,Lower Body Stretch,Matty Maggiacomo,5.0
Wed Feb 27 06:29:00 2019,Lower Body Stretch,Selena Samuela,5.0
Tue Feb 26 11:47:00 2019,Pre & Post-Ride Stretch,Robin Arzon,5.0
Mon Feb 25 07:26:00 2019,Full Body Stretch,Becs Gentry,5.0
Mon Feb 25 07:25:00 2019,Lower Body Stretch,Becs Gentry,5.0
Sun Feb 24 10:13:00 2019,Pre & Post-Run Stretch,Selena Samuela,10.0
Fri Feb 22 07:31:00 2019,Upper Body Stretch,Olivia Amato,5.0
Thu Feb 21 11:30:00 2019,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Wed Feb 20 11:50:00 2019,Lower Body Stretch,Jess Sims,5.0
Wed Feb 20 11:29:00 2019,Pre & Post-Ride Stretch,Alex Toussaint,5.0
Tue Feb 19 22:15:00 2019,Pre & Post-Ride Stretch,Leanne Hainsby,4.983333333333333
Sun Feb 17 22:06:00 2019,Pre & Post-Ride Stretch,Ben Alldis,4.983333333333333
Fri Feb 15 11:26:00 2019,Pre & Post-Ride Stretch,Denis Morton,5.0
Sun Feb 10 10:01:00 2019,Full Body Stretch,Selena Samuela,10.0
Sat Feb  9 10:05:00 2019,Full Body Stretch,Chase Tucker,10.0
Thu Feb  7 12:10:00 2019,Pre & Post-Ride Stretch,Cody Rigsby,5.0
Tue Feb  5 16:13:00 2019,Pre & Post-Ride Stretch,Leanne Hainsby,5.166666666666667
Tue Feb  5 11:33:00 2019,Pre & Post-Ride Stretch,Jess King,5.0
Tue Feb  5 08:00:00 2019,Pre & Post-Ride Stretch,Olivia Amato,5.0
Mon Feb  4 07:36:00 2019,Lower Body Stretch,Becs Gentry,5.0
Mon Feb  4 07:25:00 2019,Upper Body Stretch,Becs Gentry,10.0
Sun Feb  3 22:39:00 2019,Pre & Post-Ride Stretch,Ben Alldis,4.983333333333333
Sun Feb  3 10:05:00 2019,Upper Body Stretch,Selena Samuela,10.0
Sat Feb  2 09:50:00 2019,Lower Body Stretch,Chase Tucker,5.0
Fri Feb  1 09:37:00 2019,Lower Body Stretch,Becs Gentry,5.0
Wed Jan 30 06:33:00 2019,Upper Body Stretch,Jess Sims,5.0
Wed Jan 30 06:20:00 2019,Full Body Stretch,Jess Sims,10.0
Tue Jan 29 21:13:00 2019,Pre & Post-Ride Stretch,Leanne Hainsby,5.2
Mon Jan 28 22:32:00 2019,Pre & Post-Ride Stretch,Ben Alldis,5.033333333333333
Sat Jan 26 11:54:00 2019,Upper Body Stretch,Olivia Amato,5.0
Fri Jan 25 11:36:00 2019,Pre & Post-Ride Stretch,Jennifer Jacobs,5.0
Tue Jan 22 21:13:00 2019,Pre & Post-Ride Stretch,Leanne Hainsby,4.983333333333333
Tue Jan 22 03:04:00 2019,Pre & Post-Ride Stretch,Ben Alldis,5.0
Tue Jan 22 06:29:00 2019,Upper Body Stretch,Chase Tucker,5.0
Mon Jan 21 13:10:00 2019,Pre & Post-Run Stretch,Robin Arzon,5.0
Mon Jan 21 12:56:00 2019,Pre & Post-Run Stretch,Robin Arzon,5.083333333333333
Sat Jan 19 12:09:00 2019,Upper Body Stretch,Olivia Amato,5.0
Sat Jan 19 11:55:00 2019,Full Body Stretch,Olivia Amato,10.0
Sat Jan 19 10:25:00 2019,Pre & Post-Run Stretch,Chase Tucker,5.0
Fri Jan 18 11:13:00 2019,Pre & Post-Run Stretch,Becs Gentry,10.0
Fri Jan 18 09:37:00 2019,Pre & Post-Run Stretch,Matt Wilpers,5.0
Fri Jan 18 09:28:00 2019,Pre & Post-Run Stretch,Matt Wilpers,5.0
Wed Jan 16 00:08:00 2019,Pre & Post-Ride Stretch,Leanne Hainsby,5.383333333333334
Mon Jan 14 11:23:00 2019,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Mon Jan 14 06:44:00 2019,Pre & Post-Run Stretch,Becs Gentry,5.0
Sat Jan 12 10:55:00 2019,Lower Body Stretch,Chase Tucker,5.0
Wed Jan  9 12:35:00 2019,Lower Body Stretch,Jenn Sherman,5.0
Sun Jan  6 15:00:00 2019,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Fri Jan  4 06:31:00 2019,Upper Body Stretch,Andy Speer,5.0
Thu Jan  3 13:10:00 2019,Pre & Post-Run Stretch,Jess Sims,5.0
Thu Jan  3 13:00:00 2019,Pre & Post-Run Stretch,Jess Sims,5.0
Tue Jan  1 09:58:00 2019,Pre & Post-Run Stretch,Andy Speer,5.0
Tue Jan  1 09:20:00 2019,Pre & Post-Run Stretch,Andy Speer,5.0
Mon Dec 31 12:15:00 2018,Lower Body Stretch,Chase Tucker,5.0
Mon Dec 31 10:00:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Mon Dec 31 09:26:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Sun Dec 30 10:07:00 2018,Full Body Stretch,Selena Samuela,5.0
Thu Dec 27 09:49:00 2018,Lower Body Stretch,Selena Samuela,10.0
Tue Dec 25 11:53:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Sun Dec 23 09:27:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,10.0
Thu Dec 20 11:20:00 2018,Pre & Post-Ride Stretch,Ally Love,5.0
Wed Dec 19 12:43:00 2018,Pre & Post-Ride Stretch,Hannah Corbin,4.983333333333333
Wed Dec 19 11:58:00 2018,Pre & Post-Ride Stretch,Alex Toussaint,4.983333333333333
Wed Dec 19 07:36:00 2018,Lower Body Stretch,Selena Samuela,5.0
Sat Dec 15 10:00:00 2018,Upper Body Stretch,Matty Maggiacomo,10.0
Mon Dec 10 11:44:00 2018,Pre & Post-Ride Stretch,Cody Rigsby,5.0
Sun Dec  9 09:59:00 2018,Upper Body Stretch,Rebecca Kennedy,10.0
Sat Dec  8 10:04:00 2018,Full Body Stretch,Matty Maggiacomo,5.0
Wed Dec  5 12:45:00 2018,Stretch,Hannah Corbin,5.0
Tue Dec  4 12:20:00 2018,Lower Body Stretch,Christine D'Ercole,5.0
Sat Dec  1 11:02:00 2018,Lower Body Stretch,Jess Sims,5.0
Fri Nov 30 12:05:00 2018,Pre & Post-Ride Stretch,Denis Morton,4.016666666666667
Fri Nov 30 07:57:00 2018,Lower Body Stretch,Andy Speer,5.0
Fri Nov 30 06:00:00 2018,Pre & Post-Run Stretch,Olivia Amato,5.0
Thu Nov 29 10:30:00 2018,Full Body Stretch,Hannah Corbin,10.0
Tue Nov 27 06:32:00 2018,Full Body Stretch,Rebecca Kennedy,5.0
Mon Nov 26 14:32:00 2018,Lower Body Stretch,Becs Gentry,5.0
Mon Nov 26 06:56:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Wed Nov 21 07:47:00 2018,Full Body Stretch,Selena Samuela,5.0
Tue Nov 20 06:47:00 2018,Full Body Stretch,Chase Tucker,5.0
Thu Nov 15 08:11:00 2018,Pre & Post-Run Stretch,Becs Gentry,5.0
Thu Nov 15 07:25:00 2018,Pre & Post-Run Stretch,Becs Gentry,5.0
Thu Nov 15 06:28:00 2018,Pre & Post-Run Stretch,Olivia Amato,10.0
Tue Nov 13 11:17:00 2018,Pre & Post-Run Stretch,Chase Tucker,5.0
Fri Nov  9 11:56:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Thu Nov  8 12:30:00 2018,Lower Body Stretch,Denis Morton,10.0
Tue Nov  6 11:28:00 2018,Pre & Post-Ride Stretch,Ally Love,5.3
Thu Nov  1 08:20:00 2018,Pre & Post-Run Stretch,Olivia Amato,10.0
Thu Nov  1 08:07:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Wed Oct 31 12:51:00 2018,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Wed Oct 31 12:02:00 2018,Lower Body Stretch,Selena Samuela,5.0
Tue Oct 30 12:17:00 2018,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Mon Oct 29 11:57:00 2018,Pre & Post-Ride Stretch,Jess King,5.0
Mon Oct 29 11:20:00 2018,Lower Body Stretch,Matt Wilpers,5.0
Sun Oct 28 10:10:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,5.0
Sun Oct 28 10:03:00 2018,Upper Body Stretch,Rebecca Kennedy,5.0
Fri Oct 26 12:43:00 2018,Pre & Post-Ride Stretch,Cody Rigsby,5.0
Fri Oct 26 04:49:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,10.0
Wed Oct 24 13:48:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Sat Oct 20 10:58:00 2018,Upper Body Stretch,Selena Samuela,5.0
Sat Oct 20 09:58:00 2018,Pre & Post-Run Stretch,Chase Tucker,5.0
Sat Oct 20 09:10:00 2018,Pre & Post-Run Stretch,Chase Tucker,5.0
Thu Oct 18 06:22:00 2018,Upper Body Stretch,Matty Maggiacomo,5.0
Tue Oct 16 08:15:00 2018,Lower Body Stretch,Olivia Amato,5.0
Tue Oct 16 08:06:00 2018,Full Body Stretch,Olivia Amato,5.0
Mon Oct 15 12:29:00 2018,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Mon Oct 15 08:32:00 2018,Pre & Post-Run Stretch,Becs Gentry,5.0
Mon Oct 15 06:26:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Thu Oct 11 13:50:00 2018,Pre & Post-Run Stretch,Olivia Amato,5.0
Thu Oct 11 07:16:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Thu Oct 11 02:50:00 2018,Pre & Post-Run Stretch,Becs Gentry,10.0
Tue Oct  9 14:30:00 2018,Upper Body Stretch,Matty Maggiacomo,5.0
Mon Oct  8 11:45:00 2018,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Mon Oct  8 06:57:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Sat Oct  6 09:21:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Thu Oct  4 13:40:00 2018,Pre & Post-Run Stretch,Matt Wilpers,5.0
Fri Sep 21 06:56:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,10.0
Fri Sep 21 05:32:00 2018,Lower Body Stretch,Matty Maggiacomo,10.0
Thu Sep 20 06:32:00 2018,Lower Body Stretch,Matty Maggiacomo,10.0
Tue Sep 18 05:35:00 2018,Upper Body Stretch,Matty Maggiacomo,10.0
Thu Sep 13 11:44:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Wed Sep 12 11:33:00 2018,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Mon Sep 10 14:46:00 2018,Upper Body Stretch,Becs Gentry,10.0
Mon Sep 10 14:32:00 2018,Pre & Post-Run Stretch,Becs Gentry,10.0
Sat Sep  8 10:02:00 2018,Upper Body Stretch,Andy Speer,10.0
Fri Sep  7 05:32:00 2018,Lower Body Stretch,Matty Maggiacomo,10.0
Thu Sep  6 11:43:00 2018,Lower Body Stretch,Matt Wilpers,10.0
Thu Sep  6 11:36:00 2018,Pre & Post-Run Stretch,Matt Wilpers,5.0
Thu Sep  6 09:55:00 2018,Upper Body Stretch,Hannah Corbin,10.0
Thu Sep  6 09:36:00 2018,Lower Body Stretch,Hannah Corbin,10.0
Thu Sep  6 06:32:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,10.0
Tue Sep  4 14:55:00 2018,Full Body Stretch,Matty Maggiacomo,10.0
Tue Sep  4 14:06:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Tue Sep  4 05:32:00 2018,Full Body Stretch,Selena Samuela,10.0
Mon Sep  3 11:53:00 2018,Pre & Post-Run Stretch,Andy Speer,10.0
Mon Sep  3 11:40:00 2018,Upper Body Stretch,Andy Speer,10.0
Mon Sep  3 10:36:00 2018,Lower Body Stretch,Becs Gentry,10.0
Sun Sep  2 09:25:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,5.0
Mon Aug 27 06:53:00 2018,Lower Body Stretch,Becs Gentry,10.0
Fri Aug 24 08:02:00 2018,Upper Body Stretch,Andy Speer,10.0
Fri Aug 24 06:57:00 2018,Full Body Stretch,Rebecca Kennedy,10.0
Thu Aug 23 11:37:00 2018,Pre & Post-Ride Stretch,Ally Love,5.0
Wed Aug 22 13:52:00 2018,Full Body Stretch,Selena Samuela,10.0
Wed Aug 22 11:47:00 2018,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Tue Aug 21 12:16:00 2018,Pre & Post-Ride Stretch,Denis Morton,5.0
Mon Aug 20 12:15:00 2018,Pre & Post-Ride Stretch,Alex Toussaint,5.0
Thu Aug 16 12:30:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Fri Aug 10 10:02:00 2018,Full Body Stretch,Andy Speer,10.0
Thu Aug  9 14:05:00 2018,Lower Body Stretch,Olivia Amato,10.0
Wed Aug  8 14:52:00 2018,Lower Body Stretch,Selena Samuela,10.0
Mon Aug  6 09:25:00 2018,Lower Body Stretch,Matt Wilpers,10.0
Fri Aug  3 06:35:00 2018,Pre & Post-Run Stretch,Becs Gentry,5.0
Tue Jul 31 13:21:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,5.0
Tue Jul 31 12:10:00 2018,Lower Body Stretch,Christine D'Ercole,10.0
Tue Jul 31 08:02:00 2018,Pre & Post-Run Stretch,Andy Speer,5.0
Mon Jul 30 12:26:00 2018,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Sun Jul 29 10:09:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Fri Jul 27 12:22:00 2018,Pre & Post-Ride Stretch,Denis Morton,5.016666666666667
Mon Jul 23 11:56:00 2018,Pre & Post-Ride Stretch,Jess King,5.0
Fri Jul 20 06:30:00 2018,Pre & Post-Run Stretch,Chase Tucker,5.0
Thu Jul 19 11:12:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Thu Jul 19 08:01:00 2018,Full Body Stretch,Jess King,10.0
Tue Jul 17 14:19:00 2018,Pre & Post-Run Stretch,Andy Speer,5.0
Tue Jul 17 06:50:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Sat Jul 14 07:37:00 2018,Pre & Post-Run Stretch,Andy Speer,5.0
Tue Jul  3 10:07:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Thu Jun 28 12:20:00 2018,Full Body Stretch,Emma Lovewell,5.0
Thu Jun 28 12:04:00 2018,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Wed Jun 27 07:03:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Wed Jun 27 06:15:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Thu Jun 21 07:31:00 2018,Lower Body Stretch,Andy Speer,5.0
Wed Jun 20 09:54:00 2018,Pre & Post-Run Stretch,Becs Gentry,5.0
Wed Jun 20 07:50:00 2018,Pre & Post-Run Stretch,Andy Speer,5.0
Mon Jun 18 14:40:00 2018,Lower Body Stretch,Matty Maggiacomo,5.0
Thu Jun 14 12:30:00 2018,Full Body Stretch,Denis Morton,5.0
Wed Jun 13 13:28:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Wed Jun 13 06:52:00 2018,Pre & Post-Run Stretch,Andy Speer,5.0
Tue Jun 12 11:32:00 2018,Pre & Post-Run Stretch,Chase Tucker,5.0
Tue Jun 12 09:31:00 2018,Pre & Post-Run Stretch,Selena Samuela,5.0
Mon Jun 11 07:01:00 2018,Pre & Post-Run Stretch,Robin Arzon,5.0
Thu Jun  7 12:33:00 2018,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Wed Jun  6 12:52:00 2018,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Tue Jun  5 12:01:00 2018,Pre & Post-Ride Stretch,Alex Toussaint,5.0
Mon Jun  4 11:48:00 2018,Pre & Post-Ride Stretch,Jess King,5.0
Thu May 31 12:02:00 2018,Full Body Stretch,Ally Love,5.0
Tue May 29 12:27:00 2018,Pre & Post-Ride Stretch,Ally Love,5.0
Mon May 14 12:01:00 2018,Pre & Post-Ride Stretch,Denis Morton,5.0
Thu May 10 12:19:00 2018,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Tue May  8 08:01:00 2018,Pre & Post-Run Stretch,Rebecca Kennedy,5.0
Mon May  7 12:48:00 2018,Pre & Post-Ride Stretch,Jess King,5.0
Thu Apr 19 12:06:00 2018,Lower Body Stretch,Jess King,10.0
Wed Apr 18 12:28:00 2018,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Thu Apr 12 11:55:00 2018,Full Body Stretch,Hannah Corbin,10.0
Thu Apr  5 16:48:00 2018,Pre & Post-Run Stretch,Matty Maggiacomo,5.0
Thu Apr  5 12:11:00 2018,Full Body Stretch,Emma Lovewell,5.0
Wed Mar 14 11:55:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Mon Mar 12 12:15:00 2018,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Tue Mar  6 12:10:00 2018,Pre & Post-Ride Stretch,Alex Toussaint,5.0
Mon Mar  5 12:00:00 2018,Pre & Post-Ride Stretch,Jess King,5.0
Sun Mar  4 11:50:00 2018,Full Body Stretch,Alex Toussaint,5.0
Wed Feb 28 12:30:00 2018,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Wed Feb 28 11:53:00 2018,Pre & Post-Ride Stretch,Denis Morton,5.0
Tue Feb 27 12:46:00 2018,Pre & Post-Ride Stretch,Cody Rigsby,5.0
Tue Feb 27 11:56:00 2018,Pre & Post-Ride Stretch,Robin Arzon,5.0
Sun Feb 25 11:51:00 2018,Full Body Stretch,Cody Rigsby,5.0
Thu Feb 15 12:04:00 2018,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Tue Feb 13 11:56:00 2018,Pre & Post-Ride Stretch,Ally Love,5.0
Sun Feb 11 11:51:00 2018,Lower Body Stretch,Hannah Corbin,5.0
Thu Feb  8 12:01:00 2018,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Wed Feb  7 12:22:00 2018,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Wed Jan 31 12:32:00 2018,Pre & Post-Ride Stretch,Denis Morton,5.0
Sun Jan 21 12:11:00 2018,Full Body Stretch,Alex Toussaint,5.0
Wed Dec 13 12:44:00 2017,Pre & Post-Ride Stretch,Robin Arzon,5.0
Sun Dec 10 11:51:00 2017,Full Body Stretch,Ally Love,10.0
Mon Dec  4 12:29:00 2017,Pre & Post-Ride Stretch,Jess King,5.0
Thu Nov 30 12:49:00 2017,Pre & Post-Ride Stretch,Jess King,5.0
Tue Nov 28 12:27:00 2017,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Sun Nov 26 12:10:00 2017,Full Body Stretch,Cody Rigsby,5.0
Tue Nov 21 12:33:00 2017,Pre & Post-Ride Stretch,Alex Toussaint,5.0
Sun Nov 19 12:10:00 2017,Full Body Stretch,Hannah Corbin,5.0
Tue Nov 14 12:30:00 2017,Pre & Post-Ride Stretch,Christine D'Ercole,5.0
Thu Nov  2 12:59:00 2017,Pre & Post-Ride Stretch,Emma Lovewell,5.0
Wed Nov  1 12:57:00 2017,Pre & Post-Ride Stretch,Hannah Corbin,5.0
Sun Oct 29 12:11:00 2017,Full Body Stretch,Christine D'Ercole,5.0
Sun Oct 22 12:10:00 2017,Full Body Stretch,Denis Morton,5.0
Sun Oct 15 12:10:00 2017,Full Body Stretch,Emma Lovewell,5.0
Sun Oct  8 12:10:00 2017,Full Body Stretch,Cody Rigsby,5.0
Sun Oct  1 12:10:00 2017,Full Body Stretch,Robin Arzon,5.0
Sun Sep 24 12:12:00 2017,Pre & Post-Ride Stretch,Ally Love,5.0
Thu May 12 12:30:00 2016,Full Body Stretch,Cody Rigsby,10.0
Tue Feb 16 11:46:00 2016,Full Body Stretch,Hannah Corbin,9.066666666666666
Tue Feb 16 11:13:00 2016,Full Body Stretch,Hannah Corbin,15.0
Tue Jan 19 12:20:00 2016,Full Body Stretch,Robin Arzon,10.0
Fri Jan  8 12:03:00 2016,Full Body Stretch,Hannah Corbin,10.0
Fri Dec 18 11:45:00 2015,Full Body Stretch,Jess King,10.0
Wed Dec 16 11:55:00 2015,Full Body Stretch,Cody Rigsby,10.0
Thu Jul 20 08:00:00 2017,Pre & Post-Ride Stretch,Cody Rigsby,5.133333333333334
Mon Aug  1 11:00:00 2016,Full Body Stretch,Cody Rigsby,10.0
Thu Feb 16 08:00:00 2017,Full Body Stretch,Robin Arzon,4.883333333333334
Fri Jul  1 11:00:00 2016,Full Body Stretch,Alex Toussaint,10.0
Thu Apr 20 08:00:00 2017,Lower Body Stretch,Matt Wilpers,10.75
Thu Jan 19 08:00:00 2017,Full Body Stretch,Hannah Corbin,10.366666666666667
Thu Jan 19 08:00:00 2017,Lower Body Stretch,Matt Wilpers,4.8
Fri Jul  1 11:00:00 2016,Lower Body Stretch,Jess King,10.0
Thu Aug 17 08:00:00 2017,Full Body Stretch,Ally Love,5.333333333333333
Thu Aug 17 08:00:00 2017,Lower Body Stretch,Jess King,5.1
Fri Jul  1 11:00:00 2016,Lower Body Stretch,Cody Rigsby,10.0
Thu Aug 17 08:00:00 2017,Pre & Post-Ride Stretch,Robin Arzon,4.55
Wed Feb 17 12:00:00 2016,Lower Body Stretch,Jess King,15.0
Thu Apr 20 08:00:00 2017,Pre & Post-Ride Stretch,Hannah Corbin,4.916666666666667
Mon Aug  1 11:00:00 2016,Full Body Stretch,Jess King,5.0
Thu Jul 20 08:00:00 2017,Full Body Stretch,Hannah Corbin,4.933333333333334
Fri Jul  1 11:00:00 2016,Lower Body Stretch,Alex Toussaint,5.0
Thu Apr 20 08:00:00 2017,Pre & Post-Ride Stretch,Robin Arzon,4.833333333333333
Tue May 23 08:00:00 2017,Full Body Stretch,Christine D'Ercole,11.516666666666667
Thu Jul 20 08:00:00 2017,Lower Body Stretch,Alex Toussaint,9.633333333333333
Thu Aug 17 08:00:00 2017,Pre & Post-Ride Stretch,Matt Wilpers,5.0
Tue May 23 08:00:00 2017,Lower Body Stretch,Hannah Corbin,10.366666666666667
Wed Mar 27 11:00:00 2019,Lower Body Stretch,Selena Samuela,10.0
Thu Jun 15 08:00:00 2017,Lower Body Stretch,Jess King,10.0
Mon Aug  1 11:00:00 2016,Full Body Stretch,Christine D'Ercole,9.5
Mon Aug  1 11:00:00 2016,Full Body Stretch,Alex Toussaint,5.0
Thu Jan 19 08:00:00 2017,Pre & Post-Ride Stretch,Robin Arzon,4.833333333333333
Wed Nov 29 13:00:00 2017,Pre & Post-Ride Stretch,Ally Love,5.0
Thu Jan  7 11:00:00 2016,Full Body Stretch,Jess King,10.0
Thu Jul 20 08:00:00 2017,Pre & Post-Ride Stretch,Matt Wilpers,5.25
