Original Air Date,Title,Instructor,Length,Type
Tue Jun 25 13:19:00 2019,20 min Pop Ride,Olivia Amato,20.0,Theme
Tue Jun 25 10:20:00 2019,30 min Groove Ride,Emma Lovewell,30.0,Groove
Tue Jun 25 09:17:00 2019,30 min Intervals & Arms Ride,Jess King,30.0,Intervals
Tue Jun 25 08:18:00 2019,30 min Motown Ride,Alex Toussaint,30.0,Theme
Tue Jun 25 07:19:00 2019,30 min Pop Ride,Cody Rigsby,30.0,Theme
Tue Jun 25 06:51:00 2019,20 min Hip Hop Ride,Jenn Sherman,20.0,Theme
Tue Jun 25 06:19:00 2019,20 min Y2K Pop Ride,Jenn Sherman,20.0,Theme
Tue Jun 25 04:50:00 2019,45 min 70s Rock Ride,Jenn Sherman,45.0,Theme
Tue Jun 25 03:49:00 2019,45 min Intervals & Arms Ride,Alex Toussaint,45.0,Intervals
Mon Jun 24 23:08:00 2019,15 min Climb Ride,Ben Alldis,15.0,Climb
Mon Jun 24 22:22:00 2019,20 min Punk Rock Ride,Leanne Hainsby,20.0,Theme
Mon Jun 24 21:50:00 2019,20 min Tabata Ride,Leanne Hainsby,20.0,Intervals
Mon Jun 24 17:19:00 2019,45 min Pop Ride,Alex Toussaint,45.0,Theme
Mon Jun 24 15:19:00 2019,45 min Hip Hop Ride,Alex Toussaint,45.0,Theme
Mon Jun 24 14:19:00 2019,45 min Intervals & Arms Ride,Denis Morton,45.0,Intervals
Mon Jun 24 13:51:00 2019,20 min Low Impact Ride,Jess King,20.0,Low Impact
Mon Jun 24 13:19:00 2019,20 min Pop Ride,Jess King,20.0,Theme
Mon Jun 24 12:00:00 2019,15 min HIIT Ride,Jess King,15.0,Intervals
Mon Jun 24 11:28:00 2019,10 min Low Impact Ride,Jess King,10.0,Low Impact
Mon Jun 24 11:02:00 2019,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Mon Jun 24 10:20:00 2019,30 min Pride Ride,Leanne Hainsby,30.0,Theme
Mon Jun 24 09:17:00 2019,30 min Sweat Steady Ride,Jess King,30.0,Theme
Mon Jun 24 08:32:00 2019,5 min Cool Down Ride,Leanne Hainsby,4.983333333333333,Low Impact
Mon Jun 24 08:19:00 2019,30 min Low Impact Ride,Christine D'Ercole,30.0,Low Impact
Mon Jun 24 07:19:00 2019,30 min Rock Ride,Emma Lovewell,30.0,Theme
Mon Jun 24 06:19:00 2019,20 min Pop Ride,Denis Morton,20.0,Theme
Mon Jun 24 04:50:00 2019,45 min 90s Ride,Emma Lovewell,45.0,Theme
Mon Jun 24 03:49:00 2019,45 min Crank It Up Ride,Christine D'Ercole,45.0,Theme
Sun Jun 23 22:22:00 2019,20 min 70s Ride,Ben Alldis,20.0,Theme
Sun Jun 23 14:50:00 2019,45 min Live DJ Ride,Emma Lovewell,45.0,Live DJ
Sun Jun 23 12:19:00 2019,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Sun Jun 23 11:34:00 2019,30 min Get Lifted Ride,Ally Love,30.0,Theme
Sun Jun 23 09:34:00 2019,45 min Feel Good Ride,Ally Love,45.0,Theme
Sun Jun 23 06:47:00 2019,60 min Rock Ride,Jenn Sherman,60.0,Theme
Sun Jun 23 05:49:00 2019,45 min Pop Ride,Jenn Sherman,45.0,Theme
Sun Jun 23 04:48:00 2019,45 min Low Impact Ride,Matt Wilpers,45.0,Low Impact
Sat Jun 22 13:47:00 2019,45 min Club Bangers Ride,Alex Toussaint,45.0,Theme
Sat Jun 22 12:18:00 2019,30 min Hip Hop Ride,Hannah Corbin,30.0,Theme
Sat Jun 22 11:34:00 2019,30 min Hip Hop Ride,Alex Toussaint,30.0,Theme
Sat Jun 22 09:37:00 2019,60 min Power Zone Endurance Ride,Matt Wilpers,60.0,Power Zone
Sat Jun 22 08:34:00 2019,45 min Sweat Steady Ride,Jess King,45.0,Theme
Sat Jun 22 06:50:00 2019,60 min HRZ Endurance Ride,Christine D'Ercole,60.0,Heart Rate Zone
Sat Jun 22 05:50:00 2019,45 min EDM/Electronic Dance Ride,Olivia Amato,45.0,Theme
Sat Jun 22 04:49:00 2019,45 min Rock Ride,Christine D'Ercole,45.0,Theme
Fri Jun 21 15:49:00 2019,45 min Y2K Ride,Denis Morton,45.0,Theme
Fri Jun 21 14:35:00 2019,45 min Live DJ Ride,Robin Arzon,45.0,Live DJ
Fri Jun 21 10:19:00 2019,30 min Intervals & Arms Ride,Robin Arzon,30.0,Intervals
Fri Jun 21 09:19:00 2019,30 min Pop Ride,Cody Rigsby,30.0,Theme
Fri Jun 21 08:19:00 2019,30 min HIIT Ride,Hannah Corbin,30.0,Intervals
Fri Jun 21 07:52:00 2019,20 min Tabata Ride,Matt Wilpers,20.0,Intervals
Fri Jun 21 04:49:00 2019,45 min 80s Ride,Jennifer Jacobs,45.0,Theme
Fri Jun 21 03:49:00 2019,45 min Pop Ride,Emma Lovewell,45.0,Theme
Fri Jun 21 02:49:00 2019,45 min 70s Pop Ride,Ally Love,45.0,Theme
Fri Jun 21 00:31:00 2019,10 min Cool Down Ride,Ben Alldis,10.0,Low Impact
Thu Jun 20 23:22:00 2019,20 min 90s Ride,Leanne Hainsby,20.0,Theme
Thu Jun 20 22:49:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Thu Jun 20 15:20:00 2019,45 min 80s Ride,Cody Rigsby,45.0,Theme
Thu Jun 20 14:18:00 2019,45 min Epic Sing Along Ride,Jenn Sherman,45.0,Theme
Thu Jun 20 14:02:00 2019,10 min Cool Down Ride,Alex Toussaint,10.0,Low Impact
Thu Jun 20 13:18:00 2019,30 min Tabata Ride,Alex Toussaint,30.0,Intervals
Thu Jun 20 09:18:00 2019,30 min Pop Ride,Ally Love,30.0,Theme
Thu Jun 20 08:19:00 2019,30 min Power Zone Ride,Matt Wilpers,30.0,Power Zone
Thu Jun 20 07:52:00 2019,20 min New Tracks Ride,Ally Love,20.0,Theme
Thu Jun 20 07:19:00 2019,20 min HIIT Ride,Ally Love,20.0,Intervals
Thu Jun 20 06:19:00 2019,30 min Intervals & Arms Ride,Christine D'Ercole,30.0,Intervals
Thu Jun 20 04:50:00 2019,45 min Power Zone Endurance Ride,Denis Morton,45.0,Power Zone
Thu Jun 20 03:49:00 2019,45 min 90s Ride,Hannah Corbin,45.0,Theme
Thu Jun 20 02:48:00 2019,45 min Power Zone Ride,Matt Wilpers,45.0,Power Zone
Thu Jun 20 00:32:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Wed Jun 19 23:51:00 2019,30 min Intervals & Arms Ride,Leanne Hainsby,30.0,Intervals
Wed Jun 19 23:31:00 2019,10 min Low Impact Ride,Ben Alldis,10.0,Low Impact
Wed Jun 19 16:18:00 2019,45 min Pop Ride,Cody Rigsby,45.0,Theme
Wed Jun 19 15:18:00 2019,45 min Intervals & Arms Ride,Emma Lovewell,45.0,Intervals
Wed Jun 19 14:18:00 2019,45 min 80s Rock Ride,Christine D'Ercole,45.0,Theme
Wed Jun 19 13:18:00 2019,30 min Pop Ride,Robin Arzon,30.0,Theme
Wed Jun 19 10:18:00 2019,30 min HIIT Ride,Emma Lovewell,30.0,Intervals
Wed Jun 19 09:18:00 2019,30 min Hip Hop Ride,Robin Arzon,30.0,Theme
Wed Jun 19 08:20:00 2019,30 min HIIT Ride,Christine D'Ercole,30.0,Intervals
Wed Jun 19 07:52:00 2019,20 min Pop Ride,Jenn Sherman,20.0,Theme
Wed Jun 19 07:19:00 2019,20 min 90s Ride,Jenn Sherman,20.0,Theme
Wed Jun 19 04:50:00 2019,45 min Y2K Ride,Alex Toussaint,45.0,Theme
Wed Jun 19 03:49:00 2019,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Wed Jun 19 03:00:00 2019,45 min Y2K Ride,Olivia Amato,45.0,Theme
Wed Jun 19 00:56:00 2019,45 min Rock Ride,Leanne Hainsby,45.0,Theme
Tue Jun 18 17:19:00 2019,45 min Classic Rock Ride,Denis Morton,45.0,Theme
Tue Jun 18 16:19:00 2019,45 min HRZ Max Capacity Ride,Christine D'Ercole,45.0,Heart Rate Zone
Tue Jun 18 15:18:00 2019,45 min Classic Rock Ride,Emma Lovewell,45.0,Theme
Tue Jun 18 14:20:00 2019,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Tue Jun 18 14:01:00 2019,10 min Cool Down Ride,Olivia Amato,10.0,Low Impact
Tue Jun 18 13:19:00 2019,30 min Pride Ride,Olivia Amato,30.0,Theme
Tue Jun 18 10:20:00 2019,30 min R&B Ride,Ben Alldis,30.0,Theme
Tue Jun 18 09:19:00 2019,30 min Y2K Pop Ride,Cody Rigsby,30.0,Theme
Tue Jun 18 08:18:00 2019,30 min Hip Hop Ride,Ally Love,30.0,Theme
Tue Jun 18 08:22:00 2019,10 min Warm Up Ride,Ben Alldis,10.0,Low Impact
Tue Jun 18 07:55:00 2019,20 min Beginner Ride,Ben Alldis,20.0,Beginner
Tue Jun 18 07:51:00 2019,20 min Low Impact Ride,Cody Rigsby,20.0,Low Impact
Tue Jun 18 07:18:00 2019,20 min HIIT Ride,Cody Rigsby,20.0,Intervals
Tue Jun 18 06:19:00 2019,30 min Low Impact Ride,Jenn Sherman,30.0,Low Impact
Tue Jun 18 04:48:00 2019,45 min 60s Rock Ride,Jenn Sherman,45.0,Theme
Tue Jun 18 02:47:00 2019,45 min Tabata Ride,Ally Love,45.0,Intervals
Tue Jun 18 02:22:00 2019,20 min British Pop Ride,Leanne Hainsby,20.0,Theme
Mon Jun 17 22:22:00 2019,20 min British Rock Ride,Leanne Hainsby,20.0,Theme
Mon Jun 17 21:51:00 2019,20 min Tabata Ride,Leanne Hainsby,20.0,Intervals
Mon Jun 17 15:20:00 2019,45 min New Wave Ride,Christine D'Ercole,45.0,Theme
Mon Jun 17 14:19:00 2019,45 min 80s Ride,Denis Morton,45.0,Theme
Mon Jun 17 13:19:00 2019,45 min Pro Cyclist Ride,Christian Vande Velde,45.0,Pro Cyclist
Mon Jun 17 11:02:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Mon Jun 17 10:20:00 2019,30 min Hip Hop Ride,Leanne Hainsby,30.0,Theme
Mon Jun 17 09:19:00 2019,30 min Advanced Beginner Ride,Jenn Sherman,30.0,Beginner
Mon Jun 17 08:19:00 2019,30 min 70s Rock Ride,Christine D'Ercole,30.0,Theme
Mon Jun 17 07:55:00 2019,10 min Warm Up Ride,Leanne Hainsby,10.0,Low Impact
Mon Jun 17 07:19:00 2019,45 min Pro Cyclist Ride,Christian Vande Velde,45.0,Pro Cyclist
Mon Jun 17 07:02:00 2019,10 min Cool Down Ride,Denis Morton,10.0,Low Impact
Mon Jun 17 06:19:00 2019,30 min Intervals & Arms Ride,Denis Morton,30.0,Intervals
Mon Jun 17 06:00:00 2019,30 min 90s Pop Ride,Cody Rigsby,30.0,Theme
Mon Jun 17 04:49:00 2019,45 min 80s Pop Ride,Hannah Corbin,45.0,Theme
Mon Jun 17 03:49:00 2019,45 min Crank It Up Ride,Christine D'Ercole,45.0,Theme
Mon Jun 17 02:48:00 2019,45 min Low Impact Ride,Hannah Corbin,45.0,Low Impact
Sun Jun 16 22:22:00 2019,20 min Pop Ride,Ben Alldis,20.0,Theme
Sun Jun 16 21:50:00 2019,20 min HIIT Ride,Ben Alldis,20.0,Intervals
Sun Jun 16 13:48:00 2019,45 min Hip Hop Ride,Hannah Corbin,45.0,Theme
Sun Jun 16 11:33:00 2019,30 min Get Lifted Ride,Ally Love,30.0,Theme
Sun Jun 16 06:47:00 2019,60 min Epic Sing Along Ride,Jenn Sherman,60.0,Theme
Sun Jun 16 05:49:00 2019,45 min Low Impact Ride,Jenn Sherman,45.0,Low Impact
Sat Jun 15 21:00:00 2019,45 min Country Ride,Matt Wilpers,45.0,Theme
Sat Jun 15 12:20:00 2019,30 min Intervals & Arms Ride,Hannah Corbin,30.0,Intervals
Sat Jun 15 11:35:00 2019,30 min Pride Ride,Matt Wilpers,30.0,Theme
Sat Jun 15 09:34:00 2019,60 min Power Zone Ride,Matt Wilpers,60.0,Power Zone
Sat Jun 15 08:32:00 2019,45 min 80s Ride,Robin Arzon,45.0,Theme
Sat Jun 15 06:48:00 2019,60 min Country Ride,Ally Love,60.0,Theme
Sat Jun 15 05:50:00 2019,45 min Intervals & Arms Ride,Olivia Amato,45.0,Intervals
Sat Jun 15 04:49:00 2019,45 min 80s Pop Ride,Ally Love,45.0,Theme
Fri Jun 14 15:48:00 2019,45 min Power Zone Ride,Denis Morton,45.0,Power Zone
Fri Jun 14 14:34:00 2019,45 min Pop Ride,Robin Arzon,45.0,Theme
Fri Jun 14 10:18:00 2019,30 min HIIT Ride,Robin Arzon,30.0,Intervals
Fri Jun 14 09:19:00 2019,30 min Pop Ride,Cody Rigsby,30.0,Theme
Fri Jun 14 06:52:00 2019,20 min Tabata Ride,Hannah Corbin,20.0,Intervals
Fri Jun 14 06:20:00 2019,20 min Hip Hop Ride,Hannah Corbin,20.0,Theme
Fri Jun 14 04:49:00 2019,45 min 90s Ride,Cody Rigsby,45.0,Theme
Fri Jun 14 03:50:00 2019,45 min Power Zone Max Ride,Matt Wilpers,45.0,Power Zone
Fri Jun 14 02:48:00 2019,45 min New Tracks Ride,Ally Love,45.0,Theme
Thu Jun 13 19:32:00 2019,10 min Climb Ride,Ben Alldis,10.0,Climb
Thu Jun 13 16:18:00 2019,45 min Classic Rock Ride,Jenn Sherman,45.0,Theme
Thu Jun 13 14:18:00 2019,45 min 80s Pop Ride,Jenn Sherman,45.0,Theme
Thu Jun 13 13:52:00 2019,20 min Low Impact Ride,Alex Toussaint,20.0,Low Impact
Thu Jun 13 13:22:00 2019,20 min Pop Ride,Alex Toussaint,20.0,Theme
Thu Jun 13 10:16:00 2019,30 min Hip Hop Ride,Olivia Amato,30.0,Theme
Thu Jun 13 09:18:00 2019,30 min Cher Ride,Ally Love,30.0,Theme
Thu Jun 13 08:18:00 2019,30 min HIIT Ride,Matt Wilpers,30.0,Intervals
Thu Jun 13 06:52:00 2019,20 min 80s Pop Ride,Christine D'Ercole,20.0,Theme
Thu Jun 13 06:19:00 2019,20 min Low Impact Ride,Christine D'Ercole,20.0,Low Impact
Thu Jun 13 04:49:00 2019,45 min R&B Ride,Alex Toussaint,45.0,Theme
Thu Jun 13 03:49:00 2019,45 min Classic Rock Ride,Hannah Corbin,45.0,Theme
Thu Jun 13 02:47:00 2019,45 min Power Zone Endurance Ride,Matt Wilpers,45.0,Power Zone
Wed Jun 12 21:25:00 2019,20 min 90s Ride,Ben Alldis,20.0,Theme
Thu Jun 13 00:00:00 2019,30 min 70s Ride,Leanne Hainsby,30.0,Theme
Wed Jun 12 23:21:00 2019,20 min Low Impact Ride,Ben Alldis,20.0,Low Impact
Wed Jun 12 17:19:00 2019,45 min 90s Pop Ride,Olivia Amato,45.0,Theme
Wed Jun 12 15:19:00 2019,45 min Y2K Ride,Emma Lovewell,45.0,Theme
Wed Jun 12 14:18:00 2019,45 min HRZ Power Ride,Christine D'Ercole,45.0,Heart Rate Zone
Wed Jun 12 13:51:00 2019,20 min 90s Pop Ride,Robin Arzon,20.0,Theme
Wed Jun 12 13:19:00 2019,20 min 80s Ride,Robin Arzon,20.0,Theme
Wed Jun 12 10:18:00 2019,30 min Intervals & Arms Ride,Emma Lovewell,30.0,Intervals
Wed Jun 12 09:17:00 2019,30 min Low Impact Ride,Robin Arzon,30.0,Low Impact
Wed Jun 12 08:18:00 2019,30 min Climb Ride,Christine D'Ercole,30.0,Climb
Wed Jun 12 08:01:00 2019,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Wed Jun 12 07:19:00 2019,30 min Intervals & Arms Ride,Jenn Sherman,30.0,Intervals
Wed Jun 12 06:52:00 2019,20 min Pop Ride,Ally Love,20.0,Theme
Wed Jun 12 03:47:00 2019,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Tue Jun 11 23:56:00 2019,30 min Advanced Beginner Ride,Leanne Hainsby,30.0,Beginner
Tue Jun 11 22:52:00 2019,45 min Intervals & Arms Ride,Leanne Hainsby,45.0,Intervals
Tue Jun 11 21:51:00 2019,45 min Pop Ride,Ben Alldis,45.0,Theme
Tue Jun 11 16:20:00 2019,45 min Classic Rock Ride,Christine D'Ercole,45.0,Theme
Tue Jun 11 15:18:00 2019,45 min 80s Ride,Emma Lovewell,45.0,Theme
Tue Jun 11 14:18:00 2019,45 min Hip Hop Ride,Robin Arzon,45.0,Theme
Tue Jun 11 13:51:00 2019,20 min Country Ride,Olivia Amato,20.0,Theme
Tue Jun 11 13:18:00 2019,20 min HIIT Ride,Olivia Amato,20.0,Intervals
Tue Jun 11 12:10:00 2019,5 min Warm Up Ride,Christine D'Ercole,5.0,Low Impact
Tue Jun 11 10:18:00 2019,30 min Rock Ride,Emma Lovewell,30.0,Theme
Tue Jun 11 09:19:00 2019,30 min Tabata Ride,Robin Arzon,30.0,Intervals
Tue Jun 11 08:17:00 2019,30 min HIIT Ride,Alex Toussaint,30.0,Intervals
Tue Jun 11 07:18:00 2019,30 min Groove Ride,Cody Rigsby,30.0,Groove
Tue Jun 11 06:51:00 2019,20 min Low Impact Ride,Jenn Sherman,20.0,Low Impact
Tue Jun 11 06:19:00 2019,20 min Country Ride,Jenn Sherman,20.0,Theme
Tue Jun 11 04:49:00 2019,45 min Rock Ride,Jenn Sherman,45.0,Theme
Tue Jun 11 03:48:00 2019,45 min Intervals & Arms Ride,Alex Toussaint,45.0,Intervals
Tue Jun 11 02:49:00 2019,45 min Tabata Ride,Ally Love,45.0,Intervals
Tue Jun 11 02:45:00 2019,5 min Cool Down Ride,Ben Alldis,4.983333333333333,Low Impact
Tue Jun 11 00:22:00 2019,20 min Country Ride,Leanne Hainsby,20.0,Theme
Mon Jun 10 23:53:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Mon Jun 10 21:50:00 2019,20 min Tabata Ride,Leanne Hainsby,20.0,Intervals
Mon Jun 10 16:18:00 2019,45 min 90s Rock Ride,Christine D'Ercole,45.0,Theme
Mon Jun 10 15:19:00 2019,45 min Hip Hop Ride,Alex Toussaint,45.0,Theme
Mon Jun 10 14:18:00 2019,45 min Rock Ride,Olivia Amato,45.0,Theme
Mon Jun 10 10:19:00 2019,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Mon Jun 10 09:18:00 2019,30 min Pop Ride,Olivia Amato,30.0,Theme
Mon Jun 10 07:18:00 2019,30 min Pop Ride,Emma Lovewell,30.0,Theme
Mon Jun 10 06:18:00 2019,20 min Pop Ride,Hannah Corbin,20.0,Theme
Mon Jun 10 04:48:00 2019,45 min Groove Ride,Emma Lovewell,45.0,Groove
Mon Jun 10 03:49:00 2019,45 min Crank It Up Ride,Christine D'Ercole,45.0,Theme
Sun Jun  9 22:33:00 2019,10 min Low Impact Ride,Ben Alldis,10.0,Low Impact
Sun Jun  9 21:52:00 2019,30 min Intervals & Arms Ride,Ben Alldis,30.0,Intervals
Sun Jun  9 14:48:00 2019,45 min Live DJ Ride,Emma Lovewell,45.0,Live DJ
Sun Jun  9 13:49:00 2019,45 min Live DJ Ride,Cody Rigsby,45.0,Live DJ
Sun Jun  9 12:18:00 2019,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Sun Jun  9 11:34:00 2019,30 min 70s Ride,Emma Lovewell,30.0,Theme
Sun Jun  9 08:34:00 2019,45 min Rock Ride,Emma Lovewell,45.0,Theme
Sun Jun  9 06:49:00 2019,60 min Classic Rock Ride,Jenn Sherman,60.0,Theme
Sat Jun  8 14:49:00 2019,45 min 80s Pop Ride,Denis Morton,45.0,Theme
Sat Jun  8 12:21:00 2019,30 min EDM/Electronic Dance Ride,Olivia Amato,30.0,Theme
Sat Jun  8 11:34:00 2019,30 min Hip Hop Ride,Alex Toussaint,30.0,Theme
Sat Jun  8 09:34:00 2019,90 min Power Zone Endurance Ride,Matt Wilpers,90.0,Power Zone
Sat Jun  8 08:33:00 2019,45 min Sweat Steady Ride,Jess King,45.0,Theme
Sat Jun  8 05:30:00 2019,5 min Warm Up Ride,Ally Love,5.0,Low Impact
Fri Jun  7 17:52:00 2019,30 min 90s Ride,Ben Alldis,30.0,Theme
Fri Jun  7 15:48:00 2019,45 min Pride Ride,Denis Morton,45.0,Theme
Fri Jun  7 14:33:00 2019,45 min Live DJ Ride,Robin Arzon,45.0,Live DJ
Fri Jun  7 09:18:00 2019,30 min Pop Ride,Cody Rigsby,30.0,Theme
Fri Jun  7 08:19:00 2019,30 min Classic Rock Ride,Hannah Corbin,30.0,Theme
Fri Jun  7 07:51:00 2019,20 min Low Impact Ride,Matt Wilpers,20.0,Low Impact
Fri Jun  7 07:18:00 2019,20 min HIIT Ride,Matt Wilpers,20.0,Intervals
Fri Jun  7 07:01:00 2019,10 min Cool Down Ride,Hannah Corbin,10.0,Low Impact
Fri Jun  7 06:19:00 2019,30 min Intervals & Arms Ride,Hannah Corbin,30.0,Intervals
Fri Jun  7 03:49:00 2019,45 min Hip Hop Ride,Emma Lovewell,45.0,Theme
Fri Jun  7 02:47:00 2019,45 min 90s Hip Hop Ride,Ally Love,45.0,Theme
Thu Jun  6 17:18:00 2019,45 min Latin Ride,Cody Rigsby,45.0,Theme
Thu Jun  6 16:19:00 2019,45 min 80s Rock Ride,Jess King,45.0,Theme
Thu Jun  6 15:19:00 2019,45 min Intervals & Arms Ride,Cody Rigsby,45.0,Intervals
Thu Jun  6 14:18:00 2019,45 min Power Zone Ride,Denis Morton,45.0,Power Zone
Thu Jun  6 10:17:00 2019,30 min 90s Pop Ride,Cody Rigsby,30.0,Theme
Thu Jun  6 09:19:00 2019,30 min 90s Pop Ride,Christine D'Ercole,30.0,Theme
Thu Jun  6 08:19:00 2019,30 min Power Zone Endurance Ride,Matt Wilpers,30.0,Power Zone
Thu Jun  6 07:51:00 2019,20 min Caribbean Music Ride,Ally Love,20.0,Theme
Thu Jun  6 07:18:00 2019,20 min HIIT Ride,Ally Love,20.0,Intervals
Thu Jun  6 07:02:00 2019,10 min Low Impact Ride,Christine D'Ercole,10.0,Low Impact
Thu Jun  6 06:17:00 2019,30 min Classic Rock Ride,Christine D'Ercole,30.0,Theme
Thu Jun  6 04:49:00 2019,45 min Pop Ride,Jenn Sherman,45.0,Theme
Thu Jun  6 03:49:00 2019,45 min 70s Ride,Hannah Corbin,45.0,Theme
Thu Jun  6 02:49:00 2019,45 min Power Zone Ride,Matt Wilpers,45.0,Power Zone
Thu Jun  6 18:56:00 2019,30 min House Ride,Ben Alldis,30.0,Theme
Thu Jun  6 18:34:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Thu Jun  6 17:47:00 2019,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Wed Jun  5 17:56:00 2019,20 min HIIT Ride,Ben Alldis,20.0,Intervals
Wed Jun  5 17:32:00 2019,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Wed Jun  5 16:58:00 2019,30 min Intervals & Arms Ride,Leanne Hainsby,30.0,Intervals
Wed Jun  5 17:19:00 2019,45 min Country Ride,Hannah Corbin,45.0,Theme
Wed Jun  5 16:18:00 2019,45 min Pop Ride,Cody Rigsby,45.0,Theme
Wed Jun  5 15:19:00 2019,45 min Pop Ride,Hannah Corbin,45.0,Theme
Wed Jun  5 14:19:00 2019,45 min Intervals & Arms Ride,Christine D'Ercole,45.0,Intervals
Wed Jun  5 14:01:00 2019,10 min Cool Down Ride,Robin Arzon,10.0,Low Impact
Wed Jun  5 13:19:00 2019,30 min 90s Ride,Robin Arzon,30.0,Theme
Wed Jun  5 10:20:00 2019,30 min Groove Ride,Emma Lovewell,30.0,Groove
Wed Jun  5 08:18:00 2019,30 min Hip Hop Ride,Robin Arzon,30.0,Theme
Wed Jun  5 07:52:00 2019,20 min 80s Ride,Jenn Sherman,20.0,Theme
Wed Jun  5 07:19:00 2019,20 min 70s Ride,Jenn Sherman,20.0,Theme
Wed Jun  5 06:19:00 2019,45 min 90s Pop Ride,Jenn Sherman,45.0,Theme
Wed Jun  5 04:50:00 2019,45 min 80s Ride,Alex Toussaint,45.0,Theme
Wed Jun  5 03:49:00 2019,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Wed Jun  5 02:48:00 2019,45 min EDM/Electronic Dance Ride,Emma Lovewell,45.0,Theme
Wed Jun  5 18:23:00 2019,20 min Y2K Ride,Ben Alldis,20.0,Theme
Tue Jun  4 17:19:00 2019,45 min 80s Ride,Hannah Corbin,45.0,Theme
Tue Jun  4 16:19:00 2019,45 min 80s Ride,Christine D'Ercole,45.0,Theme
Tue Jun  4 15:18:00 2019,45 min Intervals & Arms Ride,Jess King,45.0,Intervals
Tue Jun  4 14:18:00 2019,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Tue Jun  4 10:19:00 2019,30 min Intervals & Arms Ride,Emma Lovewell,30.0,Intervals
Tue Jun  4 09:19:00 2019,30 min Advanced Beginner Ride,Jess King,30.0,Beginner
Tue Jun  4 08:18:00 2019,30 min Intervals & Arms Ride,Alex Toussaint,30.0,Intervals
Tue Jun  4 07:51:00 2019,20 min Groove Ride,Cody Rigsby,20.0,Groove
Tue Jun  4 07:17:00 2019,20 min HIIT Ride,Cody Rigsby,20.0,Intervals
Tue Jun  4 07:01:00 2019,10 min Low Impact Ride,Jenn Sherman,10.0,Low Impact
Tue Jun  4 06:19:00 2019,30 min Y2K Ride,Jenn Sherman,30.0,Theme
Tue Jun  4 04:49:00 2019,45 min 80s Rock Ride,Jenn Sherman,45.0,Theme
Tue Jun  4 02:47:00 2019,45 min Tabata Ride,Ally Love,45.0,Intervals
Tue Jun  4 17:55:00 2019,20 min 90s Ride,Leanne Hainsby,20.0,Theme
Mon Jun  3 16:18:00 2019,45 min HRZ Endurance Ride,Christine D'Ercole,45.0,Heart Rate Zone
Mon Jun  3 15:19:00 2019,45 min Hip Hop Ride,Alex Toussaint,45.0,Theme
Mon Jun  3 14:18:00 2019,45 min Intervals & Arms Ride,Denis Morton,45.0,Intervals
Mon Jun  3 13:18:00 2019,30 min Low Impact Ride,Jess King,30.0,Low Impact
Mon Jun  3 07:51:00 2019,20 min Low Impact Ride,Emma Lovewell,20.0,Low Impact
Mon Jun  3 06:18:00 2019,30 min HIIT Ride,Denis Morton,30.0,Intervals
Mon Jun  3 04:49:00 2019,45 min 80s Ride,Emma Lovewell,45.0,Theme
Mon Jun  3 03:49:00 2019,45 min Crank It Up Ride,Christine D'Ercole,45.0,Theme
Mon Jun  3 02:46:00 2019,45 min Low Impact Ride,Hannah Corbin,45.0,Low Impact
Sun Jun  2 22:24:00 2019,15 min Low Impact Ride,Leanne Hainsby,15.0,Low Impact
Sun Jun  2 21:55:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Sun Jun  2 14:48:00 2019,45 min Live DJ Ride,Emma Lovewell,45.0,Live DJ
Sun Jun  2 12:18:00 2019,30 min Intervals & Arms Ride,Emma Lovewell,30.0,Intervals
Sun Jun  2 11:33:00 2019,30 min Get Lifted Ride,Ally Love,30.0,Theme
Sun Jun  2 09:34:00 2019,45 min Feel Good Ride,Ally Love,45.0,Theme
Sun Jun  2 06:49:00 2019,60 min Pop Ride,Jenn Sherman,60.0,Theme
Sun Jun  2 05:49:00 2019,45 min Low Impact Ride,Jenn Sherman,45.0,Low Impact
Sun Jun  2 04:47:00 2019,45 min Country Ride,Hannah Corbin,45.0,Theme
Sat Jun  1 13:49:00 2019,45 min Club Bangers Ride,Alex Toussaint,45.0,Theme
Sat Jun  1 12:20:00 2019,30 min Y2K Country Ride,Hannah Corbin,30.0,Theme
Sat Jun  1 11:31:00 2019,30 min Hip Hop Ride,Alex Toussaint,30.0,Theme
