Original Air Date,Title,Instructor,Length,Type
Fri Mar  6 09:18:00 2020,30 min Intervals & Arms Ride,Robin Arzon,30.0,Intervals
Fri Mar  6 08:19:00 2020,30 min Pop Ride,Cody Rigsby,30.0,Theme
Fri Mar  6 07:19:00 2020,30 min WHM Celebration Ride,Tunde Oyeneyin,30.0,Theme
Fri Mar  6 06:51:00 2020,20 min New Tracks Ride,Jess King,20.0,Theme
Fri Mar  6 06:17:00 2020,20 min 80s Rock Ride,Jess King,20.0,Theme
Fri Mar  6 04:48:00 2020,45 min Pop Ride,Tunde Oyeneyin,45.0,Theme
Fri Mar  6 04:30:00 2020,20 min Country Ride,Ally Love,20.0,Theme
Fri Mar  6 04:30:00 2020,5 min Cool Down Ride,Ally Love,5.0,Low Impact
Fri Mar  6 03:47:00 2020,45 min Climb Ride,Matt Wilpers,45.0,Climb
Fri Mar  6 02:49:00 2020,45 min 90s Ride,Leanne Hainsby,45.0,Theme
Fri Mar  6 02:22:00 2020,20 min Pop Ride,Ben Alldis,20.0,Theme
Fri Mar  6 01:50:00 2020,20 min HIIT Ride,Ben Alldis,20.0,Intervals
Thu Mar  5 23:32:00 2020,15 min Tabata Ride,Leanne Hainsby,15.0,Intervals
Thu Mar  5 22:50:00 2020,30 min Pop Ride,Leanne Hainsby,30.0,Theme
Thu Mar  5 16:18:00 2020,45 min Women of Country Ride,Hannah Corbin,45.0,Theme
Thu Mar  5 15:20:00 2020,45 min HIIT & Hills Ride,Alex Toussaint,45.0,Intervals
Thu Mar  5 14:19:00 2020,45 min Climb Ride,Jenn Sherman,45.0,Climb
Thu Mar  5 10:50:00 2020,45 min Rock Ride,Ben Alldis,45.0,Theme
Thu Mar  5 09:17:00 2020,30 min 90s Pop Ride,Robin Arzon,30.0,Theme
Thu Mar  5 08:19:00 2020,30 min Power Zone Ride,Christine D'Ercole,30.0,Power Zone
Thu Mar  5 07:51:00 2020,20 min Low Impact Ride,Robin Arzon,20.0,Low Impact
Thu Mar  5 07:18:00 2020,20 min HIIT Ride,Robin Arzon,20.0,Intervals
Thu Mar  5 06:14:00 2020,30 min Women of Rock Ride,Emma Lovewell,30.0,Theme
Thu Mar  5 04:48:00 2020,45 min Power Zone Ride,Denis Morton,45.0,Power Zone
Thu Mar  5 04:30:00 2020,20 min Pop Ride,Ally Love,20.0,Theme
Thu Mar  5 03:50:00 2020,45 min 80s Ride,Tunde Oyeneyin,45.0,Theme
Thu Mar  5 02:49:00 2020,45 min Power Zone Ride,Matt Wilpers,45.0,Power Zone
Thu Mar  5 02:22:00 2020,20 min 90s Ride,Sam Yo,20.0,Theme
Thu Mar  5 01:51:00 2020,20 min Low Impact Ride,Sam Yo,20.0,Low Impact
Wed Mar  4 22:50:00 2020,30 min Intervals Ride,Hannah Frankson,30.0,Intervals
Wed Mar  4 18:30:00 2020,15 min HIIT Ride,Kendall Toole,15.0,Intervals
Wed Mar  4 17:19:00 2020,45 min 2000s Hip Hop Ride,Tunde Oyeneyin,45.0,Theme
Wed Mar  4 16:19:00 2020,45 min Intervals & Arms Ride,Denis Morton,45.0,Intervals
Wed Mar  4 15:19:00 2020,45 min Power Zone Endurance Ride,Christine D'Ercole,45.0,Power Zone
Wed Mar  4 14:19:00 2020,45 min EDM/Electronic Dance Ride,Emma Lovewell,45.0,Theme
Wed Mar  4 10:49:00 2020,45 min 2000s Ride,Hannah Frankson,45.0,Theme
Wed Mar  4 10:30:00 2020,20 min Pop Ride,Cody Rigsby,20.0,Theme
Wed Mar  4 09:19:00 2020,30 min Intervals & Arms Ride,Alex Toussaint,30.0,Intervals
Wed Mar  4 08:18:00 2020,30 min WHM Celebration Ride,Matt Wilpers,30.0,Theme
Wed Mar  4 07:19:00 2020,30 min Low Impact Ride,Jenn Sherman,30.0,Low Impact
Wed Mar  4 06:52:00 2020,20 min Feel Good Ride,Ally Love,20.0,Theme
Wed Mar  4 06:20:00 2020,20 min Hip Hop Ride,Ally Love,20.0,Theme
Wed Mar  4 04:49:00 2020,45 min Pop Ride,Alex Toussaint,45.0,Theme
Wed Mar  4 04:30:00 2020,20 min Recovery Ride,Robin Arzon,20.033333333333335,Low Impact
Wed Mar  4 03:48:00 2020,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Wed Mar  4 03:00:00 2020,45 min Power Zone Ride,Olivia Amato,45.0,Power Zone
Wed Mar  4 02:22:00 2020,20 min Pop Ride,Hannah Frankson,20.0,Theme
Wed Mar  4 01:50:00 2020,20 min HIIT Ride,Hannah Frankson,20.0,Intervals
Tue Mar  3 23:32:00 2020,15 min HIIT Ride,Sam Yo,15.0,Intervals
Tue Mar  3 22:50:00 2020,30 min HIIT Ride,Sam Yo,30.0,Intervals
Tue Mar  3 21:50:00 2020,30 min 2000s Ride,Ben Alldis,30.0,Theme
Tue Mar  3 17:19:00 2020,30 min 2010s Ride,Alex Toussaint,30.0,Theme
Tue Mar  3 16:18:00 2020,45 min 90s Ride,Emma Lovewell,45.0,Theme
Tue Mar  3 15:19:00 2020,45 min Low Impact Ride,Jess King,45.0,Low Impact
Tue Mar  3 14:19:00 2020,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Tue Mar  3 10:51:00 2020,45 min Intervals & Arms Ride,Sam Yo,45.0,Intervals
Tue Mar  3 09:18:00 2020,30 min Hip Hop Ride,Robin Arzon,30.0,Theme
Tue Mar  3 08:20:00 2020,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Tue Mar  3 07:52:00 2020,20 min Low Impact Ride,Denis Morton,20.0,Low Impact
Tue Mar  3 07:19:00 2020,20 min WHM Celebration Ride,Denis Morton,20.0,Theme
Tue Mar  3 06:18:00 2020,30 min Classic Rock Ride,Jenn Sherman,30.0,Theme
Tue Mar  3 04:49:00 2020,45 min 70s Rock Ride,Jenn Sherman,45.0,Theme
Tue Mar  3 05:00:00 2020,45 min Climb Ride ,Ben Alldis,45.0,Climb
Tue Mar  3 04:15:00 2020,45 min Tabata Ride,Leanne Hainsby,45.0,Intervals
Tue Mar  3 03:49:00 2020,45 min Low Impact Ride,Christine D'Ercole,45.0,Low Impact
Tue Mar  3 03:30:00 2020,45 min Intervals Ride,Leanne Hainsby,45.0,Intervals
Tue Mar  3 02:47:00 2020,45 min Tabata Ride,Ally Love,45.0,Intervals
Tue Mar  3 02:45:00 2020,45 min Intervals Ride,Ben Alldis,45.0,Intervals
Tue Mar  3 02:22:00 2020,20 min 80s Rock Ride,Sam Yo,20.0,Theme
Tue Mar  3 01:50:00 2020,20 min HIIT Ride,Sam Yo,20.0,Intervals
Tue Mar  3 02:00:00 2020,30 min Climb Ride ,Ben Alldis,30.0,Climb
Tue Mar  3 01:30:00 2020,30 min HIIT Ride,Leanne Hainsby,30.0,Intervals
Tue Mar  3 01:00:00 2020,30 min HIIT Ride,Ben Alldis,30.0,Intervals
Tue Mar  3 00:30:00 2020,30 min Tabata Ride,Leanne Hainsby,30.0,Intervals
Tue Mar  3 00:00:00 2020,20 min Climb Ride,Ben Alldis,20.0,Climb
Mon Mar  2 23:32:00 2020,15 min Low Impact Ride,Ben Alldis,15.0,Low Impact
Mon Mar  2 22:50:00 2020,30 min Climb Ride,Ben Alldis,30.0,Climb
Mon Mar  2 22:30:00 2020,20 min Tabata Ride,Leanne Hainsby,20.0,Intervals
Mon Mar  2 21:51:00 2020,30 min Intervals & Arms Ride,Ben Alldis,30.0,Intervals
Mon Mar  2 18:19:00 2020,30 min Advanced Beginner Ride,Tunde Oyeneyin,30.0,Beginner
Mon Mar  2 17:19:00 2020,45 min Reset,Denis Morton,45.0,Theme
Mon Mar  2 16:17:00 2020,45 min HIIT & Hills Ride,Tunde Oyeneyin,45.0,Intervals
Mon Mar  2 14:18:00 2020,45 min 80s Ride,Christine D'Ercole,45.0,Theme
Mon Mar  2 09:18:00 2020,30 min 80s Ride,Jenn Sherman,30.0,Theme
Mon Mar  2 08:18:00 2020,30 min New Tracks Ride,Olivia Amato,30.0,Theme
Mon Mar  2 08:02:00 2020,10 min Low Impact Ride,Christine D'Ercole,10.0,Low Impact
Mon Mar  2 07:19:00 2020,30 min Classic Rock Ride,Christine D'Ercole,30.0,Theme
Mon Mar  2 06:52:00 2020,20 min 2000s Pop Ride,Jenn Sherman,20.0,Theme
Mon Mar  2 06:18:00 2020,20 min 90s Pop Ride,Jenn Sherman,20.0,Theme
Mon Mar  2 04:49:00 2020,45 min Intervals & Arms Ride,Olivia Amato,45.0,Intervals
Mon Mar  2 03:48:00 2020,45 min 70s Ride,Hannah Corbin,45.0,Theme
Mon Mar  2 03:32:00 2020,10 min Cool Down Ride,Hannah Frankson,10.0,Low Impact
Mon Mar  2 03:30:00 2020,5 min Warm Up Ride,Ally Love,5.0,Low Impact
Mon Mar  2 02:50:00 2020,30 min Hip Hop Ride,Hannah Frankson,30.0,Theme
Sun Mar  1 22:52:00 2020,30 min HIIT Ride,Hannah Frankson,30.0,Intervals
Sun Mar  1 21:50:00 2020,30 min Intervals Ride,Sam Yo,30.0,Intervals
Sun Mar  1 14:49:00 2020,30 min Low Impact Ride,Tunde Oyeneyin,30.0,Low Impact
Sun Mar  1 14:03:00 2020,30 min Intervals & Arms Ride,Emma Lovewell,30.0,Intervals
Sun Mar  1 13:19:00 2020,30 min Country Ride,Matt Wilpers,30.0,Theme
Sun Mar  1 09:34:00 2020,60 min 90s Ride,Christine D'Ercole,60.0,Theme
Sun Mar  1 08:32:00 2020,30 min Sundays with Love,Ally Love,30.0,Theme
Sun Mar  1 06:49:00 2020,60 min Rock Ride,Jenn Sherman,60.0,Theme
Sun Mar  1 05:48:00 2020,45 min Pop Ride,Jenn Sherman,45.0,Theme
Sun Mar  1 04:49:00 2020,45 min Rock Ride,Leanne Hainsby,45.0,Theme
Sun Mar  1 04:30:00 2020,5 min Cool Down Ride,Olivia Amato,5.0,Low Impact
Sun Mar  1 01:50:00 2020,30 min Intervals & Arms Ride,Ben Alldis,30.0,Intervals
Sat Feb 29 14:49:00 2020,30 min Pick-Me-Up Ride,Hannah Corbin,30.0,Theme
Sat Feb 29 14:04:00 2020,30 min Classic Rock Ride,Olivia Amato,30.0,Theme
Sat Feb 29 13:18:00 2020,30 min HIIT Ride,Olivia Amato,30.0,Intervals
Sat Feb 29 09:34:00 2020,60 min Power Zone Ride,Matt Wilpers,60.0,Power Zone
Sat Feb 29 09:00:00 2020,15 min Redwood State Park Scenic Ride,None,15.0,Scenic (Cycling)
Sat Feb 29 09:00:00 2020,10 min New Zealand Scenic Ride,None,10.0,Scenic (Cycling)
Sat Feb 29 09:00:00 2020,10 min Switzerland Scenic Ride,None,10.0,Scenic (Cycling)
Sat Feb 29 09:00:00 2020,30 min Fall Harvest Scenic Ride,None,30.0,Scenic (Cycling)
Sat Feb 29 09:00:00 2020,20 min Olympic National Park Scenic Ride,None,20.0,Scenic (Cycling)
Sat Feb 29 08:34:00 2020,45 min Sweat Steady Ride,Jess King,45.0,Theme
Sat Feb 29 06:49:00 2020,60 min Groove Ride,Cody Rigsby,60.0,Groove
Sat Feb 29 05:48:00 2020,45 min Climb Ride,Kendall Toole,45.0,Climb
Sat Feb 29 05:32:00 2020,10 min Climb Ride,Ben Alldis,10.0,Climb
Sat Feb 29 04:50:00 2020,30 min Pop Ride,Ben Alldis,30.0,Theme
Sat Feb 29 01:32:00 2020,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Sat Feb 29 00:49:00 2020,30 min 2000s Ride,Leanne Hainsby,30.0,Theme
Fri Feb 28 14:49:00 2020,45 min BHM: Live DJ Ride,Robin Arzon,45.0,Live DJ
Fri Feb 28 09:19:00 2020,30 min HIIT Ride,Robin Arzon,30.0,Intervals
Fri Feb 28 08:18:00 2020,30 min Climb Ride,Cody Rigsby,30.0,Climb
Fri Feb 28 07:20:00 2020,30 min Intervals & Arms Ride,Kendall Toole,30.0,Intervals
Fri Feb 28 06:51:00 2020,20 min Low Impact Ride,Jess King,20.0,Low Impact
Fri Feb 28 06:19:00 2020,20 min Tabata Ride,Jess King,20.0,Intervals
Fri Feb 28 04:49:00 2020,45 min Pop Ride,Hannah Corbin,45.0,Theme
Fri Feb 28 03:49:00 2020,45 min New Tracks Ride,Kendall Toole,45.0,Theme
Fri Feb 28 02:48:00 2020,45 min Low Impact Ride,Hannah Corbin,45.0,Low Impact
Fri Feb 28 02:22:00 2020,20 min Rock Ride,Ben Alldis,20.0,Theme
Fri Feb 28 01:49:00 2020,20 min Climb Ride,Ben Alldis,20.0,Climb
Fri Feb 28 01:17:00 2020,5 min Cool Down Ride,Ben Alldis,4.983333333333333,Low Impact
Fri Feb 28 00:35:00 2020,30 min Advanced Beginner Ride,Ben Alldis,30.0,Beginner
Thu Feb 27 23:32:00 2020,15 min HIIT Ride,Leanne Hainsby,15.0,Intervals
Thu Feb 27 22:49:00 2020,30 min 2010s Ride,Leanne Hainsby,30.0,Theme
Thu Feb 27 21:00:00 2020,20 min Listening Party,Emma Lovewell,20.0,Theme
Thu Feb 27 17:19:00 2020,30 min Basquiat Celebration Ride,Alex Toussaint,30.0,Theme
Thu Feb 27 16:18:00 2020,45 min Intervals & Arms Ride,Hannah Corbin,45.0,Intervals
Thu Feb 27 15:19:00 2020,45 min R&B Ride,Alex Toussaint,45.0,Theme
Thu Feb 27 14:18:00 2020,45 min Low Impact Ride,Jenn Sherman,45.0,Low Impact
Thu Feb 27 10:49:00 2020,30 min Big Band Ride,Leanne Hainsby,30.0,Theme
Thu Feb 27 09:17:00 2020,30 min Rock Ride,Emma Lovewell,30.0,Theme
Thu Feb 27 08:19:00 2020,30 min Pop Ride,Ally Love,30.0,Theme
Thu Feb 27 07:19:00 2020,30 min Intervals & Arms Ride,Robin Arzon,30.0,Intervals
Thu Feb 27 06:17:00 2020,30 min Climb Ride,Emma Lovewell,30.0,Climb
Thu Feb 27 05:30:00 2020,20 min 80s Ride,Denis Morton,20.0,Theme
Thu Feb 27 04:49:00 2020,45 min Intervals & Arms Ride,Irène Scholz,45.0,Intervals
Thu Feb 27 03:48:00 2020,45 min EDM/Electronic Dance Ride,Jess King,45.0,Theme
Thu Feb 27 02:53:00 2020,45 min House Ride,Ben Alldis,45.0,Theme
Thu Feb 27 02:46:00 2020,45 min Power Zone Endurance Ride,Matt Wilpers,45.0,Power Zone
Thu Feb 27 02:22:00 2020,20 min 80s Ride,Leanne Hainsby,20.0,Theme
Thu Feb 27 01:51:00 2020,20 min Tabata Ride,Leanne Hainsby,20.0,Intervals
Thu Feb 27 00:20:00 2020,20 min Beginner Ride,Sam Yo,20.0,Beginner
Wed Feb 26 22:50:00 2020,30 min Pop Ride,Hannah Frankson,30.0,Theme
Wed Feb 26 18:20:00 2020,30 min Hip Hop Ride,Kendall Toole,30.0,Theme
Wed Feb 26 17:18:00 2020,45 min New Tracks Ride,Emma Lovewell,45.0,Theme
Wed Feb 26 16:18:00 2020,45 min 2010s Hip Hop Ride,Tunde Oyeneyin,45.0,Theme
Wed Feb 26 15:18:00 2020,45 min Intervals & Arms Ride,Cody Rigsby,45.0,Intervals
Wed Feb 26 14:19:00 2020,45 min HIIT & Hills Ride,Emma Lovewell,45.0,Intervals
Wed Feb 26 12:21:00 2020,20 min 80s Ride,Robin Arzon,20.0,Theme
Wed Feb 26 10:49:00 2020,45 min 90s Ride,Hannah Frankson,45.0,Theme
Wed Feb 26 09:18:00 2020,30 min Pop Ride,Cody Rigsby,30.0,Theme
Wed Feb 26 08:19:00 2020,30 min Power Zone Ride,Matt Wilpers,30.0,Power Zone
Wed Feb 26 07:21:00 2020,30 min Intervals & Arms Ride,Jenn Sherman,30.0,Intervals
Wed Feb 26 07:01:00 2020,10 min Climb Ride,Ally Love,10.0,Climb
Wed Feb 26 06:18:00 2020,30 min Machel Montano Ride,Ally Love,30.0,Theme
Wed Feb 26 04:49:00 2020,45 min Pop Ride,Alex Toussaint,45.0,Theme
Wed Feb 26 03:49:00 2020,45 min 80s Ride,Ally Love,45.0,Theme
Wed Feb 26 02:50:00 2020,45 min EDM/Electronic Dance Ride,Olivia Amato,45.0,Theme
Wed Feb 26 02:22:00 2020,20 min 90s Ride,Hannah Frankson,20.0,Theme
Wed Feb 26 01:50:00 2020,20 min HIIT Ride,Hannah Frankson,20.0,Intervals
Tue Feb 25 22:50:00 2020,30 min 80s Ride,Sam Yo,30.0,Theme
Tue Feb 25 17:20:00 2020,30 min HIIT & Hills Ride,Alex Toussaint,30.0,Intervals
Tue Feb 25 16:18:00 2020,45 min BHM Celebration Ride,Cody Rigsby,45.0,Theme
Tue Feb 25 15:19:00 2020,45 min Intervals & Arms Ride,Jess King,45.0,Intervals
Tue Feb 25 14:18:00 2020,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Tue Feb 25 10:49:00 2020,45 min Intervals & Arms Ride,Hannah Frankson,45.0,Intervals
Tue Feb 25 09:17:00 2020,30 min HIIT Ride,Jess King,30.0,Intervals
Tue Feb 25 08:20:00 2020,30 min Power Zone Ride,Christine D'Ercole,30.0,Power Zone
Tue Feb 25 08:02:00 2020,10 min Cool Down Ride,Denis Morton,10.0,Low Impact
Tue Feb 25 07:20:00 2020,30 min Intervals & Arms Ride,Denis Morton,30.0,Intervals
Tue Feb 25 06:19:00 2020,30 min 80s Pop Ride,Jenn Sherman,30.0,Theme
Tue Feb 25 04:48:00 2020,45 min 90s Rock Ride,Jenn Sherman,45.0,Theme
Tue Feb 25 03:48:00 2020,45 min Climb Ride,Christine D'Ercole,45.0,Climb
Tue Feb 25 02:48:00 2020,45 min Tabata Ride,Ally Love,45.0,Intervals
Tue Feb 25 02:23:00 2020,20 min Pop Ride,Sam Yo,20.0,Theme
Tue Feb 25 01:50:00 2020,20 min HIIT Ride,Sam Yo,20.0,Intervals
Mon Feb 24 21:51:00 2020,30 min Intervals & Arms Ride,Sam Yo,30.0,Intervals
Mon Feb 24 18:20:00 2020,30 min Intervals & Arms Ride,Tunde Oyeneyin,30.0,Intervals
Mon Feb 24 17:18:00 2020,45 min Classic Rock Ride,Denis Morton,45.0,Theme
Mon Feb 24 16:18:00 2020,45 min 90s Ride,Tunde Oyeneyin,45.0,Theme
Mon Feb 24 15:20:00 2020,45 min Hip Hop Ride,Alex Toussaint,45.0,Theme
Mon Feb 24 14:19:00 2020,45 min New Wave Ride,Christine D'Ercole,45.0,Theme
Mon Feb 24 09:17:00 2020,30 min HIIT Ride,Alex Toussaint,30.0,Intervals
Mon Feb 24 08:19:00 2020,30 min Power Zone Ride,Olivia Amato,30.0,Power Zone
Mon Feb 24 07:52:00 2020,20 min Pop Ride,Christine D'Ercole,20.0,Theme
Mon Feb 24 07:19:00 2020,20 min Low Impact Ride,Christine D'Ercole,20.0,Low Impact
Mon Feb 24 06:52:00 2020,20 min Classic Rock Ride,Hannah Corbin,20.0,Theme
Mon Feb 24 06:19:00 2020,20 min Low Impact Ride,Hannah Corbin,20.0,Low Impact
Mon Feb 24 04:49:00 2020,45 min 90s Ride,Emma Lovewell,45.0,Theme
Mon Feb 24 03:49:00 2020,45 min HIIT & Hills Ride,Kendall Toole,45.0,Intervals
Mon Feb 24 03:32:00 2020,10 min Low Impact Ride ,Sam Yo,10.0,Low Impact
Mon Feb 24 02:50:00 2020,30 min Rock Ride,Sam Yo,30.0,Theme
Mon Feb 24 02:00:00 2020,30 min HIIT & Hills Ride,Ben Alldis,30.0,Intervals
Sun Feb 23 23:32:00 2020,15 min HIIT Ride,Hannah Frankson,15.0,Intervals
Sun Feb 23 22:51:00 2020,30 min 2000s Ride,Hannah Frankson,30.0,Theme
Sun Feb 23 21:52:00 2020,30 min HIIT Ride,Sam Yo,30.0,Intervals
Sun Feb 23 14:50:00 2020,30 min Low Impact Ride,Tunde Oyeneyin,30.0,Low Impact
Sun Feb 23 14:04:00 2020,30 min EDM/Electronic Dance Ride,Emma Lovewell,30.0,Theme
Sun Feb 23 13:15:00 2020,30 min Classic Rock Ride,Matt Wilpers,30.0,Theme
Sun Feb 23 12:30:00 2020,15 min HIIT Ride,Hannah Corbin,15.0,Intervals
Sun Feb 23 12:00:00 2020,20 min Beginner Ride,Hannah Corbin,20.0,Beginner
Sun Feb 23 11:30:00 2020,5 min Warm Up Ride,Hannah Corbin,5.0,Low Impact
Sun Feb 23 09:33:00 2020,60 min Power Zone Endurance Ride,Christine D'Ercole,60.0,Power Zone
Sun Feb 23 08:31:00 2020,30 min Sundays with Love,Ally Love,30.0,Theme
Sun Feb 23 08:00:00 2020,20 min BHM: 80s Hip Hop Ride,Tunde Oyeneyin,20.0,Theme
Sun Feb 23 06:49:00 2020,60 min Classic Rock Ride,Jenn Sherman,60.0,Theme
Sun Feb 23 06:30:00 2020,5 min Cool Down Ride,Jess King,5.0,Low Impact
Sun Feb 23 06:30:00 2020,15 min Tabata Ride,Jess King,15.0,Intervals
Sun Feb 23 05:49:00 2020,45 min 2000s Pop Ride,Jenn Sherman,45.0,Theme
Sun Feb 23 04:51:00 2020,30 min 2010s Ride,Hannah Frankson,30.0,Theme
Sun Feb 23 04:30:00 2020,5 min Warm Up Ride,Olivia Amato,5.0,Low Impact
Sun Feb 23 02:32:00 2020,10 min Low Impact Ride,Sam Yo,10.0,Low Impact
Sun Feb 23 01:50:00 2020,30 min Pop Ride,Sam Yo,30.0,Theme
Sat Feb 22 14:49:00 2020,30 min Country Ride,Hannah Corbin,30.0,Theme
Sat Feb 22 14:04:00 2020,30 min BHM Celebration Ride,Olivia Amato,30.0,Theme
Sat Feb 22 13:16:00 2020,30 min Hip Hop Ride,Alex Toussaint,30.0,Theme
Sat Feb 22 08:33:00 2020,45 min 80s Ride,Kendall Toole,45.0,Theme
Sat Feb 22 06:49:00 2020,45 min Club Bangers Ride,Alex Toussaint,45.0,Theme
Sat Feb 22 05:48:00 2020,45 min 90s Ride,Cody Rigsby,45.0,Theme
Sat Feb 22 05:32:00 2020,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Sat Feb 22 04:49:00 2020,30 min 80s Rock Ride,Leanne Hainsby,30.0,Theme
Sat Feb 22 04:30:00 2020,5 min Cool Down Ride,Ally Love,5.0,Low Impact
Sat Feb 22 01:32:00 2020,10 min Climb Ride,Ben Alldis,10.0,Climb
Sat Feb 22 00:49:00 2020,30 min Hip Hop Ride,Ben Alldis,30.0,Theme
Fri Feb 21 14:48:00 2020,45 min Live DJ Ride,Robin Arzon,45.0,Live DJ
Fri Feb 21 13:47:00 2020,30 min Live DJ Ride,Cody Rigsby,30.0,Live DJ
Fri Feb 21 09:19:00 2020,30 min Pop Ride,Robin Arzon,30.0,Theme
Fri Feb 21 08:17:00 2020,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Fri Feb 21 07:19:00 2020,30 min BHM: Fresh Friday Ride,Denis Morton,30.0,Theme
Fri Feb 21 06:51:00 2020,20 min 90s Pop Ride,Kendall Toole,20.0,Theme
Fri Feb 21 06:18:00 2020,20 min Tabata Ride,Kendall Toole,20.0,Intervals
Fri Feb 21 04:49:00 2020,45 min Pop Ride,Hannah Corbin,45.0,Theme
Fri Feb 21 03:50:00 2020,45 min Rock Ride,Kendall Toole,45.0,Theme
Fri Feb 21 02:49:00 2020,45 min Low Impact Ride,Hannah Corbin,45.0,Low Impact
Thu Feb 20 23:32:00 2020,15 min Low Impact Ride,Ben Alldis,15.0,Low Impact
Thu Feb 20 22:50:00 2020,30 min Rock Ride,Ben Alldis,30.0,Theme
Thu Feb 20 21:00:00 2020,20 min Listening Party,Emma Lovewell,20.0,Theme
Thu Feb 20 17:18:00 2020,30 min Burna Boy Ride,Tunde Oyeneyin,30.0,Theme
Thu Feb 20 16:19:00 2020,45 min Hip Hop Ride,Hannah Corbin,45.0,Theme
Thu Feb 20 15:19:00 2020,45 min Pop Ride,Cody Rigsby,45.0,Theme
Thu Feb 20 14:19:00 2020,45 min Classic Rock Ride,Jenn Sherman,45.0,Theme
Fri Mar 13 13:30:00 2020,20 min Power Zone Beginner Ride,Christine D'Ercole,20.0,Power Zone
Thu Feb 20 11:22:00 2020,20 min Beginner Ride,Christine D'Ercole,20.0,Beginner
Thu Feb 20 10:48:00 2020,45 min HIIT & Hills Ride,Ben Alldis,45.0,Intervals
Thu Feb 20 09:16:00 2020,30 min Classic Rock Ride,Emma Lovewell,30.0,Theme
Thu Feb 20 08:19:00 2020,30 min Feel Good Ride,Ally Love,30.0,Theme
Thu Feb 20 07:51:00 2020,20 min Hip Hop Ride,Robin Arzon,20.0,Theme
Thu Feb 20 07:17:00 2020,20 min Tabata Ride,Robin Arzon,20.0,Intervals
Thu Feb 20 06:17:00 2020,30 min Intervals & Arms Ride,Emma Lovewell,30.0,Intervals
Thu Feb 20 05:30:00 2020,20 min Beginner Ride,Jess King,20.0,Beginner
Thu Feb 20 04:49:00 2020,45 min Power Zone Endurance Ride,Denis Morton,45.0,Power Zone
Thu Feb 20 03:48:00 2020,45 min Intervals & Arms Ride,Alex Toussaint,45.0,Intervals
Thu Feb 20 02:22:00 2020,20 min 80s Ride,Sam Yo,20.0,Theme
Thu Feb 20 01:50:00 2020,20 min HIIT Ride,Sam Yo,20.0,Intervals
Wed Feb 19 22:50:00 2020,30 min 90s Ride,Hannah Frankson,30.0,Theme
Wed Feb 19 18:19:00 2020,30 min New Tracks Ride,Kendall Toole,30.0,Theme
Wed Feb 19 17:19:00 2020,45 min Hip Hop Ride,Tunde Oyeneyin,45.0,Theme
Wed Feb 19 16:18:00 2020,45 min 2000s Ride,Denis Morton,45.0,Theme
Wed Feb 19 15:22:00 2020,45 min Power Zone Ride,Christine D'Ercole,45.0,Power Zone
Wed Feb 19 14:19:00 2020,45 min Rock Ride,Denis Morton,45.0,Theme
Wed Feb 19 10:49:00 2020,45 min Pop Ride,Hannah Frankson,45.0,Theme
Wed Feb 19 09:17:00 2020,30 min Groove Ride,Cody Rigsby,30.0,Groove
Wed Feb 19 08:17:00 2020,30 min Power Zone Endurance Ride,Matt Wilpers,30.0,Power Zone
Wed Feb 19 07:18:00 2020,30 min Pro Cyclist Ride,Christian Vande Velde,30.666666666666668,Pro Cyclist
Wed Feb 19 06:51:00 2020,20 min Caribbean Music Ride,Ally Love,20.0,Theme
Wed Feb 19 06:18:00 2020,20 min Hip Hop Ride,Ally Love,20.0,Theme
Wed Feb 19 04:48:00 2020,45 min New Tracks Ride,Alex Toussaint,45.0,Theme
Wed Feb 19 03:49:00 2020,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Wed Feb 19 02:47:00 2020,45 min HIIT & Hills Ride,Olivia Amato,45.0,Intervals
Wed Feb 19 02:22:00 2020,20 min 2000s Ride,Sam Yo,20.0,Theme
Wed Feb 19 01:50:00 2020,20 min Climb Ride,Sam Yo,20.0,Climb
Tue Feb 18 21:50:00 2020,30 min House Ride,Ben Alldis,30.0,Theme
Tue Feb 18 17:18:00 2020,30 min Tabata Ride,Alex Toussaint,30.0,Intervals
Tue Feb 18 16:19:00 2020,45 min Intervals & Arms Ride,Cody Rigsby,45.0,Intervals
Tue Feb 18 15:19:00 2020,45 min 90s Pop Ride,Jess King,45.0,Theme
Tue Feb 18 14:19:00 2020,45 min Pro Cyclist Ride,Christian Vande Velde,45.0,Pro Cyclist
Tue Feb 18 10:50:00 2020,45 min Rock Ride,Sam Yo,45.0,Theme
Tue Feb 18 09:19:00 2020,30 min Sweat Steady Ride,Jess King,30.0,Theme
Tue Feb 18 08:20:00 2020,30 min 2000s Ride,Cody Rigsby,30.0,Theme
Tue Feb 18 07:52:00 2020,20 min Country Ride,Denis Morton,20.0,Theme
Tue Feb 18 07:18:00 2020,20 min HIIT Ride,Denis Morton,20.0,Intervals
Tue Feb 18 06:30:00 2020,15 min Pop Ride,Jenn Sherman,15.0,Theme
