Original Air Date,Type,Instructor,Length
Thu Apr  4 04:48:00 2019,Fun Run,Chase Tucker,30.0
Thu Apr  4 04:00:00 2019,Fun Run,Olivia Amato,45.0
Wed Apr  3 05:49:00 2019,Intervals Running,Selena Samuela,20.0
Wed Apr  3 03:22:00 2019,Fun Run,Matt Wilpers,20.0
Wed Apr  3 02:50:00 2019,Intervals Running,Matt Wilpers,20.0
Tue Apr  2 16:52:00 2019,Fun Run,Becs Gentry,20.0
Tue Apr  2 16:30:00 2019,Speed Running,Becs Gentry,20.0
Tue Apr  2 03:48:00 2019,Intervals Running,Jess Sims,20.0
Mon Apr  1 12:51:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Mon Apr  1 03:49:00 2019,Fun Run,Olivia Amato,20.0
Mon Apr  1 02:49:00 2019,Fun Run,Selena Samuela,30.0
Sat Mar 30 06:18:00 2019,Fun Run,Chase Tucker,30.0
Fri Mar 29 04:48:00 2019,Fun Run,Matty Maggiacomo,30.0
Fri Mar 29 03:49:00 2019,Fun Run,Selena Samuela,20.0
Fri Mar 29 03:22:00 2019,Fun Run,Rebecca Kennedy,20.0
Thu Mar 28 14:19:00 2019,Fun Run,Jess Sims,45.0
Thu Mar 28 04:49:00 2019,Fun Run,Chase Tucker,30.0
Wed Mar 27 16:20:00 2019,Heart Rate Running,Rebecca Kennedy,60.0
Wed Mar 27 03:32:00 2019,Endurance,Matt Wilpers,10.0
Tue Mar 26 05:32:00 2019,Endurance,Becs Gentry,10.0
Mon Mar 25 04:31:00 2019,Endurance,Olivia Amato,10.0
Mon Mar 25 03:48:00 2019,Intervals Running,Olivia Amato,30.0
Sat Mar 23 10:52:00 2019,Intervals Running,Matty Maggiacomo,20.0
Sat Mar 23 06:19:00 2019,Intervals Running,Robin Arzon,20.0
Fri Mar 22 04:51:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri Mar 22 03:49:00 2019,Intervals Running,Selena Samuela,20.0
Thu Mar 21 02:49:00 2019,Speed Running,Becs Gentry,30.0
Wed Mar 20 03:25:00 2019,Fun Run,Matt Wilpers,20.0
Mon Mar 18 02:48:00 2019,Speed Running,Selena Samuela,30.0
Sun Mar 17 07:02:00 2019,Endurance,Rebecca Kennedy,10.0
Sun Mar 17 06:19:00 2019,Intervals Running,Rebecca Kennedy,30.0
Sat Mar 16 05:20:00 2019,Heart Rate Running,Becs Gentry,45.0
Fri Mar 15 03:48:00 2019,Fun Run,Selena Samuela,20.0
Wed Mar 13 02:48:00 2019,Fun Run,Matt Wilpers,30.0
Tue Mar 12 05:32:00 2019,Endurance,Becs Gentry,10.0
Sun Mar 10 06:19:00 2019,Intervals Running,Rebecca Kennedy,30.0
Sat Mar  9 06:18:00 2019,Fun Run,Robin Arzon,20.0
Wed Mar  6 04:49:00 2019,Intervals Running,Andy Speer,20.0
Tue Mar  5 04:51:00 2019,Intervals Running,Becs Gentry,30.0
Sat Mar  2 05:19:00 2019,Fun Run,Becs Gentry,45.0
Fri Mar  1 04:22:00 2019,Fun Run,Becs Gentry,20.0
Thu Feb 28 02:49:00 2019,Heart Rate Running,Becs Gentry,30.0
Wed Feb 27 15:19:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed Feb 27 04:50:00 2019,Heart Rate Running,Andy Speer,30.0
Tue Feb 26 05:22:00 2019,Intervals Running,Becs Gentry,20.0
Tue Feb 26 04:49:00 2019,Fun Run,Becs Gentry,20.0
Sun Feb 24 06:19:00 2019,Fun Run,Rebecca Kennedy,30.0
Tue Feb 19 15:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Feb 19 04:50:00 2019,Fun Run,Becs Gentry,30.0
Sat Feb 16 06:19:00 2019,Intervals Running,Olivia Amato,30.0
Wed Feb 13 14:18:00 2019,Fun Run,Chase Tucker,45.0
Wed Feb 13 05:22:00 2019,Fun Run,Andy Speer,20.0
Tue Feb 12 03:49:00 2019,Fun Run,Jess Sims,30.0
Sat Feb  9 10:33:00 2019,Endurance,Matty Maggiacomo,20.0
Fri Feb  8 03:22:00 2019,Fun Run,Rebecca Kennedy,20.0
Fri Feb  8 02:49:00 2019,Intervals Running,Rebecca Kennedy,20.0
Thu Feb  7 02:50:00 2019,Heart Rate Running,Becs Gentry,20.0
Wed Feb  6 03:22:00 2019,Fun Run,Matt Wilpers,20.0
Tue Feb  5 04:49:00 2019,Intervals Running,Becs Gentry,30.0
Sat Feb  2 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Feb  1 03:49:00 2019,Intervals Running,Selena Samuela,20.0
Tue Jan 29 06:45:00 2019,Warm Up/Cool Down Running,Andy Speer,10.0
Tue Jan 29 04:22:00 2019,Fun Run,Jess Sims,20.0
Sun Jan 27 09:52:00 2019,Intervals Running,Selena Samuela,20.0
Sun Jan 27 09:17:00 2019,Speed Running,Selena Samuela,20.0
Sun Jan 27 05:19:00 2019,Fun Run,Andy Speer,45.0
Sat Jan 26 09:49:00 2019,Intervals Running,Matty Maggiacomo,20.0
Fri Jan 25 05:50:00 2019,Speed Running,Becs Gentry,30.0
Fri Jan 25 05:32:00 2019,Endurance,Matty Maggiacomo,10.0
Thu Jan 24 02:49:00 2019,Intervals Running,Becs Gentry,20.0
Tue Jan 22 05:32:00 2019,Endurance,Becs Gentry,10.0
Mon Jan 21 03:22:00 2019,Speed Running,Rebecca Kennedy,20.0
Thu Jan 17 03:22:00 2019,Speed Running,Becs Gentry,20.0
Wed Jan 16 04:49:00 2019,Fun Run,Andy Speer,30.0
Wed Jan 16 03:32:00 2019,Endurance,Matt Wilpers,10.0
Tue Jan 15 04:49:00 2019,Heart Rate Running,Becs Gentry,30.0
Mon Jan 14 05:51:00 2019,Speed Running,Becs Gentry,45.0
Mon Jan 14 04:22:00 2019,Fun Run,Rebecca Kennedy,20.0
Sun Jan 13 09:48:00 2019,Endurance,Selena Samuela,20.0
Sat Jan 12 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Jan 11 02:49:00 2019,Intervals Running,Rebecca Kennedy,20.0
Wed Jan  9 02:49:00 2019,Fun Run,Becs Gentry,20.0
Thu Jan  3 10:32:00 2019,Intervals Running,Selena Samuela,20.0
Thu Jan  3 05:49:00 2019,Speed Running,Matty Maggiacomo,20.0
Thu Jan  3 03:21:00 2019,Speed Running,Becs Gentry,20.0
Thu Jan  3 02:50:00 2019,Intervals Running,Becs Gentry,20.0
Wed Jan  2 07:39:00 2019,Speed Running,Matty Maggiacomo,20.0
Tue Jan  1 09:31:00 2019,Intervals Running,Andy Speer,20.0
Tue Jan  1 07:50:00 2019,Endurance,Becs Gentry,30.0
Mon Dec 31 10:37:00 2018,Speed Running,Becs Gentry,30.0
Sun Dec 30 10:59:00 2018,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Sun Dec 30 10:22:00 2018,Intervals Running,Matty Maggiacomo,30.0
Sun Dec 30 09:50:00 2018,Warm Up/Cool Down Running,Selena Samuela,10.0
Sun Dec 30 09:20:00 2018,Speed Running,Selena Samuela,20.0
Fri Dec 28 05:54:00 2018,Fun Run,Jess Sims,30.0
Fri Dec 28 02:49:00 2018,Fun Run,Andy Speer,30.0
Wed Dec 26 05:18:00 2018,Fun Run,Becs Gentry,45.0
Tue Dec 25 09:33:00 2018,Fun Run,Jess Sims,20.0
Sun Dec 23 10:26:00 2018,Intervals Running,Selena Samuela,30.0
Sat Dec 22 09:17:00 2018,Intervals Running,Jess Sims,20.0
Wed Dec 19 07:11:00 2018,Intervals Running,Selena Samuela,20.0
Wed Dec 19 06:53:00 2018,Warm Up/Cool Down Running,Selena Samuela,10.0
Mon Dec 17 04:22:00 2018,Intervals Running,Rebecca Kennedy,20.0
Mon Dec 17 02:49:00 2018,Speed Running,Selena Samuela,30.0
Sun Dec 16 05:20:00 2018,Heart Rate Running,Andy Speer,45.0
Sat Dec 15 10:33:00 2018,Fun Run,Jess Sims,20.0
Thu Dec 13 03:22:00 2018,Fun Run,Becs Gentry,20.0
Wed Dec 12 15:19:00 2018,Fun Run,Rebecca Kennedy,45.0
Wed Dec 12 04:49:00 2018,Intervals Running,Andy Speer,20.0
Fri Dec  7 02:49:00 2018,Heart Rate Running,Becs Gentry,30.0
Thu Dec  6 02:51:00 2018,Speed Running,Becs Gentry,20.0
Wed Dec  5 03:22:00 2018,Fun Run,Matty Maggiacomo,20.0
Mon Dec  3 07:46:00 2018,Warm Up/Cool Down Running,Becs Gentry,10.0
Sat Dec  1 06:51:00 2018,Endurance,Robin Arzon,20.0
Fri Nov 30 09:00:00 2018,Speed Running,Becs Gentry,20.0
Fri Nov 30 07:35:00 2018,Speed Running,Andy Speer,20.0
Fri Nov 30 07:03:00 2018,Fun Run,Andy Speer,20.0
Thu Nov 29 05:50:00 2018,Intervals Running,Matty Maggiacomo,20.0
Thu Nov 29 02:49:00 2018,Intervals Running,Becs Gentry,30.0
Wed Nov 28 06:09:00 2018,Warm Up/Cool Down Running,Selena Samuela,10.0
Tue Nov 27 03:22:00 2018,Speed Running,Matt Wilpers,20.0
Mon Nov 26 04:22:00 2018,Speed Running,Rebecca Kennedy,20.0
Wed Nov 21 06:22:00 2018,Fun Run,Jess Sims,20.0
Wed Nov 21 05:31:00 2018,Endurance,Andy Speer,10.0
Tue Nov 20 03:32:00 2018,Endurance,Matt Wilpers,10.0
Fri Nov 16 10:10:00 2018,Speed Running,Becs Gentry,20.0
Wed Nov 14 04:49:00 2018,Fun Run,Andy Speer,20.0
Tue Nov 13 08:49:00 2018,Fun Run,Andy Speer,20.0
Thu Nov  8 03:22:00 2018,Speed Running,Becs Gentry,20.0
Mon Nov  5 13:51:00 2018,Warm Up/Cool Down Running,Becs Gentry,10.0
Sun Nov  4 07:02:00 2018,Endurance,Andy Speer,10.0
Wed Oct 31 07:57:00 2018,Endurance,Olivia Amato,10.0
Tue Oct 30 02:50:00 2018,Fun Run,Matty Maggiacomo,45.0
Fri Oct 26 03:22:00 2018,Fun Run,Becs Gentry,20.0
Thu Oct 25 06:22:00 2018,Endurance,Matty Maggiacomo,10.0
Thu Oct 25 05:49:00 2018,Intervals Running,Matty Maggiacomo,20.0
Wed Oct 24 14:26:00 2018,Warm Up/Cool Down Running,Selena Samuela,10.0
Wed Oct 24 02:49:00 2018,Intervals Running,Becs Gentry,45.0
Tue Oct 23 03:22:00 2018,Speed Running,Olivia Amato,20.0
Mon Oct 22 09:08:00 2018,Running Skills,Becs Gentry,5.0
Mon Oct 15 14:37:00 2018,Warm Up/Cool Down Running,Andy Speer,10.0
Fri Oct 12 03:22:00 2018,Speed Running,Becs Gentry,20.0
Fri Oct 12 03:00:00 2018,Fun Run,Becs Gentry,20.0
Thu Oct 11 17:02:00 2018,Endurance,Selena Samuela,10.0
Thu Oct 11 07:57:00 2018,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Thu Oct 11 03:10:00 2018,Speed Running,Becs Gentry,30.0
Tue Oct  9 03:21:00 2018,Fun Run,Matt Wilpers,20.0
Fri Oct  5 07:37:00 2018,Running Skills,Andy Speer,5.0
Fri Oct  5 03:22:00 2018,Speed Running,Becs Gentry,20.0
Fri Sep 21 06:33:00 2018,Endurance,Rebecca Kennedy,10.0
Fri Sep 21 04:49:00 2018,Intervals Running,Matty Maggiacomo,30.0
Fri Sep 14 04:49:00 2018,Intervals Running,Matty Maggiacomo,30.0
Fri Sep 14 03:22:00 2018,Fun Run,Becs Gentry,20.0
Thu Sep 13 02:50:00 2018,Intervals Running,Becs Gentry,30.0
Tue Sep 11 05:32:00 2018,Warm Up/Cool Down Running,Selena Samuela,10.0
Fri Sep  7 03:22:00 2018,Fun Run,Becs Gentry,20.0
Fri Sep  7 02:50:00 2018,Intervals Running,Becs Gentry,20.0
Wed Sep  5 05:32:00 2018,Endurance,Olivia Amato,10.0
Sat Sep  1 05:19:00 2018,Endurance,Becs Gentry,45.0
Fri Aug 31 04:49:00 2018,Fun Run,Matty Maggiacomo,30.0
Fri Aug 31 03:22:00 2018,Fun Run,Becs Gentry,20.0
Fri Aug 24 04:51:00 2018,Fun Run,Matty Maggiacomo,30.0
Fri Aug 24 03:21:00 2018,Fun Run,Becs Gentry,20.0
Thu Aug 23 02:50:00 2018,Intervals Running,Becs Gentry,20.0
Wed Aug 22 04:49:00 2018,Intervals Running,Olivia Amato,30.0
Sat Aug 18 05:20:00 2018,Endurance,Becs Gentry,45.0
Fri Aug 17 04:53:00 2018,Fun Run,Matty Maggiacomo,30.0
Mon Aug 13 03:22:00 2018,Fun Run,Becs Gentry,20.0
Mon Aug 13 02:49:00 2018,Intervals Running,Becs Gentry,20.0
Fri Aug 10 02:54:00 2018,Intervals Running,Becs Gentry,20.0
Thu Aug  9 02:49:00 2018,Intervals Running,Becs Gentry,20.0
Wed Aug  8 15:18:00 2018,Fun Run,Becs Gentry,45.0
Tue Aug  7 02:50:00 2018,Endurance,Matt Wilpers,45.0
Fri Aug  3 03:21:00 2018,Fun Run,Olivia Amato,20.0
Fri Jul 27 04:49:00 2018,Fun Run,Selena Samuela,30.0
Thu Jul 26 03:50:00 2018,Intervals Running,Becs Gentry,30.0
Thu Jul 26 03:22:00 2018,Fun Run,Chase Tucker,20.0
Tue Jul 24 13:52:00 2018,Endurance,Rebecca Kennedy,10.0
Fri Jul  6 06:47:00 2018,Endurance,Becs Gentry,30.0
Thu Jul  5 05:20:00 2018,Fun Run,Chase Tucker,45.0
Tue Jul  3 04:50:00 2018,Endurance,Selena Samuela,30.0
Fri Jun 29 04:49:00 2018,Fun Run,Selena Samuela,30.0
Fri Jun 22 06:20:00 2018,Intervals Running,Chase Tucker,20.0
Thu Jun 21 02:50:00 2018,Intervals Running,Chase Tucker,20.0
Wed Jun 13 04:50:00 2018,Intervals Running,Rebecca Kennedy,30.0
Sun Jun 10 05:20:00 2018,Speed Running,Matty Maggiacomo,45.0
Wed May 30 04:50:00 2018,Intervals Running,Rebecca Kennedy,30.0
Wed May  2 04:50:00 2018,Endurance,Rebecca Kennedy,30.0
Tue Apr 10 07:12:00 2018,Fun Run,Rebecca Kennedy,45.0
Fri May 31 09:00:00 2019,Scenic (Running),None,15.0
Fri Dec 29 08:00:00 2017,Scenic (Running),None,15.0
Tue Aug 30 11:00:00 2016,Scenic (Running),None,30.0
Fri Jun 29 11:00:00 2018,Scenic (Running),None,30.0
Fri Mar 29 09:00:00 2019,Scenic (Running),None,15.0
Tue Apr 30 15:00:00 2019,Scenic (Running),None,10.0
Wed Nov 30 07:00:00 2016,Scenic (Running),None,15.0
Tue Oct 31 08:00:00 2017,Scenic (Running),None,20.0
Fri May 31 09:00:00 2019,Scenic (Running),None,30.0
Mon Jan 30 10:00:00 2017,Scenic (Running),None,15.0
Wed Aug 30 08:00:00 2017,Scenic (Running),None,15.0
Mon Apr 30 08:00:00 2018,Scenic (Running),None,20.0
Fri Sep 29 08:00:00 2017,Scenic (Running),None,10.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,15.0
Mon Apr 30 08:00:00 2018,Scenic (Running),None,15.0
Fri Aug 31 09:00:00 2018,Scenic (Running),None,20.0
Fri Jun 30 08:00:00 2017,Scenic (Running),None,60.0
Fri May 31 09:00:00 2019,Scenic (Running),None,15.0
Tue Feb 28 10:00:00 2017,Scenic (Running),None,15.0
Wed Nov 30 07:00:00 2016,Scenic (Running),None,20.0
Tue Feb  5 07:00:00 2019,Scenic (Running),None,15.0
Wed Oct 31 09:00:00 2018,Scenic (Running),None,30.0
Mon Apr 30 08:00:00 2018,Scenic (Running),None,10.0
Sun Oct 30 11:00:00 2016,Scenic (Running),None,20.0
Wed Aug 30 08:00:00 2017,Scenic (Running),None,10.0
Fri Jun 30 08:00:00 2017,Scenic (Running),None,20.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,20.0
Fri Nov 30 09:00:00 2018,Scenic (Running),None,30.0
Fri Nov 15 03:47:00 2019,Fun Run,Becs Gentry,20.0
Fri Mar 29 09:00:00 2019,Scenic (Running),None,15.0
Fri Aug 31 09:00:00 2018,Scenic (Running),None,10.0
Tue Jun 28 21:00:00 2016,Scenic (Running),None,60.0
Fri Jun 30 08:00:00 2017,Scenic (Running),None,20.0
Wed Oct 31 09:00:00 2018,Scenic (Running),None,15.0
Sat Jul 30 10:00:00 2016,Scenic (Running),None,45.0
Fri Mar 30 13:00:00 2018,Scenic (Running),None,30.0
Tue Aug 30 11:00:00 2016,Scenic (Running),None,30.0
Fri May 31 09:00:00 2019,Scenic (Running),None,10.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,15.0
Sat Jul 30 10:00:00 2016,Scenic (Running),None,30.0
Sun Oct 30 11:00:00 2016,Scenic (Running),None,15.0
Thu Jan 10 09:00:00 2019,Scenic (Running),None,15.0
Wed Aug 30 08:00:00 2017,Scenic (Running),None,30.0
Tue Jul 31 07:00:00 2018,Scenic (Running),None,30.0
Fri Dec 30 10:00:00 2016,Scenic (Running),None,20.0
Thu May 10 16:59:00 2018,Scenic (Running),None,30.0
Tue Jun 28 21:00:00 2016,Scenic (Running),None,30.0
Tue Aug 30 11:12:00 2016,Scenic (Running),None,30.0
Wed Oct 31 09:00:00 2018,Scenic (Running),None,20.0
Tue Apr 30 15:00:00 2019,Scenic (Running),None,15.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,20.0
Fri Sep 29 08:00:00 2017,Scenic (Running),None,20.0
Tue Apr 30 15:00:00 2019,Scenic (Running),None,15.0
Thu Jan 10 09:00:00 2019,Scenic (Running),None,20.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,10.0
Fri Jun 29 11:00:00 2018,Scenic (Running),None,10.0
Fri Nov 30 09:00:00 2018,Scenic (Running),None,10.0
Sat Jul 30 10:00:00 2016,Scenic (Running),None,30.0
Tue Oct 31 08:00:00 2017,Scenic (Running),None,10.0
Tue May 10 21:00:00 2016,Scenic (Running),None,29.916666666666668
Tue Oct 31 08:00:00 2017,Scenic (Running),None,15.0
Fri May 31 09:00:00 2019,Scenic (Running),None,10.0
Wed May 11 21:00:00 2016,Scenic (Running),None,29.916666666666668
Thu Jan 10 09:00:00 2019,Scenic (Running),None,15.0
Mon Jul 31 08:00:00 2017,Scenic (Running),None,10.0
Tue May 30 08:00:00 2017,Scenic (Running),None,20.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,15.0
Fri Aug 31 09:00:00 2018,Scenic (Running),None,15.0
Wed Jan 31 08:00:00 2018,Scenic (Running),None,20.0
Thu Jan 10 09:00:00 2019,Scenic (Running),None,10.0
Fri Sep 29 08:00:00 2017,Scenic (Running),None,15.0
Fri Dec 30 10:00:00 2016,Scenic (Running),None,15.0
Thu Apr 27 08:00:00 2017,Scenic (Running),None,10.0
Tue Feb  5 07:00:00 2019,Scenic (Running),None,20.0
Tue Apr 30 15:00:00 2019,Scenic (Running),None,10.0
Wed Nov 30 07:00:00 2016,Scenic (Running),None,20.0
Tue Jul 31 06:58:00 2018,Scenic (Running),None,15.0
Thu May 31 08:00:00 2018,Scenic (Running),None,30.0
Fri Sep 30 11:00:00 2016,Scenic (Running),None,45.0
Mon Jan 30 10:00:00 2017,Scenic (Running),None,30.0
Tue Feb 28 10:00:00 2017,Scenic (Running),None,10.0
Sun Oct 30 11:00:00 2016,Scenic (Running),None,60.0
Thu Mar 30 08:00:00 2017,Scenic (Running),None,60.0
Sun May 15 21:00:00 2016,Scenic (Running),None,44.916666666666664
Tue Oct 31 08:00:00 2017,Scenic (Running),None,30.0
Fri Jun 30 08:00:00 2017,Scenic (Running),None,10.0
Thu Nov 30 08:00:00 2017,Scenic (Running),None,10.0
Fri Nov 30 09:00:00 2018,Scenic (Running),None,15.0
Tue Feb  5 07:00:00 2019,Scenic (Running),None,30.0
Thu May 31 08:00:00 2018,Scenic (Running),None,15.0
Thu Apr 27 08:00:00 2017,Scenic (Running),None,30.0
Tue Oct 31 08:00:00 2017,Scenic (Running),None,30.0
Thu Mar 30 08:00:00 2017,Scenic (Running),None,45.0
Wed Aug 30 08:00:00 2017,Scenic (Running),None,30.0
Fri Sep 30 11:00:00 2016,Scenic (Running),None,30.0
Tue May 10 21:00:00 2016,Scenic (Running),None,29.916666666666668
Wed Jan 31 08:00:00 2018,Scenic (Running),None,15.0
Sun Oct 30 11:00:00 2016,Scenic (Running),None,20.0
Tue Feb 28 10:00:00 2017,Scenic (Running),None,30.0
Fri Dec 30 10:00:00 2016,Scenic (Running),None,20.0
Fri Mar  1 09:00:00 2019,Scenic (Running),None,15.0
Tue Feb  5 07:00:00 2019,Scenic (Running),None,10.0
Thu Mar 30 08:00:00 2017,Scenic (Running),None,10.0
Wed Nov 30 07:00:00 2016,Scenic (Running),None,60.166666666666664
Thu Apr 27 08:00:00 2017,Scenic (Running),None,20.0
Tue Jul 31 07:00:00 2018,Scenic (Running),None,10.0
Mon Jul 31 08:00:00 2017,Scenic (Running),None,15.0
Fri Jun 29 11:00:00 2018,Scenic (Running),None,20.0
Thu Mar 30 08:00:00 2017,Scenic (Running),None,30.0
Thu Mar 30 08:00:00 2017,Scenic (Running),None,20.0
Wed Jan 31 08:00:00 2018,Scenic (Running),None,15.0
Wed Aug 22 15:19:00 2018,Fun Run,Becs Gentry,45.0
Mon Jul 31 08:00:00 2017,Scenic (Running),None,45.0
Mon Apr 30 08:00:00 2018,Scenic (Running),None,30.0
Mon Jan 30 10:00:00 2017,Scenic (Running),None,30.0
Thu Nov 30 08:00:00 2017,Scenic (Running),None,30.0
Wed Jan 22 14:21:00 2020,Speed Running,Selena Samuela,45.0
Fri Mar 29 09:00:00 2019,Scenic (Running),None,10.0
Fri Aug 31 06:19:00 2018,Fun Run,Andy Speer,30.0
Tue Jun 28 21:00:00 2016,Scenic (Running),None,30.0
Fri Dec 30 10:00:00 2016,Scenic (Running),None,60.0
Tue Jun 28 21:00:00 2016,Scenic (Running),None,30.0
Thu Jan 10 09:00:00 2019,Scenic (Running),None,30.0
Wed Oct 31 09:00:00 2018,Scenic (Running),None,15.0
Tue Feb 28 10:00:00 2017,Scenic (Running),None,30.0
Fri Sep 30 11:00:00 2016,Scenic (Running),None,30.0
Thu Nov 30 08:00:00 2017,Scenic (Running),None,20.0
Fri Mar 30 07:00:00 2018,Scenic (Running),None,10.0
Sun Oct 30 11:00:00 2016,Scenic (Running),None,60.0
Tue Jul 31 07:00:00 2018,Scenic (Running),None,30.0
Fri Sep 29 08:00:00 2017,Scenic (Running),None,30.0
Fri Mar  1 11:00:00 2019,Scenic (Running),None,10.0
Wed Aug 30 08:00:00 2017,Scenic (Running),None,20.0
Tue May 30 08:00:00 2017,Scenic (Running),None,20.0
Fri Sep 28 12:00:00 2018,Scenic (Running),None,10.0
Thu Jul  4 03:00:00 2019,Fun Run,Tread Instructors 2019 ,45.0
Fri Sep 28 12:00:00 2018,Scenic (Running),None,15.0
Mon Jan 30 10:00:00 2017,Scenic (Running),None,20.0
Fri Dec 29 08:00:00 2017,Scenic (Running),None,30.0
Fri Sep 28 12:00:00 2018,Scenic (Running),None,20.0
Fri Nov 30 09:00:00 2018,Scenic (Running),None,20.0
Tue May 30 08:00:00 2017,Scenic (Running),None,10.0
Mon Jan 30 10:00:00 2017,Scenic (Running),None,45.0
Fri Mar 29 09:00:00 2019,Scenic (Running),None,20.0
Tue Apr 30 15:00:00 2019,Scenic (Running),None,30.0
Fri Mar  1 09:00:00 2019,Scenic (Running),None,10.0
Fri Mar 29 09:00:00 2019,Scenic (Running),None,30.0
Fri Jun 29 11:00:00 2018,Scenic (Running),None,30.0
Wed Jan 31 08:00:00 2018,Scenic (Running),None,10.0
Mon Jul 31 08:00:00 2017,Scenic (Running),None,20.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,30.0
Fri Jun 30 08:00:00 2017,Scenic (Running),None,10.0
Thu Apr  5 15:31:00 2018,Scenic (Running),None,10.0
Fri Sep 28 12:00:00 2018,Scenic (Running),None,20.0
Thu Apr 27 08:00:00 2017,Scenic (Running),None,15.0
Mon Apr 30 08:00:00 2018,Scenic (Running),None,15.0
Fri Apr 27 07:00:00 2018,Scenic (Running),None,10.0
Fri Sep 29 08:00:00 2017,Scenic (Running),None,30.0
Thu Apr 27 08:00:00 2017,Scenic (Running),None,45.0
Fri Aug 31 09:00:00 2018,Scenic (Running),None,10.0
Tue Feb  5 07:00:00 2019,Scenic (Running),None,30.0
Wed Oct 31 09:00:00 2018,Scenic (Running),None,10.0
Thu May 31 08:00:00 2018,Scenic (Running),None,10.0
Mon Jul 31 08:00:00 2017,Scenic (Running),None,15.0
Fri Nov 30 09:00:00 2018,Scenic (Running),None,15.0
Fri Aug 31 09:00:00 2018,Scenic (Running),None,15.0
Fri Sep 30 11:00:00 2016,Scenic (Running),None,30.0
Tue Feb 28 10:00:00 2017,Scenic (Running),None,20.0
Wed Jan 15 16:18:00 2020,Fun Run,Rebecca Kennedy,30.0
Wed Nov 30 07:00:00 2016,Scenic (Running),None,60.0
Tue May 30 08:00:00 2017,Scenic (Running),None,20.0
Tue May 30 08:00:00 2017,Scenic (Running),None,60.0
Fri Dec 30 10:00:00 2016,Scenic (Running),None,60.0
Wed Dec 11 15:18:00 2019,Fun Run,Matty Maggiacomo,30.0
Sat Jul 30 10:00:00 2016,Scenic (Running),None,60.0
Thu May 31 08:00:00 2018,Scenic (Running),None,10.0
Sat Jul 30 10:00:00 2016,Scenic (Running),None,30.0
Fri Mar  1 09:00:00 2019,Scenic (Running),None,20.0
Fri Dec 29 08:00:00 2017,Scenic (Running),None,20.0
Fri Dec 29 08:00:00 2017,Scenic (Running),None,15.0
Tue Jul 31 07:00:00 2018,Scenic (Running),None,20.0
Thu Nov 30 08:00:00 2017,Scenic (Running),None,15.0
Fri Sep 28 12:00:00 2018,Scenic (Running),None,30.0
Tue Jun 28 21:00:00 2016,Scenic (Running),None,45.0
