Original Air Date,Type,Instructor,Length
Thu Dec 19 02:47:00 2019,Fun Run,Becs Gentry,20.0
Wed Dec 18 15:18:00 2019,Fun Run,Matty Maggiacomo,30.0
Wed Dec 18 14:17:00 2019,Intervals Running,Chase Tucker,45.0
Wed Dec 18 04:46:00 2019,Fun Run,Andy Speer,20.0
Wed Dec 18 04:11:00 2019,Intervals Running,Robin Arzon,30.0
Wed Dec 18 03:47:00 2019,Intervals Running,Robin Arzon,10.0
Wed Dec 18 02:49:00 2019,Endurance,Matt Wilpers,30.0
Tue Dec 17 16:19:00 2019,Intervals Running,Becs Gentry,45.0
Tue Dec 17 04:11:00 2019,Intervals Running,Olivia Amato,30.0
Tue Dec 17 03:48:00 2019,Endurance,Olivia Amato,10.0
Mon Dec 16 15:19:00 2019,Fun Run,Rebecca Kennedy,45.0
Mon Dec 16 14:51:00 2019,Fun Run,Robin Arzon,20.0
Mon Dec 16 14:16:00 2019,Fun Run,Robin Arzon,20.0
Mon Dec 16 04:12:00 2019,Fun Run,Becs Gentry,30.0
Mon Dec 16 03:48:00 2019,Speed Running,Becs Gentry,10.0
Sun Dec 15 09:19:00 2019,Speed Running,Chase Tucker,45.0
Sun Dec 15 08:46:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Sun Dec 15 07:46:00 2019,Intervals Running,Matt Wilpers,45.0
Sun Dec 15 05:18:00 2019,Fun Run,Andy Speer,45.0
Sat Dec 14 06:17:00 2019,Intervals Running,Chase Tucker,20.0
Fri Dec 13 08:47:00 2019,Fun Run,Andy Speer,30.0
Fri Dec 13 04:48:00 2019,Fun Run,Matty Maggiacomo,45.0
Fri Dec 13 04:21:00 2019,Fun Run,Selena Samuela,20.0
Fri Dec 13 03:48:00 2019,Fun Run,Selena Samuela,20.0
Fri Dec 13 02:49:00 2019,Fun Run,Rebecca Kennedy,30.0
Fri Dec 13 05:00:00 2019,Fun Run,Olivia Amato,30.0
Thu Dec 12 03:47:00 2019,Endurance,Jess Sims,10.0
Thu Dec 12 02:48:00 2019,Fun Run,Becs Gentry,20.0
Wed Dec 11 03:48:00 2019,Intervals Running,Andy Speer,10.0
Wed Dec 11 03:22:00 2019,Fun Run,Matt Wilpers,20.0
Tue Dec 10 15:20:00 2019,Fun Run,Selena Samuela,20.0
Tue Dec 10 04:47:00 2019,Intervals Running,Olivia Amato,20.0
Mon Dec  9 14:16:00 2019,Intervals Running,Robin Arzon,30.0
Mon Dec  9 04:47:00 2019,Speed Running,Jess Sims,20.0
Mon Dec  9 04:11:00 2019,Fun Run,Selena Samuela,30.0
Mon Dec  9 03:48:00 2019,Intervals Running,Selena Samuela,10.0
Mon Dec  9 02:47:00 2019,Fun Run,Olivia Amato,45.0
Sun Dec  8 07:47:00 2019,Endurance,Matt Wilpers,60.0
Sun Dec  8 06:20:00 2019,Fun Run,Rebecca Kennedy,20.0
Sat Dec  7 09:35:00 2019,Intervals Running,Matty Maggiacomo,20.0
Sat Dec  7 05:18:00 2019,Intervals Running,Matty Maggiacomo,30.0
Fri Dec  6 03:49:00 2019,Intervals Running,Selena Samuela,20.0
Thu Dec  5 14:15:00 2019,Fun Run,Olivia Amato,45.0
Thu Dec  5 04:48:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Dec  5 03:48:00 2019,Intervals Running,Jess Sims,10.0
Wed Dec  4 14:19:00 2019,Fun Run,Chase Tucker,45.0
Wed Dec  4 10:20:00 2019,Warm Up/Cool Down Running,Rebecca Kennedy,10.0
Wed Dec  4 04:47:00 2019,Intervals Running,Andy Speer,20.0
Wed Dec  4 03:10:00 2019,Intervals Running,Matt Wilpers,30.0
Wed Dec  4 02:47:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Tue Dec  3 04:49:00 2019,Intervals Running,Olivia Amato,30.0
Tue Dec  3 04:12:00 2019,Intervals Running,Jess Sims,30.0
Mon Dec  2 16:17:00 2019,Fun Run,Selena Samuela,60.0
Mon Dec  2 14:18:00 2019,Intervals Running,Robin Arzon,20.0
Sun Dec  1 07:50:00 2019,Endurance,Becs Gentry,60.0
Sun Dec  1 06:20:00 2019,Fun Run,Rebecca Kennedy,45.0
Sat Nov 30 06:17:00 2019,Intervals Running,Olivia Amato,20.0
Sat Nov 30 05:17:00 2019,Intervals Running,Becs Gentry,45.0
Fri Nov 29 07:49:00 2019,Fun Run,Jess Sims,60.0
Fri Nov 29 07:02:00 2019,Endurance,Andy Speer,10.0
Fri Nov 29 06:18:00 2019,Fun Run,Andy Speer,30.0
Wed Nov 27 09:00:00 2019,Scenic (Running),None,10.0
Wed Nov 27 09:00:00 2019,Scenic (Running),None,15.0
Wed Nov 27 09:00:00 2019,Scenic (Running),None,20.0
Wed Nov 27 09:00:00 2019,Scenic (Running),None,15.0
Wed Nov 27 09:00:00 2019,Scenic (Running),None,30.0
Wed Nov 27 04:48:00 2019,Speed Running,Andy Speer,20.0
Tue Nov 26 15:18:00 2019,Fun Run,Selena Samuela,45.0
Tue Nov 26 04:48:00 2019,Intervals Running,Olivia Amato,30.0
Tue Nov 26 03:47:00 2019,Speed Running,Jess Sims,45.0
Mon Nov 25 15:19:00 2019,Intervals Running,Rebecca Kennedy,20.0
Mon Nov 25 14:18:00 2019,Intervals Running,Robin Arzon,30.0
Mon Nov 25 05:23:00 2019,Intervals Running,Jess Sims,20.0
Mon Nov 25 02:53:00 2019,Fun Run,Selena Samuela,45.0
Sun Nov 24 07:48:00 2019,Intervals Running,Matt Wilpers,45.0
Sat Nov 23 06:17:00 2019,Fun Run,Chase Tucker,30.0
Sat Nov 23 05:19:00 2019,Intervals Running,Matty Maggiacomo,45.0
Fri Nov 22 08:48:00 2019,Fun Run,Andy Speer,30.0
Fri Nov 22 04:48:00 2019,Intervals Running,Matty Maggiacomo,30.0
Fri Nov 22 04:21:00 2019,Fun Run,Selena Samuela,20.0
Fri Nov 22 03:49:00 2019,Fun Run,Selena Samuela,20.0
Thu Nov 21 15:17:00 2019,Fun Run,Becs Gentry,30.0
Thu Nov 21 14:18:00 2019,Fun Run,Olivia Amato,45.0
Thu Nov 21 04:47:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Nov 21 03:49:00 2019,Intervals Running,Jess Sims,30.0
Wed Nov 20 04:47:00 2019,Fun Run,Andy Speer,20.0
Wed Nov 20 03:21:00 2019,Intervals Running,Matt Wilpers,20.0
Wed Nov 20 02:47:00 2019,Fun Run,Matt Wilpers,20.0
Tue Nov 19 14:19:00 2019,Fun Run,Rebecca Kennedy,45.0
Tue Nov 19 05:21:00 2019,Fun Run,Olivia Amato,20.0
Tue Nov 19 04:48:00 2019,Fun Run,Olivia Amato,20.0
Mon Nov 18 15:17:00 2019,Fun Run,Chase Tucker,45.0
Mon Nov 18 14:51:00 2019,Fun Run,Robin Arzon,20.0
Mon Nov 18 14:20:00 2019,Fun Run,Robin Arzon,20.0
Mon Nov 18 03:49:00 2019,Intervals Running,Olivia Amato,30.0
Mon Nov 18 03:21:00 2019,Fun Run,Selena Samuela,20.0
Mon Nov 18 02:49:00 2019,Fun Run,Selena Samuela,20.0
Sun Nov 17 08:32:00 2019,Intervals Running,Matt Wilpers,20.0
Sun Nov 17 07:47:00 2019,Fun Run,Matt Wilpers,30.0
Sat Nov 16 05:18:00 2019,Speed Running,Becs Gentry,45.0
Fri Nov 15 09:00:00 2019,Fun Run,Andy Speer,30.0
Fri Nov 15 05:32:00 2019,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Fri Nov 15 04:48:00 2019,Speed Running,Matty Maggiacomo,30.0
Fri Nov 15 04:22:00 2019,Intervals Running,Becs Gentry,20.0
Fri Nov 15 02:48:00 2019,Fun Run,Rebecca Kennedy,20.0
Thu Nov 14 14:15:00 2019,Fun Run,Olivia Amato,45.0
Thu Nov 14 03:48:00 2019,Intervals Running,Jess Sims,45.0
Thu Nov 14 03:32:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Thu Nov 14 02:48:00 2019,Intervals Running,Becs Gentry,30.0
Tue Nov 12 16:18:00 2019,Endurance,Becs Gentry,60.0
Tue Nov 12 15:40:00 2019,Intervals Running,Selena Samuela,30.0
Tue Nov 12 15:18:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Tue Nov 12 04:47:00 2019,Intervals Running,Chase Tucker,30.0
Tue Nov 12 04:32:00 2019,Warm Up/Cool Down Running,Jess Sims,10.0
Tue Nov 12 02:48:00 2019,Intervals Running,Andy Speer,45.0
Mon Nov 11 16:19:00 2019,Fun Run,Matty Maggiacomo,60.0
Mon Nov 11 15:01:00 2019,Warm Up/Cool Down Running,Robin Arzon,10.0
Mon Nov 11 14:17:00 2019,Intervals Running,Robin Arzon,30.0
Mon Nov 11 04:32:00 2019,Endurance,Becs Gentry,10.0
Mon Nov 11 03:49:00 2019,Intervals Running,Becs Gentry,30.0
Mon Nov 11 02:49:00 2019,Intervals Running,Selena Samuela,30.0
Sun Nov 10 07:49:00 2019,Fun Run,Matt Wilpers,60.0
Sun Nov 10 06:17:00 2019,Fun Run,Selena Samuela,45.0
Sat Nov  9 05:30:00 2019,Intervals Running,Becs Gentry,45.0
Fri Nov  8 08:47:00 2019,Fun Run,Andy Speer,30.0
Fri Nov  8 03:49:00 2019,Intervals Running,Selena Samuela,20.0
Fri Nov  8 02:49:00 2019,Fun Run,Rebecca Kennedy,30.0
Thu Nov  7 16:19:00 2019,Fun Run,Becs Gentry,60.0
Thu Nov  7 04:51:00 2019,Intervals Running,Matty Maggiacomo,20.0
Wed Nov  6 15:19:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Nov  6 11:30:00 2019,Intervals Running,Selena Samuela,20.0
Wed Nov  6 04:47:00 2019,Fun Run,Andy Speer,20.0
Tue Nov  5 16:18:00 2019,Intervals Running,Becs Gentry,45.0
Tue Nov  5 15:18:00 2019,Fun Run,Selena Samuela,45.0
Tue Nov  5 05:31:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Tue Nov  5 04:47:00 2019,Intervals Running,Olivia Amato,30.0
Tue Nov  5 03:47:00 2019,Intervals Running,Jess Sims,20.0
Mon Nov  4 15:19:00 2019,Intervals Running,Chase Tucker,45.0
Mon Nov  4 14:16:00 2019,Intervals Running,Robin Arzon,20.0
Mon Nov  4 03:49:00 2019,Fun Run,Olivia Amato,20.0
Sun Nov  3 07:49:00 2019,Fun Run,Selena Samuela,60.0
Sun Nov  3 05:18:00 2019,Fun Run,Andy Speer,30.0
Sat Nov  2 06:40:00 2019,Fun Run,Chase Tucker,30.0
Sat Nov  2 06:17:00 2019,Warm Up/Cool Down Running,Chase Tucker,10.0
Fri Nov  1 08:47:00 2019,Fun Run,Andy Speer,30.0
Fri Nov  1 04:47:00 2019,Fun Run,Matty Maggiacomo,30.0
Fri Nov  1 03:48:00 2019,Fun Run,Selena Samuela,20.0
Thu Oct 31 14:16:00 2019,Fun Run,Olivia Amato,45.0
Thu Oct 31 09:00:00 2019,Scenic (Running),None,30.0
Thu Oct 31 09:00:00 2019,Scenic (Running),None,20.0
Thu Oct 31 09:00:00 2019,Scenic (Running),None,15.0
Thu Oct 31 09:00:00 2019,Scenic (Running),None,15.0
Thu Oct 31 09:00:00 2019,Scenic (Running),None,10.0
Thu Oct 31 05:21:00 2019,Intervals Running,Matty Maggiacomo,20.0
Thu Oct 31 04:48:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Oct 31 03:48:00 2019,Fun Run,Jess Sims,30.0
Thu Oct 31 02:49:00 2019,Fun Run,Becs Gentry,45.0
Wed Oct 30 15:19:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Oct 30 14:17:00 2019,Intervals Running,Chase Tucker,45.0
Wed Oct 30 03:11:00 2019,Intervals Running,Matt Wilpers,30.0
Wed Oct 30 02:48:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Tue Oct 29 16:19:00 2019,Endurance,Becs Gentry,60.0
Tue Oct 29 15:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Oct 29 04:48:00 2019,Fun Run,Olivia Amato,20.0
Tue Oct 29 04:22:00 2019,Speed Running,Jess Sims,20.0
Mon Oct 28 16:20:00 2019,Fun Run,Rebecca Kennedy,30.0
Mon Oct 28 14:16:00 2019,Intervals Running,Robin Arzon,30.0
Mon Oct 28 12:32:00 2019,Endurance,Becs Gentry,30.0
Mon Oct 28 04:46:00 2019,Fun Run,Jess Sims,45.0
Mon Oct 28 03:47:00 2019,Fun Run,Olivia Amato,45.0
Mon Oct 28 03:32:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Mon Oct 28 02:48:00 2019,Speed Running,Selena Samuela,30.0
Sun Oct 27 07:46:00 2019,Endurance,Matt Wilpers,60.0
Sat Oct 26 06:18:00 2019,Speed Running,Chase Tucker,30.0
Sat Oct 26 05:17:00 2019,Intervals Running,Becs Gentry,45.0
Fri Oct 25 06:50:00 2019,Speed Running,Becs Gentry,45.0
Fri Oct 25 03:47:00 2019,Fun Run,Selena Samuela,30.0
Thu Oct 24 14:20:00 2019,Fun Run,Olivia Amato,45.0
Thu Oct 24 04:48:00 2019,Intervals Running,Matty Maggiacomo,20.0
Thu Oct 24 04:10:00 2019,Intervals Running,Jess Sims,30.0
Thu Oct 24 03:47:00 2019,Warm Up/Cool Down Running,Jess Sims,10.0
Thu Oct 24 02:49:00 2019,Fun Run,Becs Gentry,30.0
Wed Oct 23 14:18:00 2019,Fun Run,Chase Tucker,45.0
Wed Oct 23 04:50:00 2019,Fun Run,Andy Speer,20.0
Wed Oct 23 03:22:00 2019,Intervals Running,Matt Wilpers,20.0
Wed Oct 23 02:48:00 2019,Fun Run,Matt Wilpers,20.0
Tue Oct 22 16:18:00 2019,Endurance,Becs Gentry,60.0
Tue Oct 22 15:18:00 2019,Fun Run,Selena Samuela,45.0
Tue Oct 22 04:47:00 2019,Fun Run,Olivia Amato,20.0
Mon Oct 21 02:50:00 2019,Fun Run,Selena Samuela,20.0
Sun Oct 20 05:19:00 2019,Speed Running,Selena Samuela,45.0
Sat Oct 19 06:18:00 2019,Intervals Running,Chase Tucker,20.0
Sat Oct 19 05:21:00 2019,Heart Rate Running,Becs Gentry,45.0
Fri Oct 18 04:21:00 2019,Fun Run,Selena Samuela,20.0
Fri Oct 18 04:00:00 2019,Fun Run,Selena Samuela,20.0
Thu Oct 17 15:17:00 2019,Intervals Running,Andy Speer,45.0
Thu Oct 17 07:30:00 2019,Running Skills,Becs Gentry,10.0
Thu Oct 17 04:48:00 2019,Fun Run,Chase Tucker,30.0
Thu Oct 17 04:32:00 2019,Endurance,Jess Sims,10.0
Thu Oct 17 03:22:00 2019,Intervals Running,Becs Gentry,20.0
Thu Oct 17 02:50:00 2019,Fun Run,Becs Gentry,20.0
Wed Oct 16 15:19:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Oct 16 02:49:00 2019,Endurance,Matt Wilpers,30.0
Tue Oct 15 16:18:00 2019,Endurance,Becs Gentry,60.0
Tue Oct 15 15:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Oct 15 05:21:00 2019,Endurance,Olivia Amato,20.0
Tue Oct 15 04:48:00 2019,Intervals Running,Olivia Amato,20.0
Tue Oct 15 03:47:00 2019,Fun Run,Jess Sims,30.0
Tue Oct 15 02:49:00 2019,Intervals Running,Andy Speer,45.0
Mon Oct 14 14:51:00 2019,Fun Run,Robin Arzon,20.0
Mon Oct 14 14:20:00 2019,Fun Run,Robin Arzon,20.0
Mon Oct 14 04:47:00 2019,Speed Running,Jess Sims,45.0
Mon Oct 14 03:48:00 2019,Intervals Running,Olivia Amato,45.0
Mon Oct 14 03:10:00 2019,Intervals Running,Matty Maggiacomo,30.0
Mon Oct 14 02:49:00 2019,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Sun Oct 13 07:49:00 2019,Endurance,Matt Wilpers,60.0
Sun Oct 13 06:20:00 2019,Fun Run,Rebecca Kennedy,30.0
Sun Oct 13 05:19:00 2019,Fun Run,Andy Speer,45.0
Sat Oct 12 07:48:00 2019,Fun Run,Jess Sims,30.0
Sat Oct 12 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Oct 11 05:00:00 2019,Fun Run,Matty Maggiacomo,30.0
Thu Oct 10 03:49:00 2019,Speed Running,Jess Sims,20.0
Thu Oct 10 03:32:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Thu Oct 10 02:49:00 2019,Intervals Running,Becs Gentry,30.0
Wed Oct  9 15:18:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed Oct  9 04:49:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Wed Oct  9 03:47:00 2019,Intervals Running,Andy Speer,20.0
Wed Oct  9 03:22:00 2019,Fun Run,Matt Wilpers,20.0
Tue Oct  8 16:18:00 2019,Heart Rate Running,Becs Gentry,60.0
Tue Oct  8 15:22:00 2019,Fun Run,Selena Samuela,45.0
Tue Oct  8 05:10:00 2019,Speed Running,Olivia Amato,30.0
Tue Oct  8 04:48:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Tue Oct  8 03:49:00 2019,Intervals Running,Jess Sims,20.0
Mon Oct  7 16:19:00 2019,Intervals Running,Selena Samuela,30.0
Mon Oct  7 15:18:00 2019,Fun Run,Becs Gentry,45.0
Mon Oct  7 14:18:00 2019,Endurance,Robin Arzon,45.0
Mon Oct  7 04:21:00 2019,Endurance,Matty Maggiacomo,20.0
Mon Oct  7 03:49:00 2019,Intervals Running,Matty Maggiacomo,20.0
Sun Oct  6 07:48:00 2019,Fun Run,Matt Wilpers,60.0
Sat Oct  5 07:49:00 2019,Fun Run,Jess Sims,60.0
Sat Oct  5 06:40:00 2019,Intervals Running,Chase Tucker,30.0
Sat Oct  5 06:18:00 2019,Warm Up/Cool Down Running,Chase Tucker,10.0
Sat Oct  5 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Oct  4 05:21:00 2019,Intervals Running,Matty Maggiacomo,20.0
Fri Oct  4 04:48:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri Oct  4 03:48:00 2019,Fun Run,Selena Samuela,45.0
Thu Oct  3 15:16:00 2019,Fun Run,Andy Speer,45.0
Thu Oct  3 04:32:00 2019,Endurance,Jess Sims,10.0
Thu Oct  3 03:22:00 2019,Fun Run,Becs Gentry,20.0
Thu Oct  3 02:50:00 2019,Intervals Running,Becs Gentry,20.0
Wed Oct  2 14:18:00 2019,Intervals Running,Chase Tucker,45.0
Wed Oct  2 05:10:00 2019,Intervals Running,Andy Speer,30.0
Wed Oct  2 04:48:00 2019,Warm Up/Cool Down Running,Andy Speer,10.0
Wed Oct  2 03:32:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Wed Oct  2 02:47:00 2019,Speed Running,Matt Wilpers,30.0
Tue Oct  1 16:19:00 2019,Endurance,Becs Gentry,60.0
Tue Oct  1 15:20:00 2019,Fun Run,Selena Samuela,45.0
Tue Oct  1 04:49:00 2019,Fun Run,Olivia Amato,20.0
Tue Oct  1 04:22:00 2019,Intervals Running,Jess Sims,20.0
Mon Sep 30 14:17:00 2019,Fun Run,Robin Arzon,20.0
Mon Sep 30 12:16:00 2019,Intervals Running,Becs Gentry,30.0
Mon Sep 30 08:29:00 2019,Intervals Running,Rebecca Kennedy,20.0
Mon Sep 30 03:49:00 2019,Intervals Running,Olivia Amato,45.0
Mon Sep 30 02:48:00 2019,Fun Run,Selena Samuela,45.0
Sun Sep 29 07:46:00 2019,Endurance,Matt Wilpers,60.0
Sun Sep 29 05:19:00 2019,Fun Run,Andy Speer,45.0
Sat Sep 28 05:21:00 2019,Intervals Running,Becs Gentry,45.0
Fri Sep 27 09:00:00 2019,Scenic (Running),None,15.0
Fri Sep 27 09:00:00 2019,Scenic (Running),None,30.0
Fri Sep 27 09:00:00 2019,Scenic (Running),None,10.0
Fri Sep 27 09:00:00 2019,Scenic (Running),None,15.0
Fri Sep 27 09:00:00 2019,Scenic (Running),None,30.0
Fri Sep 27 04:49:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri Sep 27 02:49:00 2019,Intervals Running,Becs Gentry,30.0
Thu Sep 26 14:19:00 2019,Fun Run,Olivia Amato,45.0
Thu Sep 26 02:48:00 2019,Endurance,Becs Gentry,45.0
Wed Sep 25 15:19:00 2019,Fun Run,Matty Maggiacomo,30.0
Wed Sep 25 05:22:00 2019,Endurance,Andy Speer,20.0
Wed Sep 25 04:47:00 2019,Intervals Running,Andy Speer,20.0
Wed Sep 25 03:31:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Wed Sep 25 02:46:00 2019,Fun Run,Matt Wilpers,30.0
Tue Sep 24 17:17:00 2019,Endurance,Selena Samuela,10.0
Tue Sep 24 16:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Sep 24 08:16:00 2019,Speed Running,Becs Gentry,20.0
Tue Sep 24 07:52:00 2019,Fun Run,Becs Gentry,20.0
Tue Sep 24 05:10:00 2019,Fun Run,Olivia Amato,30.0
Tue Sep 24 04:48:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Mon Sep 23 14:17:00 2019,Intervals Running,Robin Arzon,30.0
Mon Sep 23 05:23:00 2019,Fun Run,Jess Sims,20.0
Mon Sep 23 04:49:00 2019,Speed Running,Jess Sims,20.0
Mon Sep 23 03:21:00 2019,Endurance,Selena Samuela,20.0
Mon Sep 23 02:49:00 2019,Intervals Running,Selena Samuela,20.0
Sun Sep 22 07:49:00 2019,Fun Run,Matt Wilpers,60.0
Sun Sep 22 06:18:00 2019,Fun Run,Rebecca Kennedy,20.0
Sat Sep 21 07:47:00 2019,Fun Run,Jess Sims,60.0
Sat Sep 21 06:19:00 2019,Intervals Running,Chase Tucker,20.0
Sat Sep 21 05:19:00 2019,Endurance,Becs Gentry,45.0
Fri Sep 20 06:10:00 2019,Intervals Running,Andy Speer,30.0
Fri Sep 20 04:21:00 2019,Fun Run,Selena Samuela,20.0
Fri Sep 20 03:48:00 2019,Fun Run,Selena Samuela,20.0
Thu Sep 19 14:18:00 2019,Fun Run,Olivia Amato,45.0
Thu Sep 19 04:48:00 2019,Fun Run,Matty Maggiacomo,30.0
Thu Sep 19 03:48:00 2019,Intervals Running,Jess Sims,30.0
Thu Sep 19 03:32:00 2019,Endurance,Chase Tucker,10.0
Wed Sep 18 16:19:00 2019,Fun Run,Jess Sims,45.0
Wed Sep 18 15:22:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed Sep 18 05:00:00 2019,Intervals Running,Andy Speer,30.0
Wed Sep 18 04:31:00 2019,Endurance,Selena Samuela,10.0
Wed Sep 18 03:48:00 2019,Fun Run,Selena Samuela,30.0
Wed Sep 18 03:22:00 2019,Intervals Running,Matt Wilpers,20.0
Wed Sep 18 02:46:00 2019,Fun Run,Matt Wilpers,20.0
Wed Jul 31 09:00:00 2019,Scenic (Running),None,10.0
Tue Sep 17 15:17:00 2019,Fun Run,Andy Speer,45.0
Tue Sep 17 04:00:00 2019,Fun Run,Jess Sims,20.0
Thu Jun  6 05:00:00 2019,Fun Run,Chase Tucker,45.0
Mon Sep 16 15:17:00 2019,Intervals Running,Chase Tucker,30.0
Mon Sep 16 14:51:00 2019,Endurance,Robin Arzon,20.0
Mon Sep 16 14:18:00 2019,Fun Run,Robin Arzon,20.0
Mon Sep 16 04:21:00 2019,Endurance,Olivia Amato,20.0
Mon Sep 16 03:49:00 2019,Intervals Running,Olivia Amato,20.0
Mon Sep 16 02:49:00 2019,Fun Run,Selena Samuela,30.0
Sun Sep 15 07:49:00 2019,Endurance,Matt Wilpers,60.0
Sat Sep 14 06:18:00 2019,Fun Run,Chase Tucker,30.0
Sat Sep 14 05:18:00 2019,Fun Run,Matty Maggiacomo,45.0
Fri Sep 13 04:21:00 2019,Fun Run,Selena Samuela,20.0
Fri Sep 13 03:49:00 2019,Fun Run,Selena Samuela,20.0
Thu Sep 12 14:20:00 2019,Fun Run,Selena Samuela,45.0
Wed Sep 11 14:18:00 2019,Intervals Running,Chase Tucker,45.0
Wed Sep 11 05:10:00 2019,Intervals Running,Andy Speer,30.0
Wed Sep 11 04:50:00 2019,Warm Up/Cool Down Running,Andy Speer,10.0
Tue Sep 10 05:31:00 2019,Endurance,Olivia Amato,10.0
Tue Sep 10 04:22:00 2019,Endurance,Jess Sims,20.0
Tue Sep 10 03:48:00 2019,Speed Running,Jess Sims,20.0
Mon Sep  9 16:19:00 2019,Fun Run,Matty Maggiacomo,60.0
Mon Sep  9 14:40:00 2019,Intervals Running,Robin Arzon,30.0
Mon Sep  9 14:18:00 2019,Warm Up/Cool Down Running,Robin Arzon,10.0
Mon Sep  9 03:49:00 2019,Fun Run,Olivia Amato,45.0
Mon Sep  9 02:50:00 2019,Intervals Running,Selena Samuela,30.0
Sun Sep  8 07:51:00 2019,Fun Run,Matt Wilpers,60.0
Sat Sep  7 10:08:00 2019,Intervals Running,Becs Gentry,20.0
Sat Sep  7 06:20:00 2019,Fun Run,Chase Tucker,30.0
Fri Sep  6 04:49:00 2019,Fun Run,Andy Speer,20.0
Fri Sep  6 04:23:00 2019,Fun Run,Selena Samuela,20.0
Fri Sep  6 03:55:00 2019,Fun Run,Selena Samuela,20.0
Fri Sep  6 02:49:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Sep  5 16:18:00 2019,Intervals Running,Andy Speer,20.0
Thu Sep  5 15:17:00 2019,Intervals Running,Chase Tucker,45.0
Thu Sep  5 14:18:00 2019,Intervals Running,Olivia Amato,20.0
Thu Sep  5 05:15:00 2019,Speed Running,Selena Samuela,30.0
Thu Sep  5 04:51:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Thu Sep  5 03:32:00 2019,Endurance,Jess Sims,10.0
Thu Sep  5 02:49:00 2019,Fun Run,Jess Sims,30.0
Wed Sep  4 16:19:00 2019,Fun Run,Rebecca Kennedy,30.0
Wed Sep  4 03:22:00 2019,Fun Run,Matt Wilpers,20.0
Wed Sep  4 02:48:00 2019,Intervals Running,Matt Wilpers,20.0
Tue Sep  3 16:19:00 2019,Endurance,Becs Gentry,60.0
Tue Sep  3 04:49:00 2019,Intervals Running,Olivia Amato,30.0
Tue Sep  3 03:49:00 2019,Warm Up/Cool Down Running,Jess Sims,10.0
Mon Sep  2 07:49:00 2019,Heart Rate Running,Selena Samuela,60.0
Sun Sep  1 05:19:00 2019,Fun Run,Andy Speer,20.0
Sat Aug 31 05:18:00 2019,Fun Run,Becs Gentry,45.0
Fri Aug 30 09:00:00 2019,Scenic (Running),None,10.0
Fri Aug 30 09:00:00 2019,Scenic (Running),None,15.0
Fri Aug 30 09:00:00 2019,Scenic (Running),None,30.0
Fri Aug 30 09:00:00 2019,Scenic (Running),None,15.0
Fri Aug 30 09:00:00 2019,Scenic (Running),None,30.0
Fri Aug 30 04:48:00 2019,Speed Running,Becs Gentry,45.0
Thu Aug 29 15:01:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Thu Aug 29 14:16:00 2019,Fun Run,Olivia Amato,30.0
Thu Aug 29 04:22:00 2019,Endurance,Jess Sims,20.0
Thu Aug 29 03:00:00 2019,Intervals Running,Becs Gentry,30.0
Wed Aug 28 14:22:00 2019,Intervals Running,Chase Tucker,45.0
Wed Aug 28 02:49:00 2019,Fun Run,Matt Wilpers,30.0
Tue Aug 27 16:18:00 2019,Endurance,Becs Gentry,60.0
Tue Aug 27 15:18:00 2019,Intervals Running,Selena Samuela,45.0
Tue Aug 27 05:22:00 2019,Endurance,Olivia Amato,20.0
Tue Aug 27 04:48:00 2019,Intervals Running,Olivia Amato,20.0
Tue Aug 27 03:48:00 2019,Heart Rate Running,Jess Sims,45.0
Mon Aug 26 17:02:00 2019,Fun Run,Becs Gentry,20.0
